,n,m,use_location,use_scale,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG
0,100,0,False,True,0.5179549300380861,0.5356599216506093,0.4389118032016902,0.5356983716457601,0.42502151730972343,0.4753092496455389,0.49972306077448125,0.3028306930682366,0.30851101883941495,0.3272921371028134,0.3084874270398336,0.9230253227280236,0.38659840642128135
1,100,1,False,True,0.448910262298543,0.36975429035895163,0.38022967107624395,0.37081269480664353,0.38898721242151096,0.40742188969602744,0.4526375780775981,0.010329020407705199,0.2238778759565195,0.26235846792587597,0.22390243143436317,1.0333168927166272,0.3229578063510986
2,100,2,False,True,0.571630329563556,0.4339080964131602,0.4718121547422496,0.4201007414626886,0.4077688644035149,0.4715166260350941,0.5385263065015501,0.17983003829252922,0.30908655856967626,0.3717198379719666,0.31466725220140956,0.9546964322454228,0.3923357965074528
3,100,3,False,True,0.53431498752499,0.4560396430181054,0.42025448496755713,0.4560376231218403,0.48129545953493924,0.43145718562625646,0.38102571452964534,0.12932600516456147,0.25395668330689747,0.4143781741862666,0.2539186868307576,1.4966018342965974,0.4220083283173028
4,100,4,False,True,0.2952991738056474,0.2986581766874899,0.2519553249709388,0.29867944212228204,0.28271558832323795,0.24934937318427644,0.25981603280692767,0.10803211680346367,0.2273537786655411,0.33816557067362907,0.2273321170230124,1.0173857785285179,0.35894357070309924
5,100,5,False,True,0.4845899218490191,0.3805077885498702,0.32108194507115656,0.3805424406215094,0.34105296007531005,0.3370349977387703,0.3417154401841836,0.08337118788886239,0.2462909904855352,0.3420388247748332,0.24627339711948884,1.090581224858671,0.35867430755035346
6,100,6,False,True,0.44659209869207167,0.42787553331797396,0.3945707269973731,0.4297836985294255,0.4181764172395824,0.4424972557516884,0.41612381217595223,0.04660338213178116,0.28201264793162056,0.37330107103550475,0.28202503111383465,1.0027954255804006,0.39909294059496914
7,100,7,False,True,0.45361136138449754,0.39595928316553786,0.46307759007992694,0.4194176169399971,0.4056779923442771,0.3966962545502514,0.41735161899940626,0.021163911466910035,0.315983897624181,0.31909784305083905,0.318736969155304,1.682859647598267,0.4007337386047236
8,100,8,False,True,0.6059391390666572,0.492667632129815,0.39612114006287763,0.49283521992823265,0.4604888435292143,0.4111255930735949,0.39609094460488414,0.06540893042487253,0.27888993683421,0.3775492797110839,0.27886129425271144,0.9498583061837471,0.3957058404112742
9,100,9,False,True,0.42355723248142313,0.33853896508706427,0.38051187282962606,0.3395862869934038,0.31017357155863684,0.3631298552164708,0.3998421356447195,0.02631926626095849,0.21641947113993523,0.27024945684437407,0.2166478523080565,0.9571895778515689,0.3366520154563625
10,100,10,False,True,0.5307534201917754,0.554579532001555,0.4395664264392296,0.5539761696463705,0.48005701303683135,0.4595708487698106,0.44462162940830996,0.07138295481552756,0.268361383625835,0.3950406432376724,0.26837861851770994,1.171739830979459,0.4457888102518678
11,100,11,False,True,0.47999667107887545,0.32095498146989804,0.34284937202506116,0.32091017861559945,0.3105489314604453,0.3486705769600161,0.36335516495069364,0.08120836709951561,0.2911709206231662,0.29539084861611836,0.291133343196329,0.9902632798348191,0.36491689064232186
12,100,12,False,True,0.499958079061299,0.32152287217051634,0.39485910630354726,0.3215252168525289,0.36561291691448006,0.40384804010404024,0.4054312185116471,0.08766861068620097,0.3148829564235953,0.36244175707941806,0.31486482893153167,1.1193582088717167,0.4205423416707621
13,100,13,False,True,0.6755346629461951,0.517419931706343,0.4262415492801264,0.5177727857063978,0.4742844417089656,0.46041754814379793,0.4558245782210911,-0.01514709659373509,0.28314062920147137,0.3419271706935436,0.2831299335237249,0.710777152980948,0.37747033029600296
14,100,14,False,True,0.4810752708283293,0.3907163814227739,0.3441363298791535,0.3906848732900556,0.39051490589800525,0.3511677200495578,0.4043465300263418,0.12473854225261559,0.2710276390217707,0.34422557917305846,0.2709932608282538,1.016241597300472,0.372078012374604
