,n,m,use_location,use_scale,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG
0,100,250,False,True,1.8088028565279797,1.810082342066838,1.7177007483883455,1.81008046390467,1.83482583946977,1.7281269563300068,1.5226569658587779,1.3390901031431302,1.338475693786288,1.4328634987046929,1.3384102269669744,6.886524004488445,1.6802522377168247
1,100,251,False,True,1.959266582193851,1.6276857868308485,1.7338130987277465,1.6295719424926103,1.5654030989099497,1.342363717849388,1.2078726457713593,-0.7768813149149566,1.1407402586325837,0.09738783238512877,1.1406124090279488,6.518693024839723,1.630285114329983
2,100,252,False,True,2.510725998610257,1.8715689760310272,2.01075163020606,1.8712666469299188,1.8425371916077884,1.7012736385318943,1.6674543191274047,-0.18900673109581134,1.1878498102235393,0.6136992484943623,1.1878683792287275,5.298658295215404,1.588729627806979
3,100,253,False,True,2.3844173596272955,2.079928060718406,1.1914519464204154,2.080381975602433,1.6234822575117474,1.2933811779576165,1.531621089542797,-1.0772904356669668,1.2693547841169226,1.4478807325733971,1.2692362241747248,5.968383866035542,1.6122675523827734
4,100,254,False,True,2.2241480662264466,1.7419278580855246,1.790004360176996,1.7428494132602739,1.7930590357225986,1.6209904940914146,1.7108018602484578,0.25049853539832,1.3812103245987661,1.2631955936129071,1.3811316038551118,5.065517822961572,1.69608077260682
5,100,255,False,True,2.4367118197176056,1.8545134190317065,2.1097702560195994,1.854241398885515,1.8753044446240505,1.8049433791825302,1.9085212920349424,-0.13942869110644393,1.3995833121001346,0.6713344172559892,1.3995282063935737,6.047135900005588,1.6460752399734264
6,100,256,False,True,2.671231000807816,1.5196977910719973,1.7220104688107571,1.5196859799807478,1.5670782568600712,1.406197811578689,1.399821639782362,-0.7736035146834922,1.3761551025138252,0.8568276506318921,1.376120176384584,5.546942869049384,1.621325868957312
7,100,257,False,True,2.657611938103746,1.833094431398587,1.6114193311501896,1.8331194672541056,1.7878494359670902,1.612971104939341,1.5099161711219762,-0.7847198571447878,1.3037475920066812,1.0066047050424956,1.303687716618699,6.388634682120987,1.6055534756788932
8,100,258,False,True,2.5864137277112684,1.797753044972647,1.9748106324667345,1.797584264643479,1.7512853651262024,1.5571510478983415,1.6564496815085878,-0.21013446252986512,1.228328642822233,0.8115845627730011,1.2282576680313597,7.2978042884561765,1.632475213317829
9,100,259,False,True,1.8843298212728476,1.8649794661243424,1.7585321580786757,1.8656253765936424,1.672677191488663,1.6529541209141474,1.6188943731596868,-0.4993054132912849,1.2048716570273277,0.7313077237932416,1.2048058740152139,7.041975880702955,1.615404752057038
10,100,260,False,True,2.227914901667624,1.755260036745295,1.7699445057482202,1.755007130071546,1.730430116211433,1.570843882815131,1.4007337016796508,-0.7555820784500221,1.3110846510961955,0.6579323921589918,1.3110426138687392,4.770906768943651,1.6147110197750412
11,100,261,False,True,2.690736891787537,2.1109898464304604,1.8054483901900635,2.11115352104718,2.0326849209264704,1.8537336116045628,1.86790017046801,-1.648640264470492,1.2609958744118288,0.7044973171473867,1.2609273204217148,5.614085902031449,1.6411980906410422
12,100,262,False,True,2.3166554102082015,1.7776321247018394,2.6735186580456802,1.777466411857947,1.7777746749934107,1.7635447117277516,2.088563791331546,-0.30171082859758874,1.2892950598262503,0.2590603629968359,1.2892300359294258,4.992313229399509,1.6707290896346707
13,100,263,False,True,2.9116900617812878,2.1141037889385204,1.7605627322706399,2.114138778442713,2.139027898042526,1.918459790170024,1.9713394318205069,-0.9960939843555596,1.4648574520384605,1.0494078050626376,1.464823942619876,5.167291927078208,1.7213044299694658
14,100,264,False,True,2.2552992486411703,1.7659439548048288,1.6677546365030713,1.7658021286302263,1.719963149667378,1.5132485569477527,1.513162372631842,-0.2611406853637544,1.2326507047888533,0.4027506014295518,1.2325920815478275,6.002600878037823,1.621419727293975
15,100,265,False,True,2.327982837944934,1.7391967522023941,1.675029153325849,1.7391976351816933,1.8219435289274757,1.506179667736026,1.6140774445845054,-1.4080233662040889,1.4109601153999753,0.20757579144055485,1.410962228531046,5.995208430853961,1.6335156759218705
