,n,m,use_location,use_scale,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG
0,100,100,False,True,0.2486107295788444,0.0642091032160904,0.02709674026630349,0.06438014097433452,0.07854911569306816,0.0661106702372039,0.06285126397575953,-0.12492953165561588,0.11610896898709036,0.04010123761201831,0.11598408354521816,0.7326049522002904,0.13163006029197755
1,100,101,False,True,0.042837676834495894,0.09092815076894017,0.0032090088460394735,0.08802265791540435,0.08065536800713538,0.061576773566881605,0.013710665482220807,-0.05040155193193962,0.03240126056152356,-0.00798504280288145,0.0314793067771106,0.7270625779094024,0.05392296108386496
2,100,102,False,True,0.078549953643681,0.04469226527926778,0.004962696950531429,0.0446925248666552,0.07114899253182652,0.04773298021705288,0.01585380774145928,-0.17994147399141716,-0.025987364899076368,-0.10822115967223209,-0.025999495440323556,0.5836792411141913,-0.011261023226194267
3,100,103,False,True,0.041694398115543076,0.05756229096739239,0.006181049738045836,0.06518488577813135,0.09580072116364793,0.06147539107431963,0.03970252111229193,-0.07748745717078363,0.009567086333015524,-0.0344512260921706,0.0103882985929787,0.5892004796361409,0.021010424063131472
4,100,104,False,True,0.2204089257715608,0.09919661116846447,0.08688833167809017,0.09919351939914751,0.10592570058700866,0.0977348261903336,0.12731650646208365,0.0003441136916412502,0.1712521283196356,0.09744504450737891,0.17124589807540283,0.642591118069594,0.19174957254109476
5,100,105,False,True,0.05323687768931642,0.07749814092036021,0.0012879493915777481,0.07752844380323853,0.08185525637289541,0.06294847249865579,0.011531887839524775,-0.16918650239994093,-0.0678367155296052,-0.11312842999272232,-0.06784688828758967,0.6415240250429021,-0.04506767174939874
6,100,106,False,True,0.1677812141697329,0.06424115729627367,0.013094435385386419,0.06425371438699472,0.09218905382961314,0.06587158855026537,0.051480419849553025,-0.06855231978792203,0.07219677915890892,0.05027440887437486,0.07217056564974059,0.7756993485488075,0.08870102596525353
7,100,107,False,True,0.067277836560131,0.055724844504967515,0.016530317179771385,0.05572197450259344,0.08640337362483219,0.057575828430652926,0.043083761090851394,-0.12572853526203673,0.019191376581838428,-0.08301967448204976,0.019211531738093156,0.5344925442250726,0.033654082037624766
8,100,108,False,True,0.05885775474552791,0.0693227384984914,0.008984372519965183,0.06931791750021447,0.08154426280866976,0.06932604039733933,0.031152959948675667,-0.12695838535820136,-0.04487030408238539,-0.07472168086634373,-0.04487128065514717,0.4552658983328871,-0.03401573309514333
9,100,109,False,True,0.07610337426887473,0.058441176068542024,0.01210188310358385,0.05844270573907702,0.07688946489482977,0.058580444483650816,0.024598972016018326,-0.03999372801572573,0.027176787546511177,0.01403603821472831,0.02717346658290204,0.431242074283084,0.04084421471187899
10,100,110,False,True,0.009676504943450683,0.07932912884268842,0.005291070947345854,0.13888531060112913,0.1390034238595458,0.07933442089083449,0.010130227210815147,-0.1050992785930093,-0.03389234002166234,-0.09921286825797408,-0.0767358434320775,0.7834368927647054,-0.02327226454819381
11,100,111,False,True,0.08605157349988875,0.05664673029138502,0.03215925292716507,0.05664691865900485,0.07959607885067853,0.05728813641229094,0.050190445014979435,-0.08161302231654137,0.05716276067355921,-0.030829752124608457,0.057168066794204296,0.5637804727247537,0.0720198392293544
