,n,use_location,use_scale,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG
71,200,False,True,0.08363266187570893,0.10772739233892725,0.008317373126236833,0.11083784176415147,0.0910010472620189,0.05469259955510565,0.040496782379148374,-0.06882992763367449,0.055685602162296635,0.006496375056059325,0.05584791375304867,0.8138595654141483,0.09373743746131097
72,200,False,True,0.11613332656368879,0.057490754947105704,0.007483951051192316,0.059448336342953725,0.07083991124777252,0.056705238827858606,0.013133819815498587,-0.1525888644848462,0.0038355372300809165,-0.08256703696827686,0.0030045659169886108,0.5899991486390641,0.009509111083856825
73,200,False,True,0.025365507528065816,0.06291062385659126,0.003681872428304499,0.06292648402025701,0.07740689831719179,0.05072071245190811,0.03385502888078977,-0.04826861853375657,0.029986730448204213,-0.023630944227353158,0.029979864632756516,1.0434583298091304,0.05180400195123597
74,200,False,True,0.05055907723865963,0.07957650079345942,0.00998779236981145,0.07960488239722412,0.07812537524721162,0.05223757252809313,0.07025708031320518,-0.0048805081221231904,0.08438128614701576,0.023618787404141122,0.0843156950730269,0.773657134476656,0.10432703150158601
75,200,False,True,0.006485315712027293,0.05551761700194678,0.00441804793709112,0.08668610766569852,0.07540320535831507,0.05592201096260076,0.023567009794182515,-0.07430251760105465,0.007506968655154438,-0.06940607563368713,-0.0017887612183483982,0.7675009049901673,0.012961380497322483
76,200,False,True,0.14236217199662468,0.0661049663095156,0.01377220947482416,0.08262203356549574,0.08971066739946192,0.0621437960387008,0.05519210793114172,-0.0486147711790043,0.09857193977304206,0.04095083666077926,0.08930673599478624,0.91594356140251,0.10852337866030926
77,200,False,True,0.10808973275914477,0.14383854427401815,0.05374761914631249,0.14397564680843955,0.1336406318241937,0.06582203404556754,0.048995736287641145,0.014339835391441449,0.0713437850019433,0.04456926636860286,0.07136815614468311,1.44828302484573,0.14477284162357257
78,200,False,True,0.22998516068932168,0.14100917303839217,0.05354511459329937,0.14108345252826054,0.15536229757589942,0.09406855115685397,0.05772214941385092,-0.025930735459446432,0.11224630823447797,0.09156269149176219,0.11222824375535283,0.8635248808199943,0.152191726098663
79,200,False,True,0.04862857110683247,0.0594007937268396,0.0037656713495262295,0.059392678370754355,0.07161780666454552,0.05557166723981096,0.008688095044203089,-0.07681091275164509,0.031509099500081135,-0.039863543586579245,0.0314974113870656,0.4910450995160106,0.039517376597766274
80,200,False,True,0.055861380678441735,0.061279709171235465,0.004633475361513179,0.06126758890005755,0.09599879228079088,0.05895700095849347,0.006466744843546479,-0.05401232361868715,0.031854166893337206,-0.023113113563891653,0.031848397646259984,0.6281160512209836,0.04813928981935217
81,200,False,True,0.06836062633605344,0.0600121533921215,0.004226893899693273,0.060015728618824454,0.06587759470892375,0.05263410510068171,0.010034550426412468,-0.06939916240587142,0.04236683625705233,-0.01693417846408712,0.042353580444099564,0.9320029528413716,0.0587881745391271
82,200,False,True,0.1050075531412039,0.08483045710921923,0.003459073663843193,0.08487654418019329,0.0706911325475192,0.05131711333971329,0.006560023934470155,-0.05865456567784638,0.04552853297124486,0.01832821199779045,0.04551504110881325,0.4642331141079682,0.06640013637577663
83,200,False,True,0.01884532107201091,0.051541883942756446,0.004548324903551346,0.051523936255819865,0.09040926696882114,0.05745944978949051,0.022000909716977834,-0.020128530433393008,0.06721081624326608,-0.0004775396834502188,0.0672277240710202,0.8041117699194286,0.07886716162673452
84,200,False,True,0.03284320755458798,0.06699705854353144,0.01865400215345576,0.06365614802283487,0.09447536245601024,0.0656075980406846,0.020017481159882212,-0.10500677097735672,2.433798403281173e-05,-0.09180022546702268,-0.004922848841903189,0.7412607688154325,0.006274686685690312
85,200,False,True,0.014309635069860844,0.05273862368147249,0.00633734766981867,0.05274557834793803,0.07970455938367176,0.05548665696542417,0.00921413613916375,-0.14205549812544116,-0.036077766676120435,-0.1311588987444169,-0.03608471634670913,0.733831211240814,-0.029198919204980134
86,200,False,True,0.15967195656221503,0.11840067028910994,0.03730642574621807,0.11844521278920034,0.12495137114416116,0.07930083826114882,0.06707124828350766,0.008382316530336964,0.0945927829126589,0.1139866778341435,0.09456277452091329,0.6614788280482862,0.13224430170691798
87,200,False,True,0.14730442268036145,0.06025414474962916,0.0434559721367326,0.06025338067221672,0.08768130166743354,0.0622531456361978,0.031181966154777703,-0.04076369495895208,0.08458049174144805,0.023509693352836616,0.0845799548026882,0.5408170659782986,0.09938295364765232
88,200,False,True,0.006337838631982217,0.06044299874633099,0.0009377325600431803,0.06311353834657242,0.10118050692689097,0.0639629869351541,0.005181321643109494,-0.05327500311721152,0.01811609425360551,-0.04810362898804616,0.018367928024017176,0.8832110355490932,0.024280039231752815
89,200,False,True,0.007293340009277325,0.05398881361215361,0.0032928004177787303,0.05397814601854109,0.07765672572773648,0.05387265815654402,0.014038740926044097,-0.029798004200715822,0.04911422804948458,-0.023624781806698227,0.04910382462463133,0.6904168257016735,0.06458517334289249
90,200,False,True,0.06625171878960275,0.07681199069637094,0.031061057733285376,0.07391475335662451,0.11080009093200922,0.07420667036311535,0.015833114274504484,-0.0838768718640501,0.0022311412421342426,-0.05676466446444795,0.001939105087597355,0.598855683695304,0.010249302256090831
91,200,False,True,0.009320295019605952,0.055547648880532534,0.001193176842996529,0.05555153207270665,0.07945957123901456,0.06105797513977799,0.009176795029292929,-0.0784912474041395,-0.0017143039611607236,-0.06635002704018934,-0.0017188605710246208,0.7514735278176926,0.008954494266030233
92,200,False,True,0.06884834965029682,0.07173658371726761,0.010846159617566069,0.0717951808600255,0.09066979744243575,0.05960727195718871,0.026461816468884552,0.0061490203183094125,0.08236749979816885,0.05249486707202982,0.0823173954264803,0.6072671698930318,0.09625077560555001
93,200,False,True,0.1537672321781531,0.06022107425698579,0.003846644954871616,0.06022368865508208,0.06885258875668315,0.057290935291093754,0.033907843280722647,-0.0757835492311843,0.042054607830416306,0.005711532615731818,0.042051195001124524,0.5013376518967929,0.053603231175014365
94,200,False,True,0.01438112413831466,0.0621682524062766,0.0036015268924345996,0.06216431788968602,0.10486313346354123,0.06554264456320338,0.0077875591982739896,-0.05562990417251466,0.008432023022097682,-0.040714261094687426,0.008430108662019578,0.519052066090787,0.014113649462970557
95,200,False,True,0.02507089051622581,0.05472591007619971,0.019008495773409927,0.054730766949160896,0.06083421356295049,0.050031819929821975,0.02596955562553373,-0.03152324883727341,0.04038901605274319,-0.022974263333429414,0.04038189369934713,0.6246971497049273,0.054413958667439255
96,200,False,True,0.036004833331568495,0.049734915533700234,0.014711366152774605,0.09912828498420138,0.09727157028717125,0.053377466597216046,0.03723035936098028,-0.018944023136257055,0.08071900595010582,0.004883901290150794,0.060737994877630826,1.0857367104848636,0.09870386932448255
97,200,False,True,0.08369575225607077,0.05734254663390915,0.013737983527977084,0.057317888294685544,0.07263540468636526,0.0563129782312282,0.042197076614821326,0.021473624615762882,0.10032604915174737,0.06509917987400222,0.10027643754174627,0.2849385536037666,0.10952016697998912
98,200,False,True,0.12934450543813308,0.05742179734336411,0.0023783286539752007,0.05741524406097481,0.09036247980372167,0.05708064663773908,0.01945759508185057,-0.1111984417620775,0.02457374212372116,-0.020803941798788996,0.024547628203062503,0.46514559786587706,0.03375834272427258
99,200,False,True,0.13504203185874256,0.09997889549723223,0.04332981820067221,0.09998242519297985,0.10737136689399521,0.08163391947202053,0.0768688394244185,0.04474795373299155,0.1292786029970557,0.12124080769935294,0.12924855277693426,0.6974360983691545,0.15438946157693195
