,n,m,use_location,use_scale,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG
0,100,400,False,True,0.2768192793152436,0.08967084204604203,0.03672039764864417,0.08966578525507275,0.06128199557555699,0.05568073046907927,0.03273539606879562,-0.0984143523848939,0.08191163940715399,0.03418042096128214,0.0819055636583785,0.8170280155984077,0.11116793775511519
1,100,401,False,True,0.1371099948680298,0.1371507685067346,0.01863171826726687,0.13715080942103486,0.08949332931040903,0.061709047285453844,0.03948393095173917,0.0623477734716299,0.06232648796047507,0.05657670763707064,0.06232469037244158,0.5368602647442425,0.11300057767947735
2,100,402,False,True,0.04344284577282802,0.07135908760535473,0.004567531416432942,0.0711536509203413,0.08491417968496665,0.07136429230918867,0.015131340253931027,-0.1677414712309743,-0.08119940123525893,-0.1257174106148161,-0.08118870259111063,0.914847907198669,-0.06886204614238967
3,100,403,False,True,0.06843048193327259,0.06067623078854981,0.017955579744121063,0.06068369913526131,0.0598020127661115,0.05945468775836722,0.024113510981702203,-0.07001408141206794,0.03992368348610476,-0.02904418686377585,0.039910799605322324,0.8815174306674534,0.05169978855654567
4,100,404,False,True,0.035997299275811294,0.05561782772133829,0.02157009293328917,0.05561724602528667,0.07618827853500859,0.056583582863510555,0.015169136770126731,-0.0301604293809203,0.025584368938457162,-0.014907544100531092,0.025574909410755284,0.6312587391810044,0.03979355806606272
5,100,405,False,True,0.07742269197495838,0.11915097121057122,0.041297856697178885,0.11914819866221707,0.07261539786166858,0.05792800524671987,0.047541463267891736,-0.014539051486527756,0.058754112154224956,0.004487799067181069,0.05875024599931535,0.6423862895251194,0.10769752253941522
6,100,406,False,True,0.08054136067622764,0.06552929780193348,0.015056516418554468,0.06553348175525466,0.055871528204428866,0.051242921695616755,0.015287504250498195,-0.082718662777018,0.028364176561713066,-0.02492550755251779,0.028350918622315646,0.8225655892777278,0.05390566649065015
7,100,407,False,True,0.02289808197371909,0.05853510022791597,0.002458817406085054,0.05853557073002018,0.06955706221861935,0.061669978966392786,0.01079917640323808,-0.10949606023319103,-0.040014543302864636,-0.08480594656022669,-0.040029954391556544,0.6202361049689359,-0.026126801509515074
8,100,408,False,True,0.033836170361255004,0.058077872549111655,0.003243397364934144,0.05808025985291722,0.06775157128573679,0.05869410970218982,0.025754133688243704,-0.07471254603011292,0.0011442900396724553,-0.04242797967745753,0.00113313292974091,0.8157645593181289,0.01335991758893712
9,100,409,False,True,0.21411598690906972,0.09304745070494459,0.032293596843766516,0.09306155909254717,0.0668968779199224,0.06209966509270784,0.051076364314068576,-0.11134871261149609,0.07777090853328382,0.0025069436712664307,0.07775741236625365,1.1267923871800627,0.1088193186883723
10,100,410,False,True,0.026315985330346535,0.06485904964467225,0.022788885252274276,0.06486476031356943,0.06884206345353976,0.06351205666955206,0.027968389900678514,-0.12002932361063258,-0.0042119597536601815,-0.11306630084881959,-0.00422425770867136,1.1289434859385579,0.008538814105587211
11,100,411,False,True,0.25520394740210384,0.12320536347391575,0.008541815703464111,0.12319754598165555,0.062773736322719,0.0580386186212258,0.044570389294964555,-0.08714328912844774,0.0664649736337961,0.061679258966039256,0.06646632666416771,0.6670614776127917,0.1052178192036829
12,100,412,False,True,0.125857729850601,0.061951026226736434,0.02311952505201306,0.061949016101839484,0.06306760896860208,0.06068395822563076,0.048371954084071654,-0.07326098629403058,0.004040970611978878,-0.003800057467369058,0.004033114901501236,0.7696430123045633,0.016748145414561266
13,100,413,False,True,0.033738608438957055,0.04591082859631092,0.007244300285605643,0.045912355956274714,0.05557126756109477,0.0432560687353704,0.02981242513869951,-0.09830201488608803,0.01846071984555607,-0.059065745391562986,0.018448538844144765,0.7486038934424988,0.036715945329974575
14,100,414,False,True,0.1300741954759947,0.13006918173714357,0.03885059966786106,0.13009570648593402,0.06333250437163365,0.06072300229333103,0.03195463000027695,0.0739237469988311,0.07391194979422416,0.044151635560221746,0.07390803310901027,0.8380856782987842,0.12233430645254623
15,100,415,False,True,0.20144176609900835,0.12463353737669765,0.03861325478319509,0.12454997339323837,0.0794246743130858,0.07508031034392405,0.09606534272932148,0.010775032232204346,0.12029701817996688,0.0754746023689651,0.12028519532992527,1.0550076950886806,0.16327489315351196
16,100,416,False,True,0.04442717738190114,0.05376491519950306,0.0011583453240213138,0.053765604273745486,0.07812698602110163,0.05504299558011844,0.021041855214448617,-0.042043868025560496,0.05909311813873295,0.0010032142305721249,0.059090591530479276,0.9545720994060765,0.07460797612573167
17,100,417,False,True,0.21144450911939366,0.08260326009311225,0.010401488604640432,0.08258847127965621,0.08783065459809507,0.05584176743609923,0.03256614246094873,-0.112095873959194,0.05033562675965485,0.008654913840223297,0.050342182647502086,0.7783276584257771,0.08689328818347375
18,100,418,False,True,0.05042626419168906,0.044236581622881,0.002595057536820169,0.044233885942250126,0.07738373971365585,0.04770027662269192,0.02144469523759609,-0.11561569090013095,-0.0021622802796487407,-0.07048326858194141,-0.002172392841077553,0.6534108455552363,0.015773380596064812
19,100,419,False,True,0.07488021938865347,0.07563633964493571,0.014976341484195087,0.07563802871543399,0.06725472065689478,0.05951252696446096,0.047208029359378546,-0.10175492279714028,0.009412858696036608,-0.05125678477577564,0.00940046625435869,0.9411894694609803,0.03653344195556141
20,100,420,False,True,0.055198253781648984,0.06814661715450691,0.008024830792552713,0.06814650723104031,0.08271864443044386,0.060778139143626314,0.05966690028640802,-0.04897988809601213,0.036435286534888006,0.01224511842064425,0.036432724597976716,0.6684761030577192,0.0547650993649994
21,100,421,False,True,0.14245548270293001,0.07877458701101873,0.0085964360205316,0.07877234547930151,0.061062314152205824,0.05853142753049021,0.035668935655938046,-0.10175643790028197,0.04476930239485014,0.015420188403242949,0.044758646556659516,0.7999412469056044,0.06887082728880373
22,100,422,False,True,0.0951301085643162,0.06205281339749655,0.009559744929248245,0.062054561001705054,0.0631530469851933,0.06205366301129908,0.011648172131304195,-0.1259727613699882,-0.0021978158346662013,-0.027688298584647896,-0.002199828434199915,0.7762330735480373,0.009497497738521599
23,100,423,False,True,0.16493578784541735,0.09193435662706044,0.032980598888662706,0.09200213269034233,0.0928596205992513,0.06944684048927421,0.0662147219177285,-0.04284618350275439,0.05343376862117367,0.015753142041443322,0.05342452700181682,0.7367430362101325,0.07957769584303725
24,100,424,False,True,0.16823340273183562,0.08519030618444895,0.009941532346279341,0.08518659575016041,0.07003632585828852,0.06002551192334984,0.03612079051535833,-0.06456678561929546,0.06634247744984158,0.029865137442180376,0.06633415709263175,0.8622478288442469,0.10027893838308954
25,100,425,False,True,0.24881334447705497,0.05806522887613595,0.009594811015590878,0.05806378740646795,0.06780240243219471,0.05545244549997532,0.017558606116629818,-0.12986080190826615,0.05338955969430487,0.009545110095771784,0.05338051649927401,0.8202866914157282,0.06917629528087366
26,100,426,False,True,0.03585206673706553,0.06100961398153295,0.005282142787036619,0.06100507022172988,0.08325371687696148,0.06118625564448568,0.020855695998799918,-0.04999492238375687,0.027165703204547427,-0.00792486503217577,0.02715314414150285,0.8076286962669829,0.042950112257416184
27,100,427,False,True,0.06877894504346513,0.06883872720635462,0.010035203169823861,0.06879735097252465,0.06470761561797306,0.05838611221510184,0.020996323306928112,0.04693081657378926,0.04692616364287339,-0.004110378631481892,0.04692270437863009,0.860661905936156,0.06378673158755199
