,n,hidden_sizes,experiment,MSE_wellspec,SURE_wellspec,data
0,100,None,c,0.061359043517682926,-0.12628139483294112,train
1,100,"(2,)",c,0.07456958652610063,-0.1346405710403046,train
2,100,"(4,)",c,0.13935965804664502,-0.13981788167563497,train
3,100,"(6,)",c,0.07678814760069902,-0.134762521301796,train
4,100,"(8,)",c,0.08874929915203877,-0.13861618296910852,train
5,100,"(10,)",c,0.13001606851264105,-0.1635033689741717,train
6,100,"(2, 2)",c,0.09672136101232721,-0.14044276087680918,train
7,100,"(4, 4)",c,0.14619432365849383,-0.19078365028623867,train
8,100,None,i,1.6263412807347708,-1.8892377134836846,train
9,100,"(2,)",i,2.0236473061194515,0.08907490306442979,train
10,100,"(4,)",i,2.3316628793256915,-1.0079522267659606,train
11,100,"(6,)",i,1.8496920907043317,0.07095183060206708,train
12,100,"(8,)",i,1.7622355245930055,-1.0597377320969648,train
13,100,"(10,)",i,2.2280989961656634,-0.6491348972630305,train
14,100,"(2, 2)",i,1.6152426266125368,1.4594424950730145,train
15,100,"(4, 4)",i,2.301464658499899,-0.05463051418397177,train
16,200,None,c,0.05188143169034765,-0.016268042779275467,train
17,200,"(2,)",c,0.07128825769625982,-0.03364719258692744,train
18,200,"(4,)",c,0.053779554964885304,-0.017945870929332,train
19,200,"(6,)",c,0.05222641899883812,-0.019323919694032913,train
20,200,"(8,)",c,0.05906587431217589,-0.026013374007007508,train
21,200,"(10,)",c,0.05976475709404132,-0.026583440179405587,train
22,200,"(2, 2)",c,0.07170985841931402,0.061006038055900214,train
23,200,"(4, 4)",c,0.07165346755258123,0.061034434656715285,train
24,200,None,i,2.5449636762328622,-1.2867649289616518,train
25,200,"(2,)",i,1.9815705481253953,1.3308026464561544,train
26,200,"(4,)",i,2.321578909998602,0.8078594303695361,train
27,200,"(6,)",i,2.460972599137875,-0.8806599195334573,train
28,200,"(8,)",i,2.621949835720398,-0.31360653420668966,train
29,200,"(10,)",i,2.4933399283826296,-0.1423060467253945,train
30,200,"(2, 2)",i,1.9794624966818346,1.3300381256790093,train
31,200,"(4, 4)",i,2.317827984452576,0.8815515245352082,train
32,400,None,c,0.013829477026476942,-0.005934884599853727,train
33,400,"(2,)",c,0.06389245294831006,0.023778284960696,train
34,400,"(4,)",c,0.03205651008180599,-0.015043865802871533,train
35,400,"(6,)",c,0.03369407845037487,-0.01724581393339345,train
36,400,"(8,)",c,0.018136690473801415,-0.008178021281825853,train
37,400,"(10,)",c,0.0243583390190873,-0.0119105735987019,train
38,400,"(2, 2)",c,0.031418401227807445,-0.01420808775377592,train
39,400,"(4, 4)",c,0.04394239440011439,-0.022645201013883565,train
40,400,None,i,2.633574435697462,-0.6543262524598684,train
41,400,"(2,)",i,1.8911773555793885,1.0852573870589368,train
42,400,"(4,)",i,2.237271142207284,0.7063013416379473,train
43,400,"(6,)",i,2.1196911065299635,0.5043335275223748,train
44,400,"(8,)",i,2.3518179064231393,0.3001637979061434,train
45,400,"(10,)",i,2.3841066636368,0.2813468485639219,train
46,400,"(2, 2)",i,1.9537893583550159,0.9587992474626202,train
47,400,"(4, 4)",i,2.283813982623849,0.5177107014900392,train
48,800,None,c,0.007392973461150949,0.009825094152747228,train
49,800,"(2,)",c,0.016769736027130968,0.003858025629691495,train
50,800,"(4,)",c,0.016657883349014278,0.0033237695257382783,train
51,800,"(6,)",c,0.017468302268830147,0.0028267297476469964,train
52,800,"(8,)",c,0.016644272075364973,0.0030625622697538035,train
53,800,"(10,)",c,0.017882899172504872,0.002205699769132985,train
54,800,"(2, 2)",c,0.016713536558096168,0.002872738146981666,train
55,800,"(4, 4)",c,0.024565346927447638,-0.0018298573991674895,train
56,800,None,i,2.049721278207669,0.17583253726131007,train
57,800,"(2,)",i,1.7280526380601589,1.305477823569109,train
58,800,"(4,)",i,1.9457106182763033,0.7128886790085244,train
59,800,"(6,)",i,1.77204098071289,0.9613798600705482,train
60,800,"(8,)",i,1.7667736694456486,0.652254351105358,train
61,800,"(10,)",i,1.9801457587698428,0.6337262507430345,train
62,800,"(2, 2)",i,1.593125833390382,1.2733434670409496,train
63,800,"(4, 4)",i,1.6269771755739775,1.0407178287553027,train
64,100,None,c,0.059163803415603365,0.1852230158897715,test
65,100,"(2,)",c,0.06383630613248603,0.19652073944221068,test
66,100,"(4,)",c,0.11842635454413239,0.31866092330580403,test
67,100,"(6,)",c,0.06629641239677725,0.19801801834100713,test
68,100,"(8,)",c,0.07441389556118908,0.2149913357366838,test
69,100,"(10,)",c,0.13824214007774432,0.21458212161474058,test
70,100,"(2, 2)",c,0.07966246211390336,0.2175191448653917,test
71,100,"(4, 4)",c,0.2109579179744637,0.22014284573966458,test
72,100,None,i,9.229187692606892,8.563992226420197,test
73,100,"(2,)",i,3.7554719818517537,3.2668528695118426,test
74,100,"(4,)",i,6.027459258008746,6.581877070037582,test
75,100,"(6,)",i,7.1207198804238825,6.89590025895094,test
76,100,"(8,)",i,5.137534736055358,4.464994008004779,test
77,100,"(10,)",i,4.986489649223485,4.001237867622319,test
78,100,"(2, 2)",i,2.163968946557502,1.9869400857915767,test
79,100,"(4, 4)",i,3.0885414553897625,3.219858657353366,test
80,200,None,c,0.03761654708833626,-0.07508734597672698,test
81,200,"(2,)",c,0.04349705870147538,-0.05798104883073634,test
82,200,"(4,)",c,0.03684524360667413,-0.07145099079432858,test
83,200,"(6,)",c,0.03550259734933837,-0.06736890406838357,test
84,200,"(8,)",c,0.03675188255631309,-0.06874791636112018,test
85,200,"(10,)",c,0.03600274827756831,-0.0644559497874028,test
86,200,"(2, 2)",c,0.059732754404428635,0.010224414048885341,test
87,200,"(4, 4)",c,0.05970240600185575,0.010213679845629068,test
88,200,None,i,4.44558954635524,4.431017783918052,test
89,200,"(2,)",i,1.8422132390060453,1.9493977583133852,test
90,200,"(4,)",i,2.381095221907786,1.622959996440242,test
91,200,"(6,)",i,3.1323407543626427,3.6349597084972824,test
92,200,"(8,)",i,3.5203848799939244,3.707016285989785,test
93,200,"(10,)",i,3.310819476080026,2.492672166672705,test
94,200,"(2, 2)",i,1.8423327411546118,1.946390529308777,test
95,200,"(4, 4)",i,2.233068598981858,1.9404038417443543,test
96,400,None,c,0.010145661355457651,0.029873319065740606,test
97,400,"(2,)",c,0.05660991339307236,0.08021711055278281,test
98,400,"(4,)",c,0.012614182041517104,0.03652479151157753,test
99,400,"(6,)",c,0.014475117825239891,0.03688341181669589,test
100,400,"(8,)",c,0.011200524972728892,0.033778443355661145,test
101,400,"(10,)",c,0.014841600624703473,0.0353688397845219,test
102,400,"(2, 2)",c,0.01321515653760063,0.03860316122233354,test
103,400,"(4, 4)",c,0.016090033871756507,0.04045087113116245,test
104,400,None,i,3.036664408010016,3.5710718709474203,test
105,400,"(2,)",i,1.715110036759057,1.683727279534746,test
106,400,"(4,)",i,2.058938338125366,2.2778252439116606,test
107,400,"(6,)",i,2.062111735169817,2.151995043902023,test
108,400,"(8,)",i,2.2498738888113206,2.1513707198439844,test
109,400,"(10,)",i,2.2769769331712744,2.36501378937177,test
110,400,"(2, 2)",i,1.9765295011573354,1.9340623869666766,test
111,400,"(4, 4)",i,2.2651940721625787,2.067718601578292,test
112,800,None,c,0.003751081266255848,-0.005770551260857975,test
113,800,"(2,)",c,0.012193777356877595,-0.00713291081378179,test
114,800,"(4,)",c,0.011975472586806537,-0.008708559506783096,test
115,800,"(6,)",c,0.012442479808330149,-0.00788945100251508,test
116,800,"(8,)",c,0.012153363486851018,-0.006968851882244831,test
117,800,"(10,)",c,0.013150079612942758,-0.005718246527820163,test
118,800,"(2, 2)",c,0.012176029193373105,-0.007544574286118806,test
119,800,"(4, 4)",c,0.011812857559110441,-0.010269241554230042,test
120,800,None,i,2.4989680702353754,2.6118635871680964,test
121,800,"(2,)",i,1.720456075335886,1.8211522675968308,test
122,800,"(4,)",i,2.249437339728719,2.1425508800498325,test
123,800,"(6,)",i,1.9211732951615614,2.0684951644588256,test
124,800,"(8,)",i,2.018023007752956,2.0829228066255676,test
125,800,"(10,)",i,2.2946237682484343,2.286120368049935,test
126,800,"(2, 2)",i,1.6901659862174647,1.8929738698205554,test
127,800,"(4, 4)",i,1.7212543534587526,1.9011277604460484,test
0,100,None,c,0.09965285020115665,-0.028569482435551682,train
1,100,"(2,)",c,0.12187013065669121,-0.03636343094233687,train
2,100,"(4,)",c,0.11600380018869844,-0.04873991691910286,train
3,100,"(6,)",c,0.10431082476776149,-0.03255180009784817,train
4,100,"(8,)",c,0.10780974951395296,-0.03643459882914403,train
5,100,"(10,)",c,0.10772050990145195,-0.03628718300868743,train
6,100,"(2, 2)",c,0.12472546568164136,0.07816015408999265,train
7,100,"(4, 4)",c,0.14776096170237207,-0.04650854015373726,train
8,100,None,i,2.21791397314914,-1.7431651156925807,train
9,100,"(2,)",i,1.7705766659506985,1.4644809620401464,train
10,100,"(4,)",i,2.710635914697936,-0.8314321574353308,train
11,100,"(6,)",i,2.3277985840239284,-0.7019913792357485,train
12,100,"(8,)",i,2.2539429260798856,-0.8237205921243191,train
13,100,"(10,)",i,2.1296415625412184,-1.132490999784824,train
14,100,"(2, 2)",i,2.2208233795151533,0.46818809820633306,train
15,100,"(4, 4)",i,2.2290899305533842,0.09809168596040077,train
16,200,None,c,0.07960499343524423,0.01357122715445945,train
17,200,"(2,)",c,0.08534842738800422,0.009047383800983725,train
18,200,"(4,)",c,0.08422931897706613,0.009966215410180857,train
19,200,"(6,)",c,0.11796631265099475,-0.021104312512447425,train
20,200,"(8,)",c,0.08736713407321646,0.007624824249883897,train
21,200,"(10,)",c,0.08885759590659388,0.005716434372285013,train
22,200,"(2, 2)",c,0.09578712890968846,0.006885447970190617,train
23,200,"(4, 4)",c,0.1416501633248956,-0.03215247986950982,train
24,200,None,i,2.621443258230556,-1.0777564027065722,train
25,200,"(2,)",i,2.0748090757000335,0.7561910191898862,train
26,200,"(4,)",i,2.482381310798189,0.2570462685913735,train
27,200,"(6,)",i,2.3957526021376934,0.07614147286018431,train
28,200,"(8,)",i,2.556176001266181,-0.9361738646668556,train
29,200,"(10,)",i,2.472813796115733,-0.8347027051398206,train
30,200,"(2, 2)",i,1.7735761573556947,1.517507335710312,train
31,200,"(4, 4)",i,2.6923096886950986,-0.3944296549734082,train
32,400,None,c,0.006571778763265492,-0.029861524746612238,train
33,400,"(2,)",c,0.01069556660919157,-0.03376612211798773,train
34,400,"(4,)",c,0.05339765061302435,0.049197214346390496,train
35,400,"(6,)",c,0.04540246984704945,-0.055165394932660705,train
36,400,"(8,)",c,0.02402668876826229,-0.042558742575620714,train
37,400,"(10,)",c,0.04786095337079375,-0.05586466980422799,train
38,400,"(2, 2)",c,0.05339466960505284,0.049195818810429136,train
39,400,"(4, 4)",c,0.027641275527144116,-0.04465809367062402,train
40,400,None,i,2.7483218448253592,-0.5281521135649763,train
41,400,"(2,)",i,1.8569498585800783,1.5560160086989834,train
42,400,"(4,)",i,2.0069787138579134,1.334268032357527,train
43,400,"(6,)",i,2.609038826051202,0.5229255965007487,train
44,400,"(8,)",i,2.56710866283977,-0.13759548511643557,train
45,400,"(10,)",i,2.4995771111641996,0.7998720780424379,train
46,400,"(2, 2)",i,2.0516279615403965,1.25586053528758,train
47,400,"(4, 4)",i,2.1795376183527524,0.7664925733694079,train
48,800,None,c,0.00020415641801379048,-0.019544680513736132,train
49,800,"(2,)",c,0.053619311677811005,0.034493532939012465,train
50,800,"(4,)",c,0.053635956330941405,0.03447419626196823,train
51,800,"(6,)",c,0.004503345693618936,-0.02295781862026409,train
52,800,"(8,)",c,0.004442240661331061,-0.02300313173469245,train
53,800,"(10,)",c,0.004373446424018086,-0.02337400418350215,train
54,800,"(2, 2)",c,0.053664675409400064,0.03442445933943311,train
55,800,"(4, 4)",c,0.004968986581759285,-0.024252290386681707,train
56,800,None,i,2.258661950317667,0.06990046255053904,train
57,800,"(2,)",i,1.6938112653633066,1.3364779512195355,train
58,800,"(4,)",i,1.6974714042504988,1.311582644316717,train
59,800,"(6,)",i,2.044882153630021,0.7130897787110888,train
60,800,"(8,)",i,2.0501849063243216,0.7071454905694308,train
61,800,"(10,)",i,2.105293039931707,0.6813548286392023,train
62,800,"(2, 2)",i,1.6995392554101674,1.315266194657587,train
63,800,"(4, 4)",i,1.6389830268855308,1.3789576232004708,train
64,100,None,c,0.06432297275916951,-0.014131980183513975,test
65,100,"(2,)",c,0.10604676355612158,0.004000385739760475,test
66,100,"(4,)",c,0.08511229620388885,-0.00728515228049911,test
67,100,"(6,)",c,0.07914502626310552,-0.012853414996280682,test
68,100,"(8,)",c,0.0698987163863177,-0.008145504393490668,test
69,100,"(10,)",c,0.07091709252586424,-0.007656595340813138,test
70,100,"(2, 2)",c,0.10221454490959203,0.10277091458093245,test
71,100,"(4, 4)",c,0.09904115087787818,0.007399157552333284,test
72,100,None,i,9.228450402207757,8.95690510213612,test
73,100,"(2,)",i,1.983123341987536,2.0176815709089406,test
74,100,"(4,)",i,3.508700653019947,4.77233329106538,test
75,100,"(6,)",i,3.354440955478106,3.4674949279283958,test
76,100,"(8,)",i,3.555375693138304,3.7719272557398984,test
77,100,"(10,)",i,4.942773671310079,4.884242117583673,test
78,100,"(2, 2)",i,3.103223725482771,2.761592146626954,test
79,100,"(4, 4)",i,2.593272988848731,3.557799518795589,test
80,200,None,c,0.05826790982595692,-0.003948328084544892,test
81,200,"(2,)",c,0.05803895746174202,-0.005199905668269534,test
