,n,hidden_sizes,experiment,MSE_wellspec,SURE_wellspec,data
0,100,None,c,0.028064666636933043,-0.07870100428301495,train
1,100,"(2,)",c,0.014487920672488915,-0.07238810113619294,train
2,100,"(4,)",c,0.022163282761179178,-0.0766814868546062,train
3,100,"(6,)",c,0.017640036221487368,-0.07329048290114182,train
4,100,"(8,)",c,0.023784846698848314,-0.07688527100016106,train
5,100,"(10,)",c,0.08764666477846328,-0.11986391330569106,train
6,100,"(2, 2)",c,0.14574271225486968,-0.15185621953257458,train
7,100,"(4, 4)",c,0.10637204235810191,-0.14453723162392157,train
8,100,None,i,2.180077794818624,-1.4962277177960466,train
9,100,"(2,)",i,1.8227117909760902,0.3654727868328939,train
10,100,"(4,)",i,2.1866076368280534,-0.4362755747477367,train
11,100,"(6,)",i,2.497968033666493,-1.0092606983029466,train
12,100,"(8,)",i,2.087250337278694,-1.7497266469923936,train
13,100,"(10,)",i,2.052017908970721,-1.7120914671021945,train
14,100,"(2, 2)",i,1.5298972666260575,1.252695693933095,train
15,100,"(4, 4)",i,2.140409036990709,-0.8956998836440431,train
16,200,None,c,0.059147035290290556,0.02339891377239219,train
17,200,"(2,)",c,0.11037439360587538,-0.008353039005402218,train
18,200,"(4,)",c,0.11122497385253989,-0.01436623424916439,train
19,200,"(6,)",c,0.12519337099124808,-0.021680948282070407,train
20,200,"(8,)",c,0.12388555818863056,-0.019206415489822264,train
21,200,"(10,)",c,0.10986234669679057,-0.0006490998198820486,train
22,200,"(2, 2)",c,0.11365556541937774,-0.029471884360315545,train
23,200,"(4, 4)",c,0.07169322880918734,0.01049016251404578,train
24,200,None,i,2.152082109853727,-1.1517072336489864,train
25,200,"(2,)",i,1.9301898281999776,1.4729418152009084,train
26,200,"(4,)",i,2.4188363756445925,0.6052449784751931,train
27,200,"(6,)",i,2.653155582838404,-0.15183427473293745,train
28,200,"(8,)",i,2.3729769361225626,0.6369687943337689,train
29,200,"(10,)",i,2.395427359446827,-1.2019151275582158,train
30,200,"(2, 2)",i,1.9309102448140565,1.4727482212659146,train
31,200,"(4, 4)",i,2.444188881464644,0.7474908084097603,train
32,400,None,c,0.0532528142860541,-0.04942966330458939,train
33,400,"(2,)",c,0.05274160949917322,-0.0500627339398559,train
34,400,"(4,)",c,0.061715760937560864,-0.054769051293293,train
35,400,"(6,)",c,0.05581604604828397,-0.05257561963877969,train
36,400,"(8,)",c,0.05635024034933411,-0.05197760877031721,train
37,400,"(10,)",c,0.060653865298000216,-0.055679098908153,train
38,400,"(2, 2)",c,0.09669836237547198,0.004872527510372844,train
39,400,"(4, 4)",c,0.0568573196863269,-0.05124345106939618,train
40,400,None,i,2.60374596923521,-0.5991323040535741,train
41,400,"(2,)",i,2.0940796626120406,0.7845588681404658,train
42,400,"(4,)",i,1.6848001199030986,1.5284407643988192,train
43,400,"(6,)",i,1.973326672295044,1.0847752396743884,train
44,400,"(8,)",i,2.0775509893536173,0.8308366064257805,train
45,400,"(10,)",i,2.255012288504683,0.12569337768638902,train
46,400,"(2, 2)",i,1.689982385921998,1.5209650931217866,train
47,400,"(4, 4)",i,1.690094048047605,1.5208646832039143,train
48,800,None,c,0.004761561460856015,-0.004203356427280438,train
49,800,"(2,)",c,0.005517328006746869,-0.004612154270650915,train
50,800,"(4,)",c,0.013930085253785697,-0.009858227897756418,train
51,800,"(6,)",c,0.018904799401825597,-0.015092695149117962,train
52,800,"(8,)",c,0.019002147075454744,-0.01594783939003546,train
53,800,"(10,)",c,0.015104562094450597,-0.011842020940547355,train
54,800,"(2, 2)",c,0.06235817761964567,0.034640282172908474,train
55,800,"(4, 4)",c,0.0175697379578613,-0.01481360291233777,train
56,800,None,i,2.2616079110910823,0.19571384606496878,train
57,800,"(2,)",i,1.8176692555083949,1.4009465841675777,train
58,800,"(4,)",i,1.721528682508493,1.3364061934219953,train
59,800,"(6,)",i,2.1015540947276694,0.4008516645749364,train
60,800,"(8,)",i,1.9441648654903916,0.7185049693245106,train
61,800,"(10,)",i,2.0812385302785184,0.4451964606248961,train
62,800,"(2, 2)",i,1.8192791660538896,1.4101313489417187,train
63,800,"(4, 4)",i,1.7054235115800327,1.3421022811906713,train
64,100,None,c,0.02213949684884707,-0.020758623248429635,test
65,100,"(2,)",c,0.014043534486572206,-0.027785610206172623,test
66,100,"(4,)",c,0.020246633475315398,-0.013618588750224273,test
67,100,"(6,)",c,0.01610236420227131,-0.02411926153764633,test
68,100,"(8,)",c,0.021644601399578245,-0.010213551293133965,test
69,100,"(10,)",c,0.03536837944812896,-0.012670460962202743,test
70,100,"(2, 2)",c,0.048932143372875644,0.013605335964071713,test
71,100,"(4, 4)",c,0.06154657373765384,0.014331747743084766,test
72,100,None,i,6.149107005211463,6.4447281736171105,test
73,100,"(2,)",i,2.3383887063024655,2.3612575768557735,test
74,100,"(4,)",i,2.8348625895097235,2.751940265161121,test
75,100,"(6,)",i,5.484959475513936,5.729431875334813,test
76,100,"(8,)",i,7.223476467444167,6.774514560192163,test
77,100,"(10,)",i,8.598356274641201,8.422802868071452,test
78,100,"(2, 2)",i,1.9571097649163565,1.9081209668822845,test
79,100,"(4, 4)",i,3.877727912589064,3.1385080660928226,test
80,200,None,c,0.03605204773082656,0.03873238420428831,test
81,200,"(2,)",c,0.057374357722097064,0.037283249434377067,test
82,200,"(4,)",c,0.05968115094666479,0.04001829132232119,test
83,200,"(6,)",c,0.06669714631575206,0.01857805267999372,test
84,200,"(8,)",c,0.06259411701002646,0.04261713067040094,test
85,200,"(10,)",c,0.05338099960515514,0.039845364445529025,test
86,200,"(2, 2)",c,0.06393215519638457,0.0006931361172142947,test
87,200,"(4, 4)",c,0.03027956917126353,0.000129966100195138,test
88,200,None,i,4.352886114314199,5.9310596758691165,test
89,200,"(2,)",i,1.857709270314964,1.7398747597966633,test
90,200,"(4,)",i,3.080750979967419,2.722579907984053,test
91,200,"(6,)",i,2.963203379433507,3.057799647004773,test
92,200,"(8,)",i,2.6601756070040987,2.6858383757279647,test
93,200,"(10,)",i,11.395219409861541,9.2411307379359,test
94,200,"(2, 2)",i,1.857790088740833,1.739480523490614,test
95,200,"(4, 4)",i,2.3771213527629365,1.8371844473376464,test
96,400,None,c,0.01704971484470422,0.04373409113154591,test
97,400,"(2,)",c,0.016299061127530986,0.04190231091526142,test
98,400,"(4,)",c,0.01976432821476795,0.052022283002210956,test
99,400,"(6,)",c,0.016278401894761922,0.04769489982458697,test
100,400,"(8,)",c,0.017431952884932874,0.04980354380165789,test
101,400,"(10,)",c,0.0206587307391508,0.05134468854131453,test
102,400,"(2, 2)",c,0.07099593813583584,0.0935868592266741,test
103,400,"(4, 4)",c,0.01513915544313505,0.039312676812224424,test
104,400,None,i,3.9972465109834787,4.212631109841558,test
105,400,"(2,)",i,2.104610062034423,2.2060370591100398,test
106,400,"(4,)",i,1.592120953691186,1.7050499742446454,test
107,400,"(6,)",i,1.9117123492785257,2.387946948350325,test
108,400,"(8,)",i,2.0430172336655845,2.0997510365071927,test
109,400,"(10,)",i,2.598586520894324,2.6044274914549796,test
110,400,"(2, 2)",i,1.5955955452233497,1.712394558884288,test
111,400,"(4, 4)",i,1.5957666278387257,1.7124832128003635,test
112,800,None,c,0.0047697566569867575,-0.002439692246391769,test
113,800,"(2,)",c,0.005139142798166133,-0.001640261590102482,test
114,800,"(4,)",c,0.009484738288413138,0.001769499719214156,test
115,800,"(6,)",c,0.013494462085659319,0.0018134600365972897,test
116,800,"(8,)",c,0.013560015202914704,0.006002556424359191,test
117,800,"(10,)",c,0.009664346440090432,0.0044520615623114,test
118,800,"(2, 2)",c,0.05554243022270344,0.055172329561819895,test
119,800,"(4, 4)",c,0.012910146245327834,0.0012048922045934218,test
120,800,None,i,2.413314335245367,2.413235198589169,test
121,800,"(2,)",i,1.7797674639728975,1.812175754980158,test
122,800,"(4,)",i,1.7054689099550244,1.717927535225317,test
123,800,"(6,)",i,2.2590464781195077,2.426648230104974,test
124,800,"(8,)",i,1.8613276918305117,2.052131835163798,test
125,800,"(10,)",i,2.377049968011674,2.1726165935121386,test
126,800,"(2, 2)",i,1.7834173841612482,1.8261570009791637,test
127,800,"(4, 4)",i,1.6322267949918656,1.6510189230108745,test
0,100,None,c,0.011840802113874458,-0.07609151460919389,train
1,100,"(2,)",c,0.03408130114064885,-0.09340212771054346,train
2,100,"(4,)",c,0.04023443740381052,-0.10258988608982264,train
3,100,"(6,)",c,0.05790736555055388,-0.11540971924262852,train
4,100,"(8,)",c,0.03771662106951984,-0.09769836263866666,train
5,100,"(10,)",c,0.042991531723928056,-0.10111861616949196,train
6,100,"(2, 2)",c,0.021211929398281502,-0.08786881462245419,train
7,100,"(4, 4)",c,0.05898905210514125,-0.11821289759644983,train
8,100,None,i,1.521849913497004,-1.7133675152720331,train
9,100,"(2,)",i,2.2554486535774028,0.186275270502841,train
