,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data,hidden_sizes
0,100,False,True,c,0.06824636000624633,0.06824182238796025,0.06552796963221375,0.06821966346649752,0.07252156418931595,0.07014300330045163,0.05519803735628709,0.10652914566717264,0.10652826749551253,0.11822336746413559,0.10654946292881831,0.7661068820420927,0.1277049886728569,train,"(2,)"
1,100,False,True,i,2.3297509746591536,1.8417063460978014,1.37597319267897,1.8408204518164177,1.8350001047769389,1.3362152098630904,1.50761428195404,0.43814023056601886,1.1061731365356091,1.1200821516022859,1.1061240712061378,5.871740373016774,1.5227354508427355,train,"(2,)"
2,200,False,True,c,0.06626722600916475,0.0566821823549858,0.0035840134616733064,0.056682552108124014,0.08647878134232624,0.05850276666301691,0.017710559577215863,-0.03164795839749015,0.04686609826973871,0.013818199928125883,0.04686091172020191,0.29380320571389434,0.05961159137132105,train,"(2,)"
3,200,False,True,i,2.2482502543772593,1.891418074578845,1.6224868882181682,1.898494268525692,1.8393091174149405,1.7078292394607664,1.5102970596453285,0.8864463002072982,1.3262136837785476,1.4917352905060457,1.3265655370348832,4.942446439709508,1.6319849879845296,train,"(2,)"
4,400,False,True,c,0.06444290813461208,0.06444014130670986,0.01775513136441583,0.0644296514790161,0.06270965944745219,0.05849740531807066,0.02199254796713526,0.10960635834756456,0.10960921635250877,0.04429877431691171,0.10960429140703674,0.5989058270441863,0.118793063225483,train,"(2,)"
5,400,False,True,i,1.4919390989839736,1.5073417339167943,1.369026403559946,1.5087465622092524,1.5114043882999815,1.4663643667153454,1.2456023777170167,1.4630282254245481,1.422667614130768,1.4542259888999645,1.4228507864502222,6.619672977544709,1.5387001591919827,train,"(2,)"
6,800,False,True,c,0.0013786903619175208,0.052915917646062176,0.0010054658832469258,0.0529158961896281,0.07607654200788616,0.05452472593160504,0.0016477237077592885,-0.027400857360959933,0.02967615301345454,-0.024482128154390964,0.029676069996359758,0.8096729310468013,0.032227148755566704,train,"(2,)"
7,800,False,True,i,1.9511500264525157,1.9432255068654927,1.758251992915439,1.9604787425652555,1.9159205785009887,1.8565989333429709,1.6308914551277902,0.9519835372480572,1.5045282912384574,1.5697471551780968,1.526242047705124,6.1535809344871435,1.653792039787149,train,"(2,)"
8,100,False,True,c,0.06573713887742141,0.06573146491580933,0.06552796963221375,0.0657666437076907,0.757293347796701,0.0684680793431884,0.0035646892305269493,0.05507939109172774,0.055063344673294594,0.05875880520792792,0.05472944025840576,0.7019473424677645,0.04577912762608938,test,"(2,)"
9,100,False,True,i,3.336071060566237,2.3959988021534797,1.37597319267897,2.3955397500435436,8.545400516128836,1.5266060066948504,1.6671937261644145,3.2862518701217267,2.199958198296337,2.6945573797696647,2.1982678088990806,8.430986355817105,1.6493837943500562,test,"(2,)"
10,200,False,True,c,0.03653496521931715,0.0626463780919858,0.0035840134616733064,0.06265097805122631,0.3284856980822663,0.05723773884462677,0.02214719050922568,-0.014389644549231511,0.027669317726823052,-0.024975740454215755,0.027669368798916807,0.33860749379986516,0.019461492053669815,test,"(2,)"
11,200,False,True,i,1.9767535403069991,1.5840751348267188,1.6224868882181682,1.595054166941587,4.824143113550678,1.4609943108593453,1.6199427938215356,2.2051065931930585,1.9480464088338212,1.521964451018581,1.9587457693204633,5.028617069316921,1.6076607255820905,test,"(2,)"
