,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data,hidden_sizes
0,100,False,True,c,0.0530707695506363,0.05306860061823971,0.0537364394203085,0.05307006402610363,0.06000530739233581,0.05281154894538882,0.045480243810879964,0.016079070289497528,0.01608059197142552,0.019497412438087388,0.01606880892818964,0.5649829804498122,0.030599025388788448,train,"(2,)"
1,100,False,True,i,1.7212363031194766,1.6104007120428898,1.3600961153797164,1.6103742996036263,1.5803739577402407,1.372041779942889,1.3639086944347998,1.2874382858895481,1.280254267564558,1.3358831016344328,1.2802597167381882,8.382478714692484,1.5182728005847574,train,"(2,)"
2,200,False,True,c,0.06520440646467271,0.06616492919358785,0.01128146678631033,0.06744945866504418,0.09460401086065165,0.06544334688890628,0.023906809080884495,0.024227794568479292,0.024387835471915056,0.004869003453452983,0.023988208154281453,0.7832617280233566,0.03477957562975714,train,"(2,)"
3,200,False,True,i,2.025468582240159,2.0016265503728077,1.802475074146502,2.0020919308996024,2.0581217866962827,1.929948536331623,1.847729704150661,1.426040992166999,1.4001814354873505,1.469425478165983,1.4000925665997352,6.000706724441325,1.5917034923375732,train,"(2,)"
4,400,False,True,c,0.0038483469981355723,0.05065331316334471,0.003095504294789993,0.05065450379165479,0.07911987384637764,0.05247667012760738,0.007256161993372014,-0.017444752634243773,0.060364798167691094,-0.010857368591856344,0.06028957304852831,0.6991511756200872,0.06552928901266042,train,"(2,)"
5,400,False,True,i,1.813415756116901,1.79057946964244,1.6535435091430046,1.7904743658385684,1.7688041037863733,1.701522625961816,1.6625472549534106,1.4364874666778582,1.4193531852382721,1.5045489448748526,1.41928583466588,5.644627859105343,1.6579270593993984,train,"(2,)"
6,800,False,True,c,0.0008948768072992514,0.055959281451623294,0.0578331569234374,0.05595637272418326,0.07340654612205857,0.05803754236579708,0.002200118248862778,-0.02590723552854121,0.02604612931236531,0.027564121123862372,0.026040898788266844,0.6716734036328308,0.02944388126922537,train,"(2,)"
7,800,False,True,i,1.5805368794965187,1.533065285593348,1.3980708849454262,1.532644303002145,1.52587009129967,1.5009630512857493,1.2873000178996983,1.3144699481766946,1.5438872671576997,1.5293259570957158,1.5438921164135195,7.2431226625855745,1.6353828877026646,train,"(2,)"
8,100,False,True,c,0.05600279211735468,0.05600241497514797,0.0537364394203085,0.056007831016400784,0.5580003639781187,0.05714191463643102,0.006269771634703483,0.06163146911740945,0.061633034288589884,0.06114149831463275,0.06163861420414861,0.5533582069387033,0.06268800146787634,test,"(2,)"
9,100,False,True,i,2.218040894050093,2.1919719663489743,1.3600961153797164,2.1919883376968046,9.284597891730725,1.9410100645679966,1.7838990720320467,1.9096230650610833,1.9226733149425927,1.521839192086724,1.9226963718968273,9.225550851775754,1.5767563311859756,test,"(2,)"
10,200,False,True,c,0.05860291944478425,0.059233463271953175,0.01128146678631033,0.06026583757498171,0.9047816970858298,0.059843973804356444,0.02089535907819041,0.012416894150499503,0.012871585241156539,-0.015085404349210237,0.007077644165354613,0.8308453596228739,0.018060336416806155,test,"(2,)"
11,200,False,True,i,2.1926391425218643,2.1580604223503483,1.802475074146502,2.158424603191471,7.881194276493927,1.9451983140207616,1.9423091321185677,1.6775644351912415,1.638999245004965,1.4988032351782195,1.6387426596399561,7.20538260560872,1.6177343827903559,test,"(2,)"
12,400,False,True,c,0.004146053769768193,0.0568826570466823,0.003095504294789993,0.05693979643391016,0.6838138619497403,0.06165908827533895,0.004709056931271749,0.023593522326575647,0.0539658806156794,0.020484505670648936,0.05408352874879896,0.6149628780386862,0.052802033412717886,test,"(2,)"
13,400,False,True,i,1.8665965944055714,1.853861777275129,1.6535435091430046,1.853752709993585,5.52045299684366,1.734601029496543,1.4028789393052892,1.7667846514515777,1.7455166148411656,1.5699487641134509,1.7455093702699542,5.630318335785441,1.5944124401644617,test,"(2,)"
14,800,False,True,c,0.0008880011336739527,0.05342151055007819,0.0578331569234374,0.053421096650394226,0.6368709949274547,0.056663304151623795,0.00265276950785399,-0.016821398075703115,0.03205455334216531,0.03067795520757197,0.03205786587035192,0.5604151338740597,0.027792614848892616,test,"(2,)"
15,800,False,True,i,1.7008230658586023,1.6893523026991333,1.3980708849454262,1.6889417077658124,7.543589268245905,1.6462177858936229,1.3802647422598244,1.6766374413193206,1.627540840508733,1.5249172761948075,1.6272471383117852,7.183171399998481,1.6119770850982111,test,"(2,)"
0,100,False,True,c,0.04909564394335047,0.07083356196058765,0.012405847957518399,0.07082264570695519,0.10562312495882724,0.06393574334547102,0.030492417989349464,-0.020117630449023,0.0835448514301175,0.015318484680521114,0.08353235154591375,0.820091945155597,0.11982715024648638,train,"(4,)"
1,100,False,True,i,2.478655856954586,2.1919713847328253,1.8483052680315992,2.1919614293266028,2.1395510495430443,1.7564620377965594,1.8174770599332415,-0.7939892660131699,1.1851661667407476,1.222921109712987,1.1850815299782815,4.667479956933017,1.636505646078629,train,"(4,)"
2,200,False,True,c,0.004804104650141574,0.06845706982048483,0.0026940046399045537,0.06845645531143348,0.09192700330879523,0.06845903155267376,0.01912968979618548,-0.10238417460704315,-0.04975045760941612,-0.09818351740548692,-0.04975163013096321,0.5155091331022509,-0.04442424854129162,train,"(4,)"
3,200,False,True,i,2.384967907159555,1.8313567083522617,1.5859559343071814,1.8313211093685684,1.7831404523288736,1.7005212253547464,1.556340002053774,-0.12616024574385074,1.4205424358265941,1.5165220959615098,1.4205031411119655,5.038820047474844,1.5897448486004233,train,"(4,)"
4,400,False,True,c,0.00035625580799209964,0.054808705881494134,0.000756460985863171,0.05480803188087956,0.0837220962974633,0.058196173009280205,0.001260387979195894,-0.03599405243275867,0.020659911546361015,-0.03567409626753183,0.020658147165039793,0.3713763616330014,0.02692512924103213,train,"(4,)"
5,400,False,True,i,2.01239707565509,1.8149171930938122,1.5776428207660382,1.8150250003741604,1.803984691092693,1.7236816893785396,1.4361333081155023,1.2028638853302047,1.523238273282258,1.472535557990372,1.523177974126198,6.997190927101217,1.632444965909759,train,"(4,)"
6,800,False,True,c,0.004073806062491834,0.05305633892566677,0.0017258135370874562,0.0530547754634484,0.077339892510504,0.05415836507379547,0.003872127949726711,-0.0067206710088502,0.0591163087452108,0.0003709987553286687,0.0591195668529663,0.6262862582322799,0.06504183509770733,train,"(4,)"
