,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data,hidden_sizes
0,100,False,True,c,0.23495366102929438,0.06924399442076477,0.015408774896054104,0.06924455293658278,0.07830292139474439,0.06895273057714878,0.05579589394734265,-0.01778452674984302,0.12349267138712548,0.1041574747268863,0.12344078954245462,0.5790098453333371,0.13782986170543537,train,"(2,)"
1,100,False,True,i,2.113911349788665,1.615384796926265,1.4925691770184786,1.6154001799528976,1.6518675266347846,1.4639243715000032,1.2922710097785106,0.546495213536668,1.1400960351630471,1.4601414703624382,1.140069491673728,6.757184190774722,1.502547014662789,train,"(2,)"
2,200,False,True,c,0.016154618993055668,0.05014412985865922,0.04937125533671746,0.05014430438282727,0.07044891099577243,0.049460422723359876,0.0055895541059798656,-0.03409738465000897,0.0345798161852602,0.04146998330535958,0.03457715350369895,0.6263928078867639,0.04779466470947047,train,"(2,)"
3,200,False,True,i,1.9410988975525247,1.7164422764799898,1.4503935881935497,1.7164327380751556,1.7116334244360638,1.5501797252086467,1.4549924154312346,0.8839275693913158,1.3851888908329786,1.4674193487482632,1.385170419609971,6.063891592096731,1.6276793753748051,train,"(2,)"
4,400,False,True,c,0.06883676225099895,0.06893084353996422,0.006376266321451921,0.06900063324115047,0.08386217133488674,0.06191320075824232,0.016144859943071927,0.07516178244708244,0.07513706323759536,0.04885493644533783,0.07509381818733303,0.47949116286671417,0.08427058831521622,train,"(2,)"
5,400,False,True,i,1.8436139967921708,1.7581514211701448,1.6796815000516663,1.758285480506364,1.7320050175057302,1.6649370840754785,1.5966887670121785,1.0928539730684006,1.4215471988783326,1.5208933057236949,1.4215293917389944,7.014417228300233,1.5964255720891927,train,"(2,)"
6,800,False,True,c,0.053802705984625054,0.05394647577141674,0.0018991613070361818,0.05396006866796108,0.08399466304425232,0.05704036000761775,0.002003220338824309,0.042609159484331825,0.04256421399473041,-0.011953467135160411,0.042518659295536596,0.46005727018796416,0.04649544725664889,train,"(2,)"
7,800,False,True,i,1.7596527005411966,1.626233550990637,1.4466893859197645,1.6261182149674256,1.6341049344594964,1.5723975683004963,1.3349577889074364,1.1698397337632895,1.5679949693476913,1.504427139559656,1.5679243894498172,5.990951492450617,1.6542231309111175,train,"(2,)"
8,100,False,True,c,0.12642498048570808,0.05297098917550511,0.015408774896054104,0.05294299335819901,0.5099936244889891,0.053861139080448685,0.013289868982220905,0.2655721824603605,0.1133700912669795,0.05124383075045388,0.11336967699126263,0.6147607710332886,0.11939299401821352,test,"(2,)"
9,100,False,True,i,1.8853169342068332,1.7731624332471216,1.4925691770184786,1.7731759410068286,8.044143223947781,1.3964021941483076,1.3494036742132725,2.4457499068474946,1.8100272286329966,1.6675433708103893,1.8100321921401468,8.36780166292719,1.6337544166030216,test,"(2,)"
10,200,False,True,c,0.022859921138523392,0.05344353160509583,0.04937125533671746,0.05344410227890679,0.6105411401643488,0.088761317298823,0.002257128506588682,-0.026165850439466606,-0.019397187887710103,-0.025807187152212304,-0.019395729506208142,0.32943797617726517,-0.06089832220555941,test,"(2,)"
11,200,False,True,i,1.9363848050393577,1.7910608278800608,1.4503935881935497,1.7910974158364743,5.732808330601061,1.5317849938968198,1.4734201464427585,1.811251144679963,1.8102812691958983,1.5005011316577288,1.8103512852949613,6.2790834625741185,1.6679609626837812,test,"(2,)"
12,400,False,True,c,0.06550231386110056,0.06579358892972108,0.006376266321451921,0.06554550251244995,0.5195182614880508,0.06567679884783192,0.009537268677163537,0.06539433977988934,0.06557050405082869,-0.006879380003047018,0.0657046435635128,0.4133668038438888,0.05045014718778307,test,"(2,)"
