,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data,hidden_sizes
0,100,False,True,c,0.1456083457869577,0.06860639796246358,0.007261547348683415,0.06857227557930227,0.09819701102076012,0.06967990815614583,0.03252412679151795,-0.061403576350212256,0.050791540989289674,0.017807609192315884,0.05078204786416251,0.27249214914489955,0.06373408990862695,train,"(2,)"
1,100,False,True,i,1.886432746505131,1.237170840904473,1.2605015898104381,1.2371626475485158,1.2217155063165932,1.1206096393191556,1.3823296768386288,0.125652340139998,1.3170344770817477,1.2141299331992728,1.3170579770119528,9.464332028758811,1.5983689367659633,train,"(2,)"
2,200,False,True,c,0.05855039806392577,0.05854842262789964,0.011138175280900617,0.05856180060942611,0.08762898255378088,0.05221004259930002,0.020260086271894757,0.08155446258984839,0.08155921997099241,0.003976194157871626,0.08154451848195372,0.916864408765448,0.10403933553119082,train,"(2,)"
3,200,False,True,i,2.119688073363921,1.6565082816015746,1.4413931488044602,1.655265056242515,1.5948952032526924,1.5249980978389033,1.4966059172596249,0.8094051019033242,1.4286418639824974,1.5546046943809682,1.4286147480809064,6.547581009702675,1.6508442538758352,train,"(2,)"
4,400,False,True,c,0.011196059296062578,0.05699204059089804,0.004781066704935558,0.07185179807520158,0.08808788177402688,0.05980004431441434,0.006563233821653164,-0.017537645004667188,0.025643581935013843,-0.011760847511830336,0.01329621601611308,0.4529723616658915,0.0294405207832521,train,"(2,)"
5,400,False,True,i,1.9348606717982466,1.5809814713478372,1.4431201668811702,1.5811244530926933,1.585100694511679,1.5273506059750648,1.4764161611902995,1.191849788321842,1.5613745224927282,1.615655664406036,1.5613391777293846,6.347202438082547,1.6842015343271026,train,"(2,)"
6,800,False,True,c,0.009590566007468139,0.05689613302980237,0.004143788262333231,0.06038932039013786,0.0820127623828965,0.05886086770229725,0.024918052020446845,0.032847895070463,0.07241366603920028,0.0375458209177115,0.07030447013850591,0.8596067673183552,0.07746282683286082,train,"(2,)"
7,800,False,True,i,1.6599164949553633,1.6657298610249418,1.5873970090773104,1.6656601937595221,1.6566894305706028,1.6316340753879632,1.4081215800763585,1.570189994898932,1.5409155916494461,1.5053197917683667,1.5409047172807244,7.760325333108234,1.6336255986940258,train,"(2,)"
8,100,False,True,c,0.021003522681333712,0.045045018415845614,0.007261547348683415,0.045025466989089276,0.31975016324962513,0.04498039389022583,0.013941072548304732,0.037744776991581006,-0.007804144933237325,-0.07309451752091378,-0.007839205312900291,0.2728759931430904,-0.0027492582349156747,test,"(2,)"
9,100,False,True,i,1.9999068455953135,1.4987109465279154,1.2605015898104381,1.4986082136560541,7.4743905796632255,1.2354294556620768,1.4078616211850943,2.5327275022449895,1.847179986299367,1.855527299218445,1.8470374799331775,7.7426752841401445,1.6038585594988866,test,"(2,)"
10,200,False,True,c,0.06383050099344198,0.06382640641128774,0.011138175280900617,0.06383659188966814,0.8270904745888602,0.05678949777236432,0.010593843014186897,0.11489719391021419,0.11488467027542136,0.05624973686432132,0.11490225988706733,0.9072063019654558,0.11078042765234514,test,"(2,)"
11,200,False,True,i,2.20876847154409,1.8039967599327205,1.4413931488044602,1.8038203465176292,5.769345956958547,1.6339880441855255,1.3985176914546975,2.256191475381757,1.9134640097413456,1.5445982017873534,1.911820172563249,5.536422924329347,1.653695823769449,test,"(2,)"
12,400,False,True,c,0.01076892145032073,0.061833840832245454,0.004781066704935558,0.07063637958934271,0.5270847583679014,0.06110489483197632,0.007360922532416624,0.03976929867570288,0.05814791932484262,0.028500386735753693,0.07300312826454956,0.5148954035006745,0.058964293185876204,test,"(2,)"
13,400,False,True,i,1.9015202047972393,1.7727334316633903,1.4431201668811702,1.7726132926625635,5.405196979910244,1.7579388227250126,1.6726012669237107,1.9815974389099098,1.6623153840695934,1.5415225570124398,1.6620944022228255,5.286213992024379,1.6116841184638055,test,"(2,)"
14,800,False,True,c,0.009077218427090911,0.06397781913697748,0.004143788262333231,0.07084441436486366,0.8708163274514642,0.061040614577404666,0.005336262288827728,0.03991086996369547,0.07772614894858591,0.041486278115579305,0.07300981043714415,0.9243087760750089,0.07517645090670166,test,"(2,)"
15,800,False,True,i,1.694886664804726,1.6967117493616406,1.5873970090773104,1.6966899806998572,7.463302787284232,1.6786261801143854,1.3969819668083776,1.6495798338906509,1.6391878431691083,1.5225337682708142,1.6391618300494173,7.284432499510938,1.6196743890597591,test,"(2,)"
0,100,False,True,c,0.0476299183970323,0.06065014624281323,0.003906430301062573,0.06065475075971838,0.07539755493002324,0.06065375659091123,0.01740345540100614,-0.2644445551360605,-0.1906422862007483,-0.22786941999542926,-0.1906456491063895,0.2452280302304385,-0.1797187053075544,train,"(4,)"
1,100,False,True,i,2.134300758765685,2.220831535776565,1.7152890113411596,2.2210724779488924,2.089278081791001,1.7019835819745757,1.6201675165781286,-1.074291892724916,1.085082204333102,1.4641712089652112,1.0849587943355425,5.727898302884098,1.5999620194316397,train,"(4,)"
2,200,False,True,c,0.026966390133512017,0.06602224690915864,0.005696594151705988,0.060628435789645004,0.08315178419265495,0.05989551243103222,0.034419912874653,0.005110091846000513,0.07290179373051096,0.01759615139774925,0.07306462322078723,0.8052593289510303,0.08555975182198339,train,"(4,)"
3,200,False,True,i,2.0771491499579593,1.7799593504954263,1.7216086023965207,1.7799909300779513,1.772103978649139,1.7128824112777088,1.5277512337900803,0.8678103446271811,1.4059776269155264,1.4435105745369001,1.4059465684729566,5.580235426930387,1.6401589002034997,train,"(4,)"
4,400,False,True,c,0.025224904808632646,0.061845297615666206,0.003379965638661043,0.05818482119030724,0.09176080058683446,0.06036104896068948,0.011901104885629728,-0.03478507541407562,0.03041313818844273,-0.017426543102993654,0.03128228701255168,0.3379072999633292,0.037515391484513716,train,"(4,)"
