,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data,hidden_sizes
0,100,False,True,c,0.058650763682960676,0.058688491810410144,0.03191675614067969,0.058692140690652435,0.07824125209163753,0.05183941141009397,0.04008760516559168,-0.010755961261543679,-0.010768422507236083,-0.13128401433813713,-0.010785320191074917,0.8413023213093443,0.009529743724409179,train,"(2,)"
1,100,False,True,i,2.8162208143263308,1.8959733816399125,1.6340663920616618,1.8959833431400108,1.8172694556326747,1.9129273153614554,1.7945544567747163,-0.01935618539658698,1.3209106691708328,1.3966354956165512,1.3208758620295586,6.467451851576041,1.5281616559465094,train,"(2,)"
2,200,False,True,c,0.05462435396125139,0.07514177712705003,0.0016298170102661935,0.07515267561353536,0.12161536187351484,0.057155112326281454,0.007033318284319474,-0.12414697395139598,-0.026862311752118374,-0.08129463829768982,-0.02686942199074558,0.7104002176839515,-0.001484953667881983,train,"(2,)"
3,200,False,True,i,2.7063636745862287,1.9252948570291162,1.7681104655737812,1.9253549644064558,1.8634955577208865,1.8107912015635017,1.7645636632018824,0.1810258354923063,1.4719908876343728,1.5055692112785302,1.4719632078513238,5.79631162134571,1.6688727915790342,train,"(2,)"
4,400,False,True,c,0.058767169339876336,0.07392020003566013,0.002035421762942361,0.0758307304951607,0.08548910217729273,0.05572808659571367,0.023141310435402695,-0.042714607611832045,0.05757357778147757,0.007783126252991201,0.056698786114869434,0.37778409548080516,0.07425870203143764,train,"(2,)"
5,400,False,True,i,1.7969261307688063,1.8606134489578816,1.7872100800249708,1.860680706930242,1.8756674994607416,1.7551614146804317,1.4736721256480005,1.0483118206931235,1.4590407620174783,1.6691592106421507,1.4590170869455983,8.48570726083491,1.598125217728104,train,"(2,)"
6,800,False,True,c,0.036434195673562854,0.07872572378276517,0.002883130578767841,0.079029178841242,0.08513489031265657,0.05683688954465931,0.006677888633690165,-0.0009413427756284942,0.06095732595768347,0.024739292386645212,0.06086224040816667,0.9034830749157677,0.07728383006907946,train,"(2,)"
7,800,False,True,i,1.688859623559012,1.693758308681942,1.5840780972341966,1.6936234907094352,1.6917879333391344,1.6523209742815397,1.5349457690965598,1.3904781012270595,1.6023352826775261,1.5355026422310096,1.6022704387251652,6.089169066643556,1.6691721431038604,train,"(2,)"
8,100,False,True,c,0.06875680156551801,0.06878344362571552,0.03191675614067969,0.06879064551039708,0.7286524426967896,0.07710441227752907,0.029082253778766196,0.008109512965701669,0.008189655975763656,-0.011144468686425829,0.00818995556881262,0.49393532731077044,-0.05163040413385106,test,"(2,)"
9,100,False,True,i,2.7655127455857196,1.4500666673766098,1.6340663920616618,1.4500543516006734,7.1219423656355625,1.2732376835654722,1.496413821143548,4.063669771416658,1.5930462594082524,1.4674084449579365,1.593137990336873,7.340768466260561,1.5572058936511433,test,"(2,)"
10,200,False,True,c,0.012750564050016924,0.06324962560305923,0.0016298170102661935,0.06331980637083087,0.7497500236751269,0.05524990698612739,0.0019603760736504614,0.04273813419838977,0.054008820985421056,0.01707248882624965,0.05404039832489566,0.7063975523841804,0.05466562910804473,test,"(2,)"
