,experiment,variance,use_location,use_scale,Z,NPMLE,thetaG,misspec,NPMLEinit,wellspec,surels,truth
202,g,0.2,False,True,150.75928499383375,0.0,2.30220747e-316,0.0,0.0,0.0,0.0,0.0
203,g,0.2,False,True,150.76904002803096,0.0,2.0919538e-316,0.0,0.0,0.0,0.0,0.0
204,g,0.2,False,True,150.77879506222817,0.0,1.90088986e-316,0.0,0.0,0.0,0.0,0.0
205,g,0.2,False,True,150.78855009642538,0.0,1.7272654e-316,0.0,0.0,0.0,0.0,0.0
206,g,0.2,False,True,150.79830513062262,0.0,1.56948964e-316,0.0,0.0,0.0,0.0,0.0
207,g,0.2,False,True,150.80806016481984,0.0,1.42611673e-316,0.0,0.0,0.0,0.0,0.0
208,g,0.2,False,True,150.81781519901705,0.0,1.29583276e-316,0.0,0.0,0.0,0.0,0.0
209,g,0.2,False,True,150.82757023321426,0.0,1.1774435e-316,0.0,0.0,0.0,0.0,0.0
210,g,0.2,False,True,150.8373252674115,0.0,1.06986373e-316,0.0,0.0,0.0,0.0,0.0
211,g,0.2,False,True,150.8470803016087,0.0,9.7210706e-317,0.0,0.0,0.0,0.0,0.0
212,g,0.2,False,True,150.85683533580593,0.0,8.832771e-317,0.0,0.0,0.0,0.0,0.0
213,g,0.2,False,True,150.86659037000317,0.0,8.0255925e-317,0.0,0.0,0.0,0.0,0.0
214,g,0.2,False,True,150.87634540420038,0.0,7.292132e-317,0.0,0.0,0.0,0.0,0.0
215,g,0.2,False,True,150.8861004383976,0.0,6.62566e-317,0.0,0.0,0.0,0.0,0.0
216,g,0.2,False,True,150.8958554725948,0.0,6.020063e-317,0.0,0.0,0.0,0.0,0.0
217,g,0.2,False,True,150.90561050679204,0.0,5.469784e-317,0.0,0.0,0.0,0.0,0.0
218,g,0.2,False,True,150.91536554098926,0.0,4.9697727e-317,0.0,0.0,0.0,0.0,0.0
219,g,0.2,False,True,150.92512057518647,0.0,4.5154413e-317,0.0,0.0,0.0,0.0,0.0
220,g,0.2,False,True,150.93487560938368,0.0,4.102618e-317,0.0,0.0,0.0,0.0,0.0
221,g,0.2,False,True,150.94463064358092,0.0,3.7275133e-317,0.0,0.0,0.0,0.0,0.0
222,g,0.2,False,True,150.95438567777813,0.0,3.3866836e-317,0.0,0.0,0.0,0.0,0.0
223,g,0.2,False,True,150.96414071197535,0.0,3.0769984e-317,0.0,0.0,0.0,0.0,0.0
224,g,0.2,False,True,150.97389574617256,0.0,2.7956136e-317,0.0,0.0,0.0,0.0,0.0
225,g,0.2,False,True,150.9836507803698,0.0,2.539945e-317,0.0,0.0,0.0,0.0,0.0
226,g,0.2,False,True,150.993405814567,0.0,2.3076433e-317,0.0,0.0,0.0,0.0,0.0
227,g,0.2,False,True,151.00316084876422,0.0,2.096575e-317,0.0,0.0,0.0,0.0,0.0
228,g,0.2,False,True,151.01291588296144,0.0,1.9047994e-317,0.0,0.0,0.0,0.0,0.0
229,g,0.2,False,True,151.02267091715868,0.0,1.730555e-317,0.0,0.0,0.0,0.0,0.0
230,g,0.2,False,True,151.0324259513559,0.0,1.57224e-317,0.0,0.0,0.0,0.0,0.0
231,g,0.2,False,True,151.0421809855531,0.0,1.4283986e-317,0.0,0.0,0.0,0.0,0.0
232,g,0.2,False,True,151.05193601975031,0.0,1.2977094e-317,0.0,0.0,0.0,0.0,0.0
233,g,0.2,False,True,151.06169105394756,0.0,1.1789696e-317,0.0,0.0,0.0,0.0,0.0
234,g,0.2,False,True,151.07144608814477,0.0,1.0710874e-317,0.0,0.0,0.0,0.0,0.0
235,g,0.2,False,True,151.08120112234198,0.0,9.73071e-318,0.0,0.0,0.0,0.0,0.0
236,g,0.2,False,True,151.09095615653922,0.0,8.84019e-318,0.0,0.0,0.0,0.0,0.0
