,experiment,variance,use_location,use_scale,Z,NPMLE,thetaG,misspec,NPMLEinit,wellspec,surels,truth
0,g,0.2,False,True,-1.6407849192698545,9.586523343934697e-05,0.04782290352229037,0.00011872628242076481,4.445415434363764e-05,3.821067286956714e-05,0.031989591314152216,9.340277006592255e-05
1,g,0.2,False,True,-1.6386531974636194,9.758479149397529e-05,0.04785545208688032,0.0001205838497395448,4.534494055861037e-05,3.8230493127657264e-05,0.03203998280598715,9.525236556806947e-05
2,g,0.2,False,True,-1.6365214756573845,9.933450093243526e-05,0.04788800833028429,0.00012247042713425495,4.6252574648315806e-05,3.825602797361924e-05,0.032090429271351334,9.713638035148686e-05
3,g,0.2,False,True,-1.6343897538511494,0.0001011148666692837,0.04792057223803955,0.00012438646732933347,4.7177354132028266e-05,3.8287319166072946e-05,0.03214093072000814,9.905540874191197e-05
4,g,0.2,False,True,-1.6322580320449145,0.00010292640146087028,0.04795314379566657,0.00012633242999473475,4.811958135579937e-05,3.832440963404515e-05,0.03219148716161063,0.00010101005440327886
5,g,0.2,False,True,-1.6301263102386794,0.00010476962601379255,0.047985722988669086,0.00012830878184681165,4.907956356250962e-05,3.836734348877116e-05,0.03224209860570157,0.0001030009304668013
6,g,0.2,False,True,-1.6279945884324445,0.00010664506909458969,0.04801830980253398,0.00013031599675049566,5.0057612962783895e-05,3.84161660356235e-05,0.03229276506171313,0.00010502865966151363
7,g,0.2,False,True,-1.6258628666262094,0.00010855326764069083,0.04805090422273143,0.00013235455582279415,5.105404680677986e-05,3.8470923786169037e-05,0.032343486538966654,0.00010709387444628982
8,g,0.2,False,True,-1.6237311448199745,0.00011049476687262152,0.04808350623471483,0.00013442494753761094,5.2069187456854976e-05,3.8531664470355394e-05,0.032394263046672554,0.00010919721714334381
9,g,0.2,False,True,-1.6215994230137394,0.00011247012040748311,0.048116115823920835,0.00013652766783191136,5.3103362461123056e-05,3.8598437048828665e-05,0.03244509459392997,0.00011133934007322744
10,g,0.2,False,True,-1.6194677012075045,0.00011447989037371067,0.04814873297576928,0.00013866322021323648,5.415690462790587e-05,3.8671291725383016e-05,0.032495981189726734,0.00011352090569133086
11,g,0.2,False,True,-1.6173359794012694,0.00011652464752712218,0.048181357675663325,0.0001408321158685885,5.523015210108959e-05,3.875027995954388e-05,0.032546922842939044,0.00011574258672590222
12,g,0.2,False,True,-1.6152042575950343,0.00011860497136826479,0.048213989908989355,0.00014303487377469247,5.6323448436392494e-05,3.883545447928577e-05,0.03259791956233129,0.00011800506631759452
13,g,0.2,False,True,-1.6130725357887994,0.00012072145026107162,0.048246629661117035,0.00014527202080965402,5.7437142678553704e-05,3.892686929388609e-05,0.03264897135655591,0.00012030903816055019
14,g,0.2,False,True,-1.6109408139825643,0.0001228746815528368,0.04827927691739934,0.00014754409186602439,5.8571589439450434e-05,3.90245797069164e-05,0.03270007823415305,0.0001226552066450346
