,experiment,use_location,use_scale,Z,NPMLE,thetaG,misspec,NPMLEinit,wellspec,truth
3525,e,True,True,0.2633141558092644,677.84184704776,1798.137752539725,3389.252956726583,3378.290095726508,1226.603564718926,1263.1143832272724
3526,e,True,True,0.2645019135934019,676.5581652493843,1799.1821274478323,3388.3274604836,3377.3076746821753,1226.204953873188,1262.7343295855655
3527,e,True,True,0.2656896713775385,675.2826806840503,1800.2253345378028,3387.370986367865,3376.2944057565946,1225.8051983054927,1262.352769571534
3528,e,True,True,0.266877429161676,674.0153788204523,1801.2673710763938,3386.3835456577926,3375.250302651233,1225.4042996156738,1261.9697061436543
3529,e,True,True,0.2680651869458135,672.7562450328959,1802.3082343305339,3385.365150970454,3374.1753804055875,1225.0022594076972,1261.585142277644
3530,e,True,True,0.2692529447299501,671.5052646032804,1803.3479215694633,3384.3158162651057,3373.069655398712,1224.5990792883842,1261.1990809665826
3531,e,True,True,0.2704407025140876,670.2624227234494,1804.3864300653213,3383.235556840838,3371.933145343452,1224.194760868794,1260.811525219594
3532,e,True,True,0.2716284602982242,669.027704496925,1805.423757091607,3382.1243893308515,3370.7658692885193,1223.7893057638119,1260.4224780641441
3533,e,True,True,0.2728162180823617,667.8010949411463,1806.459899923023,3380.982331707455,3369.5678476112193,1223.3827155916886,1260.0319425440262
3534,e,True,True,0.2740039758664983,666.5825789892021,1807.4948558366361,3379.8094032731146,3368.339102021015,1222.9749919748529,1259.639921720608
3535,e,True,True,0.27519173365063576,665.3721414918036,1808.528622112183,3378.605624662981,3367.0796555524335,1222.5661365395467,1259.2464186723914
3536,e,True,True,0.27637949143477236,664.1697672194788,1809.5611960310282,3377.3710178411957,3365.7895325663726,1222.1561509156718,1258.8514364953055
3537,e,True,True,0.27756724921890985,662.9754408642868,1810.5925748761142,3376.1056060980372,3364.4687587449735,1221.7450367376052,1258.4549783027312
3538,e,True,True,0.27875500700304734,661.7891470419735,1811.6227559320157,3374.80941405017,3363.1173610912447,1221.3327956431715,1258.0570472256252
3539,e,True,True,0.27994276478718394,660.6108702937055,1812.6517364860235,3373.4824676347566,3361.735367924359,1220.9194292741183,1257.6576464120908
3540,e,True,True,0.28113052257132143,659.4405950879407,1813.679513827492,3372.124794110903,3360.3228088802443,1220.5049392769488,1257.256779028246
3541,e,True,True,0.28231828035545803,658.2783058227177,1814.7060852482239,3370.736422051775,3358.8797149036163,1220.0893273012373,1256.8544482577859
3542,e,True,True,0.2835060381395955,657.1239868270163,1815.7314480398786,3369.317381347327,3357.4061182508935,1219.6725950015866,1256.4506573019137
3543,e,True,True,0.2846937959237321,655.9776223632376,1816.7555994990375,3367.8677031997613,3355.9020524831494,1219.2547440361807,1256.0454093799033
3544,e,True,True,0.2858815537078696,654.8391966282189,1817.7785369218311,3366.387420118864,3354.3675524640594,1218.8357760676743,1255.6387077287359
3545,e,True,True,0.2870693114920062,653.7086937559247,1818.8002576080637,3364.876565922377,3352.8026543592896,1218.4156927627248,1255.230555603093
3546,e,True,True,0.2882570692761437,652.5860978191398,1819.8207588601094,3363.335175728831,3351.2073956288655,1217.9944957924806,1254.8209562763952
3547,e,True,True,0.2894448270602812,651.4713928307724,1820.8400379797438,3361.7632859590067,3349.5818150276878,1217.572186831946,1254.4099130391883
3548,e,True,True,0.2906325848444178,650.3645627460833,1821.8580922738383,3360.1609343294936,3347.9259526004735,1217.1487675611736,1253.997429200701
3549,e,True,True,0.2918203426285553,649.2655914646629,1822.8749190500002,3358.5281598510005,3346.2398496782507,1216.7242396636884,1253.583508088291
3550,e,True,True,0.2930081004126919,648.1744628317131,1823.8905156175765,3356.8650028244015,3344.5235488758913,1216.298604828231,1253.1681530471103
3551,e,True,True,0.29419585819682936,647.0911606404512,1824.9048792887093,3355.171504838027,3342.777094085902,1215.8718647474648,1252.7513674411482
3552,e,True,True,0.29538361598096596,646.0156686332163,1825.9180073772684,3353.4477087630244,3341.000530478769,1215.4440211188266,1252.3331546528557
3553,e,True,True,0.29657137376510345,644.9479705036434,1826.9298972005872,3351.693658749901,3339.1939044967394,1215.0150756439523,1251.9135180823962
3554,e,True,True,0.29775913154924094,643.8880498983693,1827.9405460762403,3349.9094002271972,3337.3572638482,1214.5850300293432,1251.492461148967
