,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,MSE_EBCF,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
21,400,False,True,h,0.432784528850199,0.3725570176168374,0.3682167776699889,0.37261608441914795,0.3900562798682597,0.39311201133827295,0.3826923402481568,0.24874204858418095,0.3205387232471549,0.38002726376809576,0.3205192214073746,1.2358175319390086,0.40500005142895223,train
22,400,False,True,i,2.371809964813835,1.7576200107778082,1.5788080546576508,1.7576063219250593,1.7563544435760465,1.7237662769621844,1.4590675064277434,-0.7040048384529108,1.5956381393106946,1.4947146088278518,1.595621767622064,7.069245534456668,1.6499033868015527,train
23,400,False,True,j,1.6970293854519474,3.692098808320347,1.0412778405999528,3.692561443429795,3.9734238099828914,3.699487945028965,1.1467664244353124,0.7649971488314503,2.384089265038527,1.236832414750348,2.384455504898787,45.2311829838885,3.3562872592586683,train
24,800,False,True,c,0.028018386316243066,0.049199151348953876,0.00399655167302066,0.049276959285852275,0.07875390459716461,0.05244105293000807,0.00649706205375235,-0.037925176774205704,0.05837121705655648,-0.012625851922722666,0.05821489330442539,0.49160874015714734,0.0630506977490557,train
25,800,False,True,d,0.010769649563593392,0.004625041348197603,0.0008961953644221886,0.0046411147002135495,0.005359973344445526,0.004363706436386131,0.00257721223565151,-0.005306663574204995,0.009503759183130551,0.0015985890812765496,0.009489901997509946,0.08484767839031093,0.010015730127025613,train
26,800,False,True,e,0.16278842189858123,0.17487326160746983,0.16384197105063816,0.17457456188377904,0.273101970079307,0.23037114583830576,0.1731183216146812,0.12985371140539087,0.14662627448754095,0.13874713586031928,0.14660223693179497,0.39550442351602344,0.236830678887114,train
27,800,False,True,f,0.03406440071454087,0.07184236311973344,0.00653213087506095,0.07183874827609825,0.0721941323109817,0.05553119178708492,0.007990103450325066,-0.020683746823901377,0.05885058386515688,-0.005048884054659285,0.0588407541722318,0.8887791441662819,0.0762094482230834,train
28,800,False,True,g,0.06343845641569515,0.18630973663901643,0.2842368560800167,0.18635829497488954,0.2112296652821875,0.293650191798084,0.2904070531984403,0.0603680297454006,0.16785980365522743,0.2512408777928719,0.1678478223652085,1.3282646464924317,0.2673578025037536,train
29,800,False,True,h,0.3603812731835174,0.3833866482790066,0.3604551120940359,0.37519527735541547,0.3937724330198192,0.3989753816573156,0.37536906891820127,0.30192310203140227,0.32806845825125025,0.3504953283905498,0.3294430303861223,1.0111166709168407,0.3790098167765006,train
30,800,False,True,i,2.193682484544126,1.6605419827511463,1.4227786309704678,1.6605514565413402,1.6301923702681116,1.607760304392817,1.4124171987341394,0.07895076177069957,1.580171875485833,1.3488327194660386,1.5801450390125253,6.610606007468853,1.6563342661223517,train
