,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.1442549887158599,0.06300457638823839,0.002630678525397025,0.059814254803223214,0.07424339051747908,0.05718699516587972,-0.1901586957405818,0.0281507865389689,-0.045050471397601814,0.028735047732270973,0.6541493542206507,0.04328281974428044,train
1,100,False,True,d,0.056045673908277596,0.010146356660079932,0.007505513882734104,0.010146681171676277,0.00836915956871362,0.005695562384141397,-0.02268944677742613,0.01457565735779065,0.0098307966660431,0.014575435334481295,0.05601901686304421,0.01952592289645856,train
2,100,False,True,e,0.1915344427254494,0.18796280848045416,0.14767594111731583,0.18792002649197123,0.31085228395087044,0.2620296909675213,0.13027019884139476,0.1477905458940959,0.17362579629551467,0.14778865586473677,0.29965108618786557,0.2406321802610594,train
3,100,False,True,f,0.11049058849138542,0.11056520830037844,0.05177302148299099,0.11050899902923757,0.055619815609843644,0.04810764059198549,0.04250280230349364,0.042498284527249484,-0.05779070474465327,0.042499883145572924,0.7540792667737375,0.10032301538726446,train
4,100,False,True,g,0.059163341771486945,0.16270985546245495,0.26738661571543404,0.16274495408367984,0.15902378242703558,0.2711752587949213,-0.06211587367506204,0.08354008260944668,0.3037410618227377,0.0835130013859827,5.003374996006075,0.3072958392290818,train
5,100,False,True,i,2.132431026882502,1.8941860179218304,1.7404003210319596,1.8939543562900536,1.9116430086756608,1.8079262919906902,-0.8095746907237995,1.3636500460190826,-0.03432298150785968,1.3636001056821834,5.941190815688294,1.5918662252842546,train
6,200,False,True,c,0.08773763621564927,0.07381619600655008,0.017121825948739174,0.07374490046036915,0.102404969632521,0.07376787014441168,-0.01670268943729518,0.06976508441065554,0.04672123112183112,0.06977841629718512,0.4429140701672993,0.08283950717514255,train
7,200,False,True,d,0.007039457457103613,0.008096603125544947,0.0011009922227617718,0.008100102897396764,0.008586991111649143,0.007730111434421289,-0.021960393476093142,-0.008516507636113708,-0.015536111912236321,-0.00851966688076347,0.03045296108511902,-0.006675233114147222,train
8,200,False,True,e,0.13895950363401893,0.16747839866200195,0.1360013031286896,0.1663136123873338,0.19799759345805756,0.1739430948582028,0.13878211947265792,0.1530709025778498,0.15375208860271827,0.15300845177440667,0.33273864341471693,0.2447038452281522,train
9,200,False,True,f,0.022354504586137844,0.05846967837052779,0.0116004420042209,0.05846857605703616,0.0682272719860777,0.05090859974346527,-0.04898274912579376,0.04368251840093208,-0.039357348672340954,0.043673342032703746,0.8434472975778132,0.06117898811838518,train
10,200,False,True,g,0.2197520794457219,0.2350251523782541,0.29513377134902496,0.22737835356488867,0.2423027259480861,0.303414390451538,0.05627847691351108,0.07108649438653324,0.2938556830414751,0.07180139524608677,3.233242845479134,0.2967167329362293,train
11,200,False,True,i,2.7145433641373633,1.989184380353401,1.5661363557765864,1.9891697508405735,1.9953968273742957,1.8950161084963124,-0.5999432878747792,1.4340015302139006,1.1555437432358209,1.4339694575572055,7.9723474333355355,1.6624226162373563,train
12,400,False,True,c,0.04871517150336366,0.05694174449164459,0.001946787646664884,0.05769043072284767,0.09635644729403202,0.05918393695612682,-0.06011914244148898,0.024486797730209845,-0.02281264646132502,0.02379947286964196,0.36426541541220353,0.03075750387283449,train
13,400,False,True,d,0.011347467927079967,0.006629859301687047,0.007301866313595986,0.006623890266529394,0.00572438074897334,0.005982444785797236,-0.014948679731353757,-0.002272296077246363,-0.010309806019379527,-0.002270916468898001,0.07996147703237748,-0.0012269866359783388,train
14,400,False,True,e,0.22224699500876713,0.22191225778285847,0.19316946007257038,0.22223228939840364,0.31283450597689993,0.2508416271251247,0.13424883918973726,0.1664436473125265,0.15522043259384805,0.1656681993166559,0.3197825847696754,0.2375477332950727,train
15,400,False,True,f,0.0715972462261385,0.07301347624392712,0.004218561321060875,0.07299883327031534,0.06874115203131202,0.051914160008801245,-0.023313405682038005,0.03720369252245512,0.007835792679679645,0.037200718041180705,0.8629813687360678,0.057616906364756026,train
16,400,False,True,g,0.009566876224321917,0.13860225676699106,0.29793923657528765,0.1403929519923996,0.16033128600410812,0.2985815980403426,-0.012234769574642828,0.13436829157695435,0.2884019481762909,0.1351818842237681,4.738541833982789,0.2926082468010848,train
17,400,False,True,i,2.062746088566187,1.781386169066866,1.5176083042348116,1.781543031553175,1.784916597445714,1.6931337094916317,0.5816944130131781,1.590032474801464,1.2870684239536567,1.5900233737460088,7.7264141040780006,1.6687622520981469,train
18,800,False,True,c,0.04860821454202,0.07209842569813922,0.0010782120368613814,0.07213630306815806,0.0946998125798863,0.05332383410786932,-0.024522034802523605,0.04055964839947343,0.0018050426432172895,0.04053443385007384,0.8916066888735789,0.05903521792514982,train
