,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.1457699299702071,0.05474863187678719,0.01779310249243063,0.12220593212893106,0.08492277655315549,0.05475083726412464,-0.18938808169450344,-0.012512742167659,-0.0954395485879021,-0.0672162694690497,0.9708970788432137,-0.0008286089040796529,train
1,100,False,True,d,0.04181299257383682,0.006811737639667152,0.004489988402626752,0.006812683542549728,0.00578076127195069,0.005661875922390299,-0.021528523791310122,0.012181371606196105,0.010236696559923316,0.012180981903065468,0.06977034002993325,0.015404010159368153,train
2,100,False,True,e,0.19877882408428962,0.2174434389931443,0.13385873825542982,0.2047103519584428,0.2849654347220217,0.2308227430499239,0.11101425419051036,0.14478769449424383,0.1630535055750221,0.1510652559814772,0.2826897932124686,0.23962924996948987,train
3,100,False,True,f,0.10436387708254453,0.055042575573053115,0.023486888105779258,0.05504805606264601,0.0808517929639162,0.05754821731876269,-0.08877991420575042,0.02617304027603602,-0.026659113309096188,0.026167878779783108,0.7997800817389095,0.0445260789491147,train
4,100,False,True,g,0.09670419669461175,0.22107027674171184,0.2673592401725613,0.22105634009901634,0.20365715893548506,0.2745473865229724,-0.05383488830069751,0.04241082664382493,0.3012802045587783,0.04238334580353314,4.7060191008278265,0.30433082202381945,train
5,100,False,True,i,2.9692419090658535,2.3182312331909474,1.9764543879728331,2.61179066561134,2.325487008635923,2.1345929769001404,0.08916810115361204,1.3664006625935516,1.4768749031081458,2.0097924767955098,42.46149265186338,1.8481944732120485,train
6,200,False,True,c,0.03573568946067863,0.05343114452063282,0.002159001111328898,0.053539258935456,0.08948003885830846,0.05381949165558167,-0.08791260190368667,0.0020583120950533385,-0.06855744265715547,0.0020322285308429144,0.8777524235938516,0.01114597130767847,train
7,200,False,True,d,0.025064595788883082,0.010679682790566566,0.015680370686810222,0.010690941909239075,0.009628590341982265,0.007810793381703835,-0.010383548087735246,0.008762236318102445,0.006135415482938292,0.008760541855041524,0.0199641401190757,0.010796498338251748,train
8,200,False,True,e,0.19821161221876757,0.17809738285934698,0.1514346424166827,0.1780823000217479,0.2385933032725944,0.23355370599083305,0.0762517025583215,0.09908847810209484,0.08952978364619923,0.09907768764376958,0.29733105007586835,0.22156553187971195,train
9,200,False,True,f,0.023157973759409662,0.05990159911437052,0.013421536522348778,0.05990667072205823,0.06639867196599268,0.0460386076357221,-0.041371510764083005,0.0293978531449212,-0.03025181214074724,0.029383944725204926,0.7569804745364634,0.050505765098993904,train
10,200,False,True,g,0.03246103155461059,0.1673525938322337,0.2998996087233846,0.1675218224255791,0.18553415551927682,0.30959127530926106,0.009167909055376303,0.12080907017285376,0.28965488269564005,0.12077080641415179,3.5098552922945827,0.29265345771400436,train
11,200,False,True,i,2.5540449052069487,1.9145559529022864,1.6192883824844295,1.9522129417927707,1.8801499717441357,1.7953665704624646,-0.03744759055909462,1.5827747077670284,1.633133066265514,1.5937550689788924,49.07303121160288,1.8672629280370137,train
12,400,False,True,c,0.004764691494236854,0.0571891097090815,0.0018919094935838175,0.05718293558265441,0.07383157863319074,0.05686368104407125,-0.05400560177286266,0.007048877631191672,-0.04742013322387795,0.007015477665421273,0.7331599792137857,0.01192189201003685,train
13,400,False,True,d,0.0012852771063399204,0.0036414600160783687,0.00015799996730019614,0.0036415452376156033,0.004462369545360145,0.003641604819771035,-0.009342120732691276,-0.005586871748930982,-0.008379061587042458,-0.0055869251973689775,0.036798295088048806,-0.004967622384865172,train
14,400,False,True,e,0.17475723565698734,0.21063435277537626,0.15547958970483802,0.21063612248729793,0.26980522678239727,0.23661353538873167,0.11591785332687343,0.1342291745904093,0.12872951896498905,0.13421295367128622,0.3036298257030479,0.22513146269298062,train
15,400,False,True,f,0.01571270007321524,0.05994718593371357,0.001480325149797313,0.059947099742068494,0.08234762359931125,0.05461251256853998,-0.018344341884560644,0.04682967400406568,-0.004063780110716877,0.04682137077426461,0.87383834576945,0.06374378780447243,train
16,400,False,True,g,0.02457251922077289,0.12357856383131532,0.291275869317652,0.12358670735468,0.12403308138547219,0.2918457277828773,-0.008456665554720978,0.10066992499095687,0.29175659513900043,0.1006389469182616,4.780780296843065,0.2951615959420637,train
17,400,False,True,i,2.4460347770481223,2.1097422955498857,1.6506212350404112,2.109684268137541,2.086097822641435,1.8939759572097854,0.6820233285219641,1.5924367352631013,1.5876556784404,1.5929042771035964,64.66594687336591,1.838030324962932,train
18,800,False,True,c,0.014249431562370362,0.0527357187140613,0.0007346667546441537,0.05273713749382017,0.07735453366631179,0.05369218975875024,-0.015864774161358845,0.05640789096092718,-0.0003906912284846009,0.0564030099130725,0.8369278564233301,0.06529702392475117,train
19,800,False,True,d,0.005176702186559223,0.006064487222010865,0.0007725406101382827,0.0060760668627849465,0.00642240647356124,0.004979982646818041,-0.0012684787247517182,0.010480450903359521,0.004718667690053094,0.010468854253450281,0.06297261397478572,0.01156567175953327,train
20,800,False,True,e,0.17893180007313714,0.19311237814767815,0.15479354949214452,0.191319192504284,0.25704568327280236,0.2197489377153886,0.1215510965298745,0.147416132712482,0.13620029046326917,0.1472456619464152,0.34276399235685495,0.23130937538121982,train
21,800,False,True,f,0.03533251377755883,0.06576443195918849,0.005945982864363241,0.06576350824868872,0.09190824971145953,0.06486198851538284,-0.01078726919491813,0.040399683391890734,0.006857687718591441,0.04038811591587546,0.8477116133883491,0.050139840499998645,train
22,800,False,True,g,0.006510182510404881,0.14549034182331805,0.2831218737640755,0.14552237472150376,0.15597784100861284,0.2882993555748494,0.0008871334742716875,0.11615041076130758,0.29255909113207823,0.11610278307939446,3.763512240099999,0.29614331639271063,train
23,800,False,True,i,2.092150977772069,1.9867687586705824,1.6750067907155826,1.9869143191352776,1.950434487677259,1.9014511547087938,1.5569922439099764,1.7409142647725628,1.6884038091000344,1.7408288088372883,47.09587852677846,1.8717871495293996,train
24,1600,False,True,c,0.0038836649533878814,0.0528185964875044,0.0005666573249956476,0.06193571698549362,0.07319087303790082,0.05378363470255266,0.0003245710804300983,0.05581645098587146,0.0029506633496122624,0.053431398051251196,0.8251349425126777,0.05785579552972808,train
25,1600,False,True,d,0.00023783824618225244,0.004197414559654423,0.00015320801560553905,0.004197866220110858,0.004798713139925068,0.0041977695586522526,-0.005119900501743418,0.0002202770352594108,-0.004468493923140404,0.00022013455568083983,0.14386976676959184,0.00037357566725070013,train
26,1600,False,True,e,0.16491651191294307,0.17930489530724775,0.15911576346735515,0.18089170716565048,0.2835149400265219,0.24295231831532188,0.1570603644113909,0.18164605312287427,0.16031947663134266,0.1818683743280392,0.3353303635985974,0.23800334282410113,train
27,1600,False,True,f,0.007131669358124633,0.057198289417370665,0.001208589891546331,0.057197839709247675,0.0704380944232068,0.052653488364727725,-0.004917168373933387,0.04217728236988848,-0.0011299143341707684,0.04216362898052509,0.9036452839649356,0.05116117154727523,train
