,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_surels,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_surels,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.026106959396901063,0.0671076127885822,0.011880611378115764,0.06716709477337932,0.05721135975115985,0.06582758817646943,-0.22843006260240664,-0.11877709982223067,-0.2146058634580665,-0.11882879694456079,0.4020784481569848,-0.10049039468704618,train
1,100,False,True,d,0.016316474699763696,0.015507737764322524,0.013921839172203713,0.015508942387985194,0.005710102559037754,0.007617835902563947,-0.013712593772022226,0.0008357151788770167,-0.007724061411772437,0.0008351217645216736,0.16058950286619486,0.007721750396768992,train
2,100,False,True,e,0.2692612331004758,0.26678287699768927,0.1644638050044941,0.26677698910651254,0.2132746460235651,0.23916493308930545,0.0774750076274591,0.08579174968657967,0.17000798009742646,0.08578230093316563,0.26212329201758294,0.25148722451448324,train
3,100,False,True,f,0.04772329828247286,0.07494835598317534,0.03448631601534203,0.07493460115226129,0.0980851683676035,0.061405680472264905,-0.022117778224409464,0.03773219398641956,0.00014953528159502126,0.03772596034395569,0.6830613783936096,0.06544780305470355,train
4,100,False,True,g,0.23764069483466851,0.3007567925063365,0.41623802653649145,0.30076772890979997,0.2872811969723192,0.4250517865080166,-0.003948050704443422,0.06453197192874996,0.30600313219806596,0.06449745017423368,3.2103330608583116,0.3021748039532663,train
5,100,False,True,i,2.0422936846199997,2.951571576059304,1.8159914388103773,2.9508850557869435,2.5709414807402142,1.8362568719067776,-1.655904927636997,1.2894598657147063,1.4367076906160525,1.2894105190316876,40.98255497088965,1.8654709579629924,train
6,200,False,True,c,0.008932962421896826,0.05667934084970654,0.005504336092758483,0.056665050410578115,0.07628685299258732,0.058248111783288946,-0.1422557558577711,-0.036467120195520765,-0.12969880145243734,-0.03648119303228256,0.7394991799456305,-0.030336779084075616,train
7,200,False,True,d,0.017657955906568677,0.006802962536134342,0.007139610693070925,0.006803284513028657,0.006842752894971954,0.006265354505358528,-0.02180672030667017,0.007008594837979612,-0.011625329254692297,0.007008235789348802,0.025301195863676823,0.008591130261206767,train
8,200,False,True,e,0.16627439410023373,0.16602592080758494,0.1443126686546168,0.15985804959975636,0.2560697396407368,0.22102647575018966,0.15670316926860886,0.15661330531111559,0.1421790552310096,0.1628170676488395,0.28469049816858516,0.22792574743290994,train
9,200,False,True,f,0.06255169418726095,0.06948494503413633,0.006985950860624551,0.06947536770151011,0.0946526829497137,0.06210679905746469,-0.02907155933573132,0.03683170389307989,0.0056307449805070185,0.036820711391414566,0.6774378346525054,0.056041904921419694,train
10,200,False,True,g,0.19221952303632445,0.16309435451511853,0.2949335503692604,0.16573735649379231,0.17152873138290883,0.3010898492583828,0.05829752048814252,0.10897990311093576,0.29287104977047884,0.10947633385117161,4.829923134626767,0.29637107796735185,train
11,200,False,True,i,2.7215933522793665,2.309299716235728,1.6704372765430497,2.3090619651050073,2.2999386452258044,1.8092711985054024,0.07451052899145295,1.237442958590388,1.6298579627451382,1.2375942995594522,45.67093015488343,1.869975688153611,train
12,400,False,True,c,0.02046252352898199,0.053577271882476074,0.0034964987538235255,0.05361839089699649,0.08563417279134444,0.0483817922386878,-0.03340772777790588,0.04593566128563495,-0.02107181161229801,0.04589235750418247,0.8103716652271651,0.060517108826746435,train
13,400,False,True,d,0.006765437193812688,0.0035795837695194593,0.002922419585420262,0.003598856573563643,0.0031700840706334133,0.0035732481922910097,-0.013729985278339104,-0.005700155516472698,-0.010205641008907957,-0.005709273040947736,0.007349097246375784,-0.00498760674305937,train
14,400,False,True,e,0.1391501557489874,0.16787944758522685,0.13887604261204067,0.16791224859011641,0.29044208812246897,0.24428042583925325,0.14658299020344046,0.16868732991022195,0.15403299441919444,0.16869416611842364,0.3233971588442606,0.2279721479170631,train
15,400,False,True,f,0.016504348062943174,0.07038126112025317,0.01051951166705562,0.07037912297061374,0.06679197206542688,0.05287564983699994,-0.03757020519088746,0.04173844711566986,-0.02819130485580043,0.04172874554958874,0.9077067242057508,0.06246316271028968,train
16,400,False,True,g,0.025850817383472294,0.17847878132050188,0.31294627842647765,0.17834442238160952,0.1992984518900083,0.31360923912877087,0.012260737335501672,0.12678942301935833,0.2937810455862539,0.12675653185358676,5.023320936090553,0.29728338012819006,train
17,400,False,True,i,2.473938253352961,1.993270971062381,1.7559082449935404,2.0008121592941905,1.9868885454453342,1.9144333878480426,0.7085478375741999,1.7137896201292808,1.497845834526462,1.7164441611292045,50.3561288545758,1.8936526229427448,train
18,800,False,True,c,0.00208231523251141,0.057206057145636126,0.0018849781808828472,0.05694750022492099,0.07904997110831025,0.059315148061214476,0.0037313417607027495,0.050608710710978146,0.007091209429013827,0.050407062650808215,0.5908613925664519,0.0535927639153112,train
19,800,False,True,d,0.004249963084043195,0.004250562961893428,0.0010583655712038868,0.004250778333593319,0.004890869196141032,0.004250537073507673,-0.008256169269036672,-0.00825700627965137,-0.013070969696056159,-0.008257348757083527,0.029817436459360726,-0.007950704383607135,train
20,800,False,True,e,0.1450948224747327,0.16123802300118292,0.14166567020477688,0.16136060855760836,0.2593519821117792,0.21726824680638168,0.14683530513400936,0.17288681034130982,0.15089465650295952,0.17204370345645245,0.32427159676391737,0.2363709904407928,train
21,800,False,True,f,0.04102802291935309,0.0752240417443161,0.0038538112413366936,0.07517969496998307,0.0692220071699896,0.05483003499119197,0.0022620486558355478,0.07293949394305806,0.022715642185467767,0.07292751042408106,0.9438070677191093,0.09300556371671875,train
