,theta_grid_EB_misspec_c_location_scale,theta_grid_EB_NPMLEinit_c_location_scale,theta_grid_NPMLE_c_location_scale,pi_hat_EB_misspec_c_location_scale,pi_hat_EB_NPMLEinit_c_location_scale,pi_hat_NPMLE_c_location_scale,theta_grid_EB_misspec_c_median_scale,theta_grid_EB_NPMLEinit_c_median_scale,theta_grid_NPMLE_c_median_scale,pi_hat_EB_misspec_c_median_scale,pi_hat_EB_NPMLEinit_c_median_scale,pi_hat_NPMLE_c_median_scale,theta_grid_EB_misspec_c_location_IQR,theta_grid_EB_NPMLEinit_c_location_IQR,theta_grid_NPMLE_c_location_IQR,pi_hat_EB_misspec_c_location_IQR,pi_hat_EB_NPMLEinit_c_location_IQR,pi_hat_NPMLE_c_location_IQR,theta_grid_EB_misspec_c_median_IQR,theta_grid_EB_NPMLEinit_c_median_IQR,theta_grid_NPMLE_c_median_IQR,pi_hat_EB_misspec_c_median_IQR,pi_hat_EB_NPMLEinit_c_median_IQR,pi_hat_NPMLE_c_median_IQR,theta_grid_EB_misspec_d_location_scale,theta_grid_EB_NPMLEinit_d_location_scale,theta_grid_NPMLE_d_location_scale,pi_hat_EB_misspec_d_location_scale,pi_hat_EB_NPMLEinit_d_location_scale,pi_hat_NPMLE_d_location_scale,theta_grid_EB_misspec_d_median_scale,theta_grid_EB_NPMLEinit_d_median_scale,theta_grid_NPMLE_d_median_scale,pi_hat_EB_misspec_d_median_scale,pi_hat_EB_NPMLEinit_d_median_scale,pi_hat_NPMLE_d_median_scale,theta_grid_EB_misspec_d_location_IQR,theta_grid_EB_NPMLEinit_d_location_IQR,theta_grid_NPMLE_d_location_IQR,pi_hat_EB_misspec_d_location_IQR,pi_hat_EB_NPMLEinit_d_location_IQR,pi_hat_NPMLE_d_location_IQR,theta_grid_EB_misspec_d_median_IQR,theta_grid_EB_NPMLEinit_d_median_IQR,theta_grid_NPMLE_d_median_IQR,pi_hat_EB_misspec_d_median_IQR,pi_hat_EB_NPMLEinit_d_median_IQR,pi_hat_NPMLE_d_median_IQR,theta_grid_EB_misspec_e_location_scale,theta_grid_EB_NPMLEinit_e_location_scale,theta_grid_NPMLE_e_location_scale,pi_hat_EB_misspec_e_location_scale,pi_hat_EB_NPMLEinit_e_location_scale,pi_hat_NPMLE_e_location_scale,theta_grid_EB_misspec_e_median_scale,theta_grid_EB_NPMLEinit_e_median_scale,theta_grid_NPMLE_e_median_scale,pi_hat_EB_misspec_e_median_scale,pi_hat_EB_NPMLEinit_e_median_scale,pi_hat_NPMLE_e_median_scale,theta_grid_EB_misspec_e_location_IQR,theta_grid_EB_NPMLEinit_e_location_IQR,theta_grid_NPMLE_e_location_IQR,pi_hat_EB_misspec_e_location_IQR,pi_hat_EB_NPMLEinit_e_location_IQR,pi_hat_NPMLE_e_location_IQR,theta_grid_EB_misspec_e_median_IQR,theta_grid_EB_NPMLEinit_e_median_IQR,theta_grid_NPMLE_e_median_IQR,pi_hat_EB_misspec_e_median_IQR,pi_hat_EB_NPMLEinit_e_median_IQR,pi_hat_NPMLE_e_median_IQR,theta_grid_EB_misspec_f_location_scale,theta_grid_EB_NPMLEinit_f_location_scale,theta_grid_NPMLE_f_location_scale,pi_hat_EB_misspec_f_location_scale,pi_hat_EB_NPMLEinit_f_location_scale,pi_hat_NPMLE_f_location_scale,theta_grid_EB_misspec_f_median_scale,theta_grid_EB_NPMLEinit_f_median_scale,theta_grid_NPMLE_f_median_scale,pi_hat_EB_misspec_f_median_scale,pi_hat_EB_NPMLEinit_f_median_scale,pi_hat_NPMLE_f_median_scale,theta_grid_EB_misspec_f_location_IQR,theta_grid_EB_NPMLEinit_f_location_IQR,theta_grid_NPMLE_f_location_IQR,pi_hat_EB_misspec_f_location_IQR,pi_hat_EB_NPMLEinit_f_location_IQR,pi_hat_NPMLE_f_location_IQR,theta_grid_EB_misspec_f_median_IQR,theta_grid_EB_NPMLEinit_f_median_IQR,theta_grid_NPMLE_f_median_IQR,pi_hat_EB_misspec_f_median_IQR,pi_hat_EB_NPMLEinit_f_median_IQR,pi_hat_NPMLE_f_median_IQR
44,0.49344563,0.72142494,0.6969545413113938,0.023870453,5.462966e-10,3.462312599524678e-10,0.5095507,0.7224989,0.6969545413113938,0.021485714,5.46686e-10,3.462312599524678e-10,0.48107928,0.7286631,0.6969545413113938,0.022886585,5.4520577e-10,3.462312599524678e-10,0.45546335,0.7248042,0.6969545413113938,0.021237431,5.5980254e-10,3.462312599524678e-10,0.1168419,-0.5537699,0.2815445379295698,0.018655963,9.987521e-10,4.1048428958443254e-09,0.2114142,0.2955362,0.2815445379295698,6.408705e-05,7.977732e-09,4.1048428958443254e-09,0.1192576,-0.70438224,0.2815445379295698,0.017660856,9.600868e-10,4.1048428958443254e-09,0.054631084,-0.40321347,0.2815445379295698,0.00013145567,8.4622237e-10,4.1048428958443254e-09,0.115439475,-0.16621435,-0.6635409764331777,0.0018277403,0.0,0.0,-0.36817148,-0.1662121,-0.6635409764331777,0.00054584624,0.0,0.0,0.12315598,-0.08438337,-0.6635409764331777,0.0009712442,0.0,0.0,-0.1403181,-0.17876998,-0.6635409764331777,0.00030379518,0.0,0.0,0.21241397,0.96356213,0.7883033782203057,0.0036784504,6.96804e-10,1.5936732224942407e-09,0.21288256,0.9601138,0.7883033782203057,0.0045656106,1.6067497e-09,1.5936732224942407e-09,0.21760404,0.96751416,0.7883033782203057,0.004169092,6.966933e-10,1.5936732224942407e-09,0.21348158,0.94390756,0.7883033782203057,0.0070934957,6.970644e-10,1.5936732224942407e-09
45,0.49647704,0.7723278,0.769564338952542,0.022813832,3.3371267e-10,2.1148881156765073e-10,0.5161835,0.7733697,0.769564338952542,0.015410119,3.3394412e-10,2.1148881156765073e-10,0.48559922,0.7794483,0.769564338952542,0.022379229,3.3309014e-10,2.1148881156765073e-10,0.45980334,0.7729472,0.769564338952542,0.020222057,3.4206796e-10,2.1148881156765073e-10,0.11779778,-0.54101795,0.31722933688320176,0.018166022,1.3264088e-09,2.8357298730077145e-09,0.21781713,0.31954387,0.31722933688320176,6.243792e-05,5.512129e-09,2.8357298730077145e-09,0.12047455,-0.68686765,0.31722933688320176,0.017168172,1.2752629e-09,2.8357298730077145e-09,0.05622215,-0.38378495,0.31722933688320176,0.00012749131,1.1227894e-09,2.8357298730077145e-09,0.12131637,-0.08868942,-0.5833314889324939,0.002083277,0.0,0.0,-0.2873866,-0.088687524,-0.5833314889324939,0.0005228104,0.0,0.0,0.12889475,-0.018650293,-0.5833314889324939,0.0010900093,0.0,0.0,-0.089818895,-0.10642846,-0.5833314889324939,0.0003224705,0.0,0.0,0.21355137,0.9791633,0.823197653234172,0.002835642,5.005784e-10,1.1373761884044456e-09,0.21493846,0.97443366,0.823197653234172,0.0029232914,1.1415532e-09,1.1373761884044456e-09,0.21910548,0.9845029,0.823197653234172,0.003505548,5.004521e-10,1.1373761884044456e-09,0.21428879,0.95248085,0.823197653234172,0.005886271,5.005229e-10,1.1373761884044456e-09
46,0.49957508,0.8232306,0.8421741365936901,0.021795975,2.3145467e-10,1.4667762603070008e-10,0.5233217,0.82424057,0.8421741365936901,0.01220029,2.3161212e-10,1.4667762603070008e-10,0.49013567,0.83023363,0.8421741365936901,0.021861006,2.3103834e-10,1.4667762603070008e-10,0.46412235,0.8210903,0.8421741365936901,0.019310208,2.3728455e-10,1.4667762603070008e-10,0.11876716,-0.528266,0.3529141358368335,0.01771893,3.4136756e-09,2.1812361863507525e-09,0.22424024,0.34355173,0.3529141358368335,6.105882e-05,4.240847e-09,2.1812361863507525e-09,0.121708095,-0.669353,0.3529141358368335,0.016722929,3.2754726e-09,2.1812361863507525e-09,0.057839844,-0.36435646,0.3529141358368335,0.00012417638,2.8615432e-09,2.1812361863507525e-09,0.12659502,-0.011164486,-0.5031220014318096,0.0023697275,5.9264993e-10,1.0649164099959578e-09,-0.20801702,-0.011162955,-0.5031220014318096,0.0005229675,5.5192795e-10,1.0649164099959578e-09,0.13404405,0.047082722,-0.5031220014318096,0.0012201832,5.982524e-10,1.0649164099959578e-09,-0.049032446,-0.03408695,-0.5031220014318096,0.00034795774,6.5813976e-10,1.0649164099959578e-09,0.21587157,0.99476445,0.8580919282480384,0.002025056,8.6229457e-10,1.908494177799763e-09,0.21869603,0.98875344,0.8580919282480384,0.00181341,1.9461857e-09,1.908494177799763e-09,0.22106922,1.0014915,0.8580919282480384,0.0029136185,8.622447e-10,1.908494177799763e-09,0.21527807,0.961054,0.8580919282480384,0.004877202,8.6650853e-10,1.908494177799763e-09
47,0.5027456,0.87413347,0.9147839342348383,0.020851046,1.7877826e-10,1.1328892304621007e-10,0.5309074,0.87511146,0.9147839342348383,0.010278374,1.7890056e-10,1.1328892304621007e-10,0.4946983,0.8810188,0.9147839342348383,0.021351906,1.7846347e-10,1.1328892304621007e-10,0.46843526,0.8692332,0.9147839342348383,0.018510792,1.8329738e-10,1.1328892304621007e-10,0.11974956,-0.51551414,0.38859893479046526,0.017307617,0.014974811,1.9170654860380078e-09,0.23068602,0.3675594,0.38859893479046526,5.989109e-05,3.7286476e-09,1.9170654860380078e-09,0.122957736,-0.6518384,0.38859893479046526,0.016317341,0.0030340534,1.9170654860380078e-09,0.059481584,-0.34492797,0.38859893479046526,0.00012137065,0.0014869829,1.9170654860380078e-09,0.13136905,0.06636,-0.42291251393112583,0.0026911793,8.2312255e-09,1.3763972402066694e-08,-0.13781643,0.06636161,-0.42291251393112583,0.00054549787,7.6771896e-09,1.3763972402066694e-08,0.13869739,0.11281565,-0.42291251393112583,0.0013628092,8.255579e-09,1.3763972402066694e-08,-0.016132027,0.038254432,-0.42291251393112583,0.00037955097,8.445159e-09,1.3763972402066694e-08,0.2229282,1.0103656,0.8929862032619047,0.0011966835,1.4150123e-09,3.0770659496658277e-09,0.22692315,1.0030732,0.8929862032619047,0.0010059979,3.208265e-09,3.0770659496658277e-09,0.22378075,1.0184803,0.8929862032619047,0.0023771527,1.4151166e-09,3.0770659496658277e-09,0.21652518,0.9696274,0.8929862032619047,0.004021837,1.4348327e-09,3.0770659496658277e-09
48,0.50599116,0.9250361,0.9873937318759864,0.019987928,1.5328042e-10,9.712120594395485e-11,0.5388946,0.925982,0.9873937318759864,0.009017391,1.5338791e-10,9.712120594395485e-11,0.4992934,0.9318042,0.9873937318759864,0.02085985,1.5301373e-10,9.712120594395485e-11,0.4727498,0.9173761,0.9873937318759864,0.017816404,1.571661e-10,9.712120594395485e-11,0.120744675,-0.50234556,0.4242837337440972,0.016927078,4.0423584e-09,2.00658519400697e-09,0.23715644,0.3915671,0.4242837337440972,5.889349e-05,3.905786e-09,2.00658519400697e-09,0.124222934,-0.6334127,0.4242837337440972,0.015945015,3.785458e-09,2.00658519400697e-09,0.061144944,-0.32464525,0.4242837337440972,0.00011897966,3.2758671e-09,2.00658519400697e-09,0.13571227,0.1438849,-0.34270302643044204,0.0030524647,0.66234326,0.3190172985853705,-0.080341235,0.14388645,-0.34270302643044204,0.0005877703,0.6623406,0.3190172985853705,0.142928,0.17854875,-0.34270302643044204,0.0015190344,0.62212485,0.3190172985853705,0.010632368,0.110595815,-0.34270302643044204,0.00041686118,0.06656313,0.3190172985853705,0.8846967,1.0259669,0.927880478275771,0.0007488161,1.095037e-10,2.6765729460252186e-10,0.2559534,1.017393,0.927880478275771,0.00040584558,2.649445e-10,2.6765729460252186e-10,0.22783786,1.0354689,0.927880478275771,0.0018807813,1.09447465e-10,2.6765729460252186e-10,0.21815734,0.97820073,0.927880478275771,0.0032859463,1.09192495e-10,2.6765729460252186e-10
49,0.50931257,0.9759389,1.0600035295171346,0.01920482,1.4676224e-10,9.297407445279098e-11,0.5472483,0.97685283,1.0600035295171346,0.008130225,1.4687188e-10,9.297407445279098e-11,0.50392556,0.98258936,1.0600035295171346,0.020387895,1.4650942e-10,9.297407445279098e-11,0.47707105,0.965519,1.0600035295171346,0.01721506,1.5049562e-10,9.297407445279098e-11,0.12175216,-0.489177,0.45996853269772897,0.016571594,3.999112e-10,2.596386916921147e-09,0.24365294,0.41557494,0.45996853269772897,5.8034424e-05,5.062963e-09,2.596386916921147e-09,0.12550333,-0.61498696,0.45996853269772897,0.015600474,3.8253034e-10,2.596386916921147e-09,0.06282759,-0.3043625,0.45996853269772897,0.000116937044,3.3741263e-10,2.596386916921147e-09,0.13968223,0.20158398,-0.2624935389297578,0.0034592717,3.3745269e-09,5.88719102779562e-09,-0.035000052,0.20218763,-0.2624935389297578,0.0006470128,3.1447562e-09,5.88719102779562e-09,0.1467947,0.23423982,-0.2624935389297578,0.0016901299,3.3894596e-09,5.88719102779562e-09,0.03268004,0.11337273,-0.2624935389297578,0.00045975673,3.650957e-09,5.88719102779562e-09,0.90443355,1.041568,0.9627747532896374,0.0013929163,2.3347357e-10,5.368525208879474e-10,0.8512978,1.0317128,0.9627747532896374,0.00041737515,5.352843e-10,5.368525208879474e-10,0.23476589,1.0524577,0.9627747532896374,0.0014077644,2.3335991e-10,5.368525208879474e-10,0.2204052,0.9867741,0.9627747532896374,0.0026421305,2.3346727e-10,5.368525208879474e-10
50,0.5127098,1.0268418,1.1326133271582828,0.018494861,1.57783e-10,9.992242971786474e-11,0.5559443,1.0277237,1.1326133271582828,0.0074707903,1.5791563e-10,9.992242971786474e-11,0.5085986,1.0333745,1.1326133271582828,0.019936135,1.5751418e-10,9.992242971786474e-11,0.48140177,1.0136621,1.1326133271582828,0.016694313,1.61818e-10,9.992242971786474e-11,0.122771695,-0.47600842,0.4956533316513607,0.016237013,1.1519155e-10,4.3674032667605534e-09,0.25017667,0.43958265,0.4956533316513607,5.72921e-05,8.559135e-09,4.3674032667605534e-09,0.12679845,-0.5965612,0.4956533316513607,0.015278954,1.1048923e-10,4.3674032667605534e-09,0.064527355,-0.2840798,0.4956533316513607,0.00011518341,9.764434e-11,4.3674032667605534e-09,0.14332688,0.2592826,-0.18228405142907445,0.003918449,3.0408184e-10,5.480464767187368e-10,0.0005364243,0.26048827,-0.18228405142907445,0.00072136,2.831317e-10,5.480464767187368e-10,0.15034428,0.2899309,-0.18228405142907445,0.0018774922,3.069119e-10,5.480464767187368e-10,0.051091935,0.11614938,-0.18228405142907445,0.00050829514,3.3909547e-10,5.480464767187368e-10,0.9093687,1.0571692,0.9976690283035035,0.0019042077,0.0,6.315862416598893e-12,0.87835485,1.0460328,0.9976690283035035,0.0007031676,6.211437e-12,6.315862416598893e-12,0.2501281,1.0694463,0.9976690283035035,0.0009356358,0.0,6.315862416598893e-12,0.22374004,0.99534726,0.9976690283035035,0.0020674118,0.0,6.315862416598893e-12
51,0.51618236,1.0777445,1.2052231247994305,0.01784945,1.9182705e-10,1.2140518173853252e-10,0.5649668,1.0785946,1.2052231247994305,0.006957966,1.9202236e-10,1.2140518173853252e-10,0.51331556,1.08416,1.2052231247994305,0.019503366,1.9150573e-10,1.2140518173853252e-10,0.48574358,1.061805,1.2052231247994305,0.016243057,1.9678073e-10,1.2140518173853252e-10,0.123803034,-0.46283984,0.5313381306049922,0.015919209,3.4518565e-11,1.1552309834721584e-08,0.25672856,0.46359032,0.5313381306049922,5.664823e-05,2.310138e-08,1.1552309834721584e-08,0.12810805,-0.5781355,0.5313381306049922,0.014975843,3.3153945e-11,1.1552309834721584e-08,0.066242345,-0.26379707,0.5313381306049922,0.00011367463,2.9316244e-11,1.1552309834721584e-08,0.14668489,0.3169816,-0.1020745639283911,0.0044382834,0.0,0.0,0.02866225,0.31878942,-0.1020745639283911,0.0008099894,0.0,0.0,0.15361506,0.345622,-0.1020745639283911,0.0020826724,0.0,0.0,0.06667051,0.118926294,-0.1020745639283911,0.0005626781,0.0,0.0,0.9116733,1.0727704,1.0325633033173696,0.0023734143,4.385456e-12,3.462427544225873e-11,0.88839775,1.0603526,1.0325633033173696,0.0009714893,3.4081554e-11,3.462427544225873e-11,0.32523805,1.0864351,1.0325633033173696,0.00043896586,4.3829194e-12,3.462427544225873e-11,0.2293123,1.0039206,1.0325633033173696,0.0015404548,4.3654425e-12,3.462427544225873e-11
52,0.5197294,1.1286473,1.2778329224405782,0.017259944,2.6655267e-10,1.6848049519098474e-10,0.5743068,1.1294655,1.2778329224405782,0.006544081,2.6692126e-10,1.6848049519098474e-10,0.5180793,1.1349452,1.2778329224405782,0.019087883,2.6612595e-10,1.6848049519098474e-10,0.49009728,1.109948,1.2778329224405782,0.015851108,2.7357736e-10,1.6848049519098474e-10,0.124846,-0.4496713,0.567022929558624,0.0156147685,1.5617211e-12,1.7630596768676916e-07,0.26330933,0.48759803,0.567022929558624,5.608996e-05,4.276873e-07,1.7630596768676916e-07,0.1294319,-0.5597097,0.567022929558624,0.014687496,1.5011494e-12,1.7630596768676916e-07,0.06797057,-0.24351431,0.567022929558624,0.00011237792,1.327398e-12,1.7630596768676916e-07,0.14978784,0.3746807,-0.02186507642770774,0.0050289882,0.0,0.0,0.0512851,0.37709007,-0.02186507642770774,0.0009129021,0.0,0.0,0.15663859,0.4013131,-0.02186507642770774,0.0023074243,0.0,0.0,0.08001204,0.12170295,-0.02186507642770774,0.000623228,0.0,0.0,0.9130422,1.0883716,1.0674575783312357,0.0028313282,0.0,0.0,0.89390993,1.0746723,1.0674575783312357,0.0012422795,0.0,0.0,0.85355484,1.1034238,1.0674575783312357,0.00085064815,0.0,0.0,0.24093533,1.012494,1.0674575783312357,0.0010383243,0.0,0.0
53,0.52335,1.1795499,1.350442720081726,0.016718077,4.3563703e-10,2.745357982449676e-10,0.58396155,1.1803362,1.350442720081726,0.0061991694,4.3660406e-10,2.745357982449676e-10,0.52289265,1.1857305,1.350442720081726,0.01868701,4.3503506e-10,2.745357982449676e-10,0.49446324,1.1580911,1.350442720081726,0.015509753,4.476819e-10,2.745357982449676e-10,0.12590046,-0.43650275,0.6027077285122555,0.015319946,0.0,0.009718338335446958,0.26991972,0.5116056,0.6027077285122555,5.560699e-05,0.026026145,0.009718338335446958,0.13076985,-0.54128397,0.6027077285122555,0.014410011,0.0,0.009718338335446958,0.0697102,-0.2232316,0.6027077285122555,0.00011126683,0.0,0.009718338335446958,0.15266222,0.43237978,0.0583444110729765,0.005703478,0.0,0.0,0.069799356,0.43539125,0.0583444110729765,0.0010307017,0.0,0.0,0.15944096,0.4570042,0.0583444110729765,0.002553763,0.0,0.0,0.091561,0.12447987,0.0583444110729765,0.00069037016,0.0,0.0,0.9139663,1.1039728,1.1023518533451018,0.0032922947,0.0,0.0,0.8975065,1.0889922,1.1023518533451018,0.0015261752,0.0,0.0,0.88028324,1.1204126,1.1023518533451018,0.0013061613,0.0,0.0,0.28344497,1.0210673,1.1023518533451018,0.0005401148,0.0,0.0
54,0.5270434,1.2304528,1.4230525177228737,0.016216228,8.3832336e-10,5.243829461314775e-10,0.59393346,1.2312071,1.4230525177228737,0.0059037283,8.4192964e-10,5.243829461314775e-10,0.52775854,1.2365156,1.4230525177228737,0.018298129,8.377623e-10,5.243829461314775e-10,0.4988414,1.206234,1.4230525177228737,0.015212015,8.644515e-10,5.243829461314775e-10,0.12696637,-0.42333418,0.6383925274658873,0.015031381,0.0,1.2262885415800934e-07,0.27656025,0.5249113,0.6383925274658873,5.5191093e-05,3.3170969e-07,1.2262885415800934e-07,0.13212186,-0.52285826,0.6383925274658873,0.014139821,0.0,1.2262885415800934e-07,0.07145961,-0.2029489,0.6383925274658873,0.00011032464,0.0,1.2262885415800934e-07,0.1553303,0.49007833,0.13855389857365985,0.00647846,0.0,0.0,0.08519952,0.49369243,0.13855389857365985,0.0011644586,0.0,0.0,0.16204336,0.51269525,0.13855389857365985,0.002824054,0.0,0.0,0.10165216,0.12725651,0.13855389857365985,0.0007646337,0.0,0.0,0.914642,1.119574,1.1372461283589679,0.0037645309,0.0,0.0,0.90009564,1.103312,1.1372461283589679,0.001829777,0.0,0.0,0.89090705,1.1374011,1.1372461283589679,0.0017356556,0.0,0.0,0.85162085,1.0296406,1.1372461283589679,0.0007568748,0.0,0.0
55,0.5308089,1.2813556,1.4956623153640214,0.015747767,0.088601165,0.02980888556577981,0.6042299,1.2820777,1.4956623153640214,0.005644594,0.08743621,0.02980888556577981,0.5326802,1.2873008,1.4956623153640214,0.01791831,0.082711935,0.02980888556577981,0.5032313,1.2543769,1.4956623153640214,0.014951629,0.082144514,0.02980888556577981,0.12804374,-0.4101656,0.6740773264195188,0.014746058,0.0,6.035160991262551e-09,0.2832315,0.5382169,0.6740773264195188,5.483643e-05,1.2133747e-08,6.035160991262551e-09,0.13348803,-0.50443256,0.6740773264195188,0.013873396,0.0,6.035160991262551e-09,0.073216975,-0.18266614,0.6740773264195188,0.00010953323,0.0,6.035160991262551e-09,0.15781039,0.5477774,0.2187633860743432,0.007376328,0.0,0.0,0.09819557,0.5519931,0.2187633860743432,0.0013156513,0.0,0.0,0.16446373,0.5683862,0.2187633860743432,0.003121257,0.0,0.0,0.11054072,0.13003343,0.2187633860743432,0.0008466767,0.0,0.0,0.915164,1.1351751,1.172140403372834,0.0042532883,0.0,0.0,0.90208304,1.1176318,1.172140403372834,0.0021576725,0.0,0.0,0.8968895,1.1543899,1.172140403372834,0.0021731008,0.0,0.0,0.879324,1.0382137,1.172140403372834,0.0011694838,0.0,0.0
56,0.5346463,1.315893,1.568272113005169,0.015306711,0.057779662,0.01807830643850434,0.61486256,1.315597,1.568272113005169,0.0054126866,0.058647797,0.01807830643850434,0.53766114,1.3076439,1.568272113005169,0.017544497,0.0632411,0.01807830643850434,0.5076326,1.2643603,1.568272113005169,0.014723391,0.077683516,0.01807830643850434,0.12913275,-0.39699703,0.7097621253731505,0.014460504,0.0,2.466200320216851e-09,0.289934,0.55152255,0.7097621253731505,5.4538268e-05,4.870518e-09,2.466200320216851e-09,0.13486865,-0.4860068,0.7097621253731505,0.013606891,0.0,2.466200320216851e-09,0.074980736,-0.16238342,0.7097621253731505,0.00010887784,0.0,2.466200320216851e-09,0.16011798,0.6054765,0.29897287357502655,0.008428209,0.0,0.0,0.109298356,0.6102942,0.29897287357502655,0.0014861792,0.0,0.0,0.16671672,0.6240772,0.29897287357502655,0.0034491948,0.0,0.0,0.11842306,0.13281009,0.29897287357502655,0.0009373096,0.0,0.0,0.91558397,1.1507763,1.2070346783867,0.0047620037,0.0,0.0,0.9036795,1.1319516,1.2070346783867,0.0025131032,0.0,0.0,0.90083164,1.1713786,1.2070346783867,0.0026384157,0.0,0.0,0.889911,1.0467871,1.2070346783867,0.0015570007,0.0,0.0
57,0.53855515,1.3485466,1.6408819106463168,0.01488769,2.1858941e-08,1.0923032677905083e-08,0.6258476,1.346008,1.6408819106463168,0.0052015157,2.3206962e-08,1.0923032677905083e-08,0.5427055,1.3233558,1.6408819106463168,0.0171738,2.270804e-08,1.0923032677905083e-08,0.51204497,1.271137,1.6408819106463168,0.014523028,2.5419048e-08,1.0923032677905083e-08,0.13023362,-0.3838285,0.7454469243267821,0.014171336,0.0,7.022658367660069e-10,0.29666844,0.5648282,0.7454469243267821,5.4293425e-05,1.3713815e-09,7.022658367660069e-10,0.136264,-0.46758106,0.7454469243267821,0.013336761,0.0,7.022658367660069e-10,0.07674917,-0.1421007,0.7454469243267821,0.000108350294,0.0,7.022658367660069e-10,0.16226631,0.6631756,0.3791823610757108,0.009679377,0.0,0.0,0.11888218,0.6685954,0.3791823610757108,0.0016784547,0.0,0.0,0.16881442,0.67976815,0.3791823610757108,0.003813002,0.0,0.0,0.12545182,0.135587,0.3791823610757108,0.0010375615,0.0,0.0,0.91593254,1.1663774,1.2419289534005662,0.005292776,0.0,0.0,0.9050064,1.1462713,1.2419289534005662,0.0028981727,0.0,0.0,0.9036774,1.1883672,1.2419289534005662,0.0031475874,0.0,0.0,0.8957831,1.0553604,1.2419289534005662,0.0019527007,0.0,0.0
58,0.5425359,1.3812002,1.7134917082874646,0.014486133,3.6063538e-10,2.26441940897623e-10,0.63720554,1.376419,1.7134917082874646,0.005006385,3.61816e-10,2.26441940897623e-10,0.547818,1.3390677,1.7134917082874646,0.016802961,3.6059897e-10,2.26441940897623e-10,0.516468,1.2779138,1.7134917082874646,0.014346671,3.7165135e-10,2.26441940897623e-10,0.13134673,-0.37065992,0.7811317232804136,0.013875157,0.0,6.746092116848711e-10,0.30343533,0.5781339,0.7811317232804136,5.4099244e-05,1.3179393e-09,6.746092116848711e-10,0.13767481,-0.44915533,0.7811317232804136,0.013058695,0.0,6.746092116848711e-10,0.078520805,-0.121817954,0.7811317232804136,0.00010793981,0.0,6.746092116848711e-10,0.16426593,0.72087467,0.45939184857639415,0.011198323,0.0,0.0,0.12722395,0.72689605,0.45939184857639415,0.0018955987,0.0,0.0,0.17076623,0.7354591,0.45939184857639415,0.0042200875,0.0,0.0,0.13174719,0.13836366,0.45939184857639415,0.0011487919,0.0,0.0,0.91622925,1.1819787,1.2768232284144323,0.005846547,0.0,0.0,0.9061395,1.1605911,1.2768232284144323,0.0033138134,0.0,0.0,0.9058597,1.2053559,1.2768232284144323,0.0037158018,0.0,0.0,0.89963174,1.0639338,1.2768232284144323,0.0023756775,0.0,0.0
59,0.546589,1.4138538,1.7861015059286123,0.014097997,1.3952348e-10,8.80909916893015e-11,0.64896196,1.4068302,1.7861015059286123,0.004823861,1.3975934e-10,8.80909916893015e-11,0.5530042,1.3547796,1.7861015059286123,0.016429065,1.3939927e-10,8.80909916893015e-11,0.5209009,1.2846905,1.7861015059286123,0.01419125,1.433754e-10,8.80909916893015e-11,0.13247268,-0.35749134,0.8168165222340451,0.01356825,0.0,0.0,0.3102353,0.59143955,0.8168165222340451,5.3954875e-05,0.0,0.0,0.1391018,-0.43072957,0.8168165222340451,0.012768427,0.0,0.0,0.0802939,-0.10153524,0.8168165222340451,0.000107642016,0.0,0.0,0.16612631,0.77857363,0.5396013360770775,0.013095684,0.0,0.0,0.13453205,0.7851972,0.5396013360770775,0.0021417744,0.0,0.0,0.1725795,0.79115003,0.5396013360770775,0.004681522,0.0,0.0,0.13740304,0.14114057,0.5396013360770775,0.001272887,0.0,0.0,0.91648686,1.1975799,1.3117175034282986,0.006423171,0.0,0.0,0.90712804,1.1749109,1.3117175034282986,0.0037596747,0.0,0.0,0.9076076,1.2223446,1.3117175034282986,0.0043589594,0.0,0.0,0.90240943,1.0725071,1.3117175034282986,0.002840186,0.0,0.0
60,0.5507157,1.4465072,1.85871130356976,0.013719668,4.7095758e-11,2.9813562450815514e-11,0.6611466,1.4372411,1.85871130356976,0.004651522,4.7138668e-11,2.9813562450815514e-11,0.5582706,1.3704913,1.85871130356976,0.016048672,4.7033193e-11,2.9813562450815514e-11,0.525344,1.2914673,1.85871130356976,0.01405372,4.8326405e-11,2.9813562450815514e-11,0.13361223,-0.34432277,0.8525013211876771,0.013246744,0.0,0.0,0.3170691,0.6047452,0.8525013211876771,5.3859916e-05,0.0,0.0,0.14054629,-0.41230384,0.8525013211876771,0.012460798,0.0,0.0,0.082067005,-0.08125252,0.8525013211876771,0.00010745114,0.0,0.0,0.16785532,0.8362727,0.6198108235777608,0.015561127,7.3251724e-11,1.3288948416657273e-10,0.1409637,0.8434984,0.6198108235777608,0.0024228746,6.819701e-11,1.3288948416657273e-10,0.17426005,0.846841,0.6198108235777608,0.005214677,7.397777e-11,1.3288948416657273e-10,0.14249371,0.14391722,0.6198108235777608,0.0014125686,8.2256986e-11,1.3288948416657273e-10,0.9167146,1.213181,1.3466117784421645,0.00702146,0.0,0.0,0.90800613,1.1892308,1.3466117784421645,0.0042341426,0.0,0.0,0.9090547,1.2393334,1.3466117784421645,0.0050944877,0.0,0.0,0.9045456,1.0810803,1.3466117784421645,0.0033586621,0.0,0.0
