,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.11227754524185807,0.05350792773331707,0.053506833332808874,0.07840113674491599,0.05590815585562914,-0.06878118055854737,0.02992930039677063,0.029925422033390988,0.043359678104353205,0.04285824573403857,train
1,100,False,True,d,0.014174905214620677,0.005528333182314774,0.00553125751639083,0.005790599864475865,0.0056310038585229505,-0.03103150065726775,-0.004407418445404847,-0.00441609515323151,-0.002552964246709326,-0.0018556676319006066,train
2,100,False,True,e,0.26876552147401805,0.25617269313997365,0.2562067454481738,0.29301906291829477,0.207244499499179,0.08231202450583207,0.10102736542584197,0.10101740685027152,0.20282853841200818,0.2336772916194751,train
3,100,False,True,f,0.05200450276567154,0.05723291947659977,0.05723251394158248,0.07217879301415135,0.06024298513819912,-0.12473760265010443,-0.050984729564367795,-0.050998370593262767,-0.036416205979830564,-0.03680439349231135,train
4,200,False,True,c,0.0775936733266255,0.07129716412499479,0.07134577591456392,0.08187537760623781,0.05279588280842613,-0.06731190257615291,0.06513279596330464,0.06511224175140022,0.09037069535681966,0.08354178135336732,train
5,200,False,True,d,0.017243730008803457,0.007082533164954932,0.010032981128902918,0.01445486564163441,0.007084272580523917,-0.034068011327506635,-0.0022678897340685468,-0.005060799051839489,-0.003326593820670176,-0.0009298742649996028,train
6,200,False,True,e,0.2185663930554232,0.2185279726057795,0.21845383154645537,0.23428855596385187,0.23273634346908526,0.14646450721575419,0.17378586989464773,0.17378988136080067,0.28339607431787905,0.2500756437066873,train
7,200,False,True,f,0.0938182574024567,0.06926757224970884,0.06926653212121024,0.08201474766174663,0.057529062492084296,-0.047772174260587746,0.03899382176686736,0.038982961013343954,0.0629946190374438,0.06007426535877397,train
8,400,False,True,c,0.12041682834389737,0.1026198894492513,0.10272261337716142,0.11885520742792027,0.06667589441145667,0.0008569172492117733,0.08032545614918583,0.08027831696623224,0.10064856026213981,0.11410760680406828,train
9,400,False,True,d,0.010835237834786913,0.007413069243812097,0.0074248648129810945,0.007873442889145857,0.007257087249862309,-0.013000006296273554,0.004089161036279201,0.004081315040206341,0.004821685167789678,0.004895452246531096,train
10,400,False,True,e,0.16103639654469382,0.1629616604172831,0.16270653698477744,0.27298366984776723,0.24416720335283862,0.15149024705913042,0.17462221094981054,0.1766061316375056,0.26352006920760707,0.2405674997280962,train
11,400,False,True,f,0.018516507380998047,0.06640312211693383,0.06336091044244065,0.08908274695773918,0.06485285961397899,-0.0802497159795219,-0.01784424747408963,-0.017993107002933686,-0.004569574443083653,-0.015068055127663182,train
12,800,False,True,c,0.01951826506117941,0.06525948557186015,0.06526147099596588,0.09282449635788156,0.06765962327838589,-0.07040464980245499,-0.014891162639284517,-0.014877605359738198,0.0030006281793003354,-0.012773503301468259,train
13,800,False,True,d,0.0016017120168083526,0.004976428154088223,0.004976689131508211,0.005403947017065196,0.004976523882034166,-0.0021345164654906056,0.0026493983819623423,0.002649090897645223,0.0030602416816253707,0.002960045096448219,train
14,800,False,True,e,0.160309288875656,0.19019356934057569,0.19019370163170934,0.29050937382226566,0.2488503177316155,0.1464390892950099,0.17103327888077946,0.17103208888488514,0.2719126437832985,0.2353004881486767,train
15,800,False,True,f,0.008598955077608297,0.05643168399817035,0.056425517481040216,0.0730123250789239,0.05188263958047833,-0.008716528639275007,0.042809010002126585,0.04280293056827276,0.06448192955089865,0.05347423090099651,train
16,1600,False,True,c,0.0018076812672841711,0.0535122500621801,0.05351241620818226,0.07158150004152307,0.05428399319836876,-0.0006647535277291527,0.05622835125874175,0.05622627383935751,0.08196472727756231,0.059708293057803286,train
