,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.05504348283452924,0.05536458703529224,0.05538437861275417,0.06999759493699764,0.054183768097439806,-0.16614677236540726,-0.02295355331881794,-0.022980124453221864,0.00985375080926289,-0.009244535138441368,train
1,100,False,True,d,0.018901379389823073,0.009978160448894702,0.009978519739131211,0.0071420473543946875,0.006248297880601042,-0.0163326021783302,-0.0018080389469924008,-0.001808353470318931,-0.0002936004157748151,0.003450252663361561,train
2,100,False,True,e,0.15500152964330466,0.16995992624395748,0.16995482464305148,0.2700253610456299,0.2531059238623543,0.1404571293217471,0.15526288877541203,0.1552596598247845,0.24915564584332542,0.23382464302106656,train
3,100,False,True,f,0.04310202046073171,0.08845230578505842,0.08844093713629961,0.13685037582934576,0.08845288884789573,-0.10377038244029618,-0.033400489598431095,-0.03339855372290366,-0.01809132134954325,-0.022322930140037833,train
4,200,False,True,c,0.07579190377784097,0.05852032672744088,0.05851814471259159,0.06434711483849019,0.05572364243872419,-0.11226720196519223,0.013688076839942269,0.013677080580713295,0.04009382886204875,0.02415121996416464,train
5,200,False,True,d,0.050228372794845114,0.01037844361711764,0.010399857493707997,0.00958946167975518,0.009565632562031303,-0.003137568313490945,0.033090300631014424,0.03308537289240112,0.03554879867268792,0.034744004357183736,train
6,200,False,True,e,0.18113839929224745,0.2132580457143109,0.21300218254787026,0.25691995735525236,0.20678716226584767,0.05398561748403442,0.07920402065553318,0.0791839701615217,0.21038392498040942,0.23403357763594898,train
7,200,False,True,f,0.015310595427831596,0.06342207951933089,0.06341630274645522,0.07515466464836458,0.05390370916057714,-0.011795144887313463,0.04842797858751325,0.04841945873841496,0.08279249175494435,0.06882351095539219,train
8,400,False,True,c,0.020634030418473115,0.05777603184566935,0.0578303652691654,0.07460005877974582,0.05393765028762423,-0.06038647573093572,0.011575509122831633,0.011542546122409333,0.035228696384344574,0.019883765160396083,train
9,400,False,True,d,0.0259840494195917,0.007796771792517299,0.007794262736083057,0.006425778459707075,0.006366331755408029,-0.01228576341369823,0.01955395376848115,0.019552908874378758,0.021422118724542347,0.020978772831945464,train
10,400,False,True,e,0.13831083630245083,0.16840387868374093,0.16858449954579222,0.28998372582980897,0.2374468439871043,0.15123481349548087,0.17700330096683242,0.17701275081739024,0.26292618513835636,0.23201648325790322,train
11,400,False,True,f,0.0182660039799622,0.05411417077002449,0.054117953746547924,0.06612673985133044,0.052726916759946604,-0.056883027092846594,0.027811295204897418,0.02780322699144506,0.05162933931709261,0.035126326636032934,train
12,800,False,True,c,0.027147951990888677,0.061223303999767865,0.06123798675270931,0.09238635940704726,0.056639664515925545,-0.012907305527369494,0.057041069888469804,0.057028630811370676,0.07988617866367768,0.06591461451836089,train
