,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.24444429200987983,0.07982668149995926,0.07985741399540366,0.08040671871668742,0.05987208363883227,-0.1399242639253089,0.04635559488394279,0.046334483281686975,0.06461303557956413,0.06977723167051264,train
1,100,False,True,d,0.03351645598194471,0.007203551296821577,0.007249511027693622,0.009013173853038422,0.0074748079993722915,-0.023402444881116268,0.016254271344927036,0.01624784026022674,0.018649095763387465,0.018861670888759577,train
2,100,False,True,e,0.16497771766643565,0.19391982854422848,0.19880582104511274,0.27775338135710664,0.2289692813626253,0.09499580675203227,0.14163529672506595,0.12999548329416324,0.23214231555397027,0.2232236318438106,train
3,100,False,True,f,0.372267631854845,0.13279071381751575,0.13275729424738125,0.09079414180315228,0.07843133477035334,-0.09943863181817911,0.0931883162187252,0.09319011966333178,0.12948157838275187,0.1398111480794721,train
4,200,False,True,c,0.12238405224147254,0.14762356884315053,0.14766567863650493,0.16702119657722578,0.06818571423481325,-0.06187841912758975,-0.004223463853520002,-0.004287317183149639,0.006989451564304616,0.0821246112127183,train
5,200,False,True,d,0.0034140122213776702,0.004480347455921632,0.004480109429350207,0.004057452701497505,0.004480332773622313,-0.020990823276831393,-0.011974710468033684,-0.011974936902704948,-0.01139175548803225,-0.01073299651177563,train
6,200,False,True,e,0.18421383810253256,0.18617649356329224,0.18617154819371468,0.2596573310474332,0.22056891195075973,0.11763749137204091,0.14724355324810107,0.147244692260632,0.3010012464513058,0.23616064178962856,train
7,200,False,True,f,0.15606724941770905,0.07567770113729194,0.0756337088933233,0.07024248616657985,0.05707783814176639,-0.033466909965208756,0.06331158877284118,0.0633253797870217,0.09406931772818147,0.084632729802889,train
8,400,False,True,c,0.015688523890113448,0.0574143154671665,0.057325120797238574,0.07779925195956537,0.058770847391473716,-0.08356727486035745,0.00428233088727211,0.004286268784062273,0.027262878268711432,0.00752550706248134,train
9,400,False,True,d,0.03610669638095926,0.008678627503527315,0.008678360785687001,0.007843703486820284,0.008678491282138089,-0.024528111936399907,0.019521528647932895,0.019522125420408595,0.020296882592565596,0.020166895902885423,train
