,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.04632630154405822,0.07283961772824873,0.07284841239351705,0.06037789950031049,0.060125501959874844,-0.11242480312672903,-0.022733083330839607,-0.022748451484399936,0.02350147092327006,-0.00379607692146694,train
1,100,False,True,d,0.011777988724472317,0.005902941924698872,0.005902909063218229,0.005535786027286435,0.005902921896388984,-0.01805618788306557,-0.01592077569899594,-0.015921213451256567,-0.015887799182435013,-0.013291146072552648,train
2,100,False,True,e,0.21756637613725843,0.18120296610069966,0.18117883193531154,0.3241248826605972,0.25101641411330233,0.08821025228089646,0.12905685430557856,0.12904610139111986,0.2401614049210062,0.23867982893635864,train
3,100,False,True,f,0.013969828737190729,0.06698005215965924,0.06698671022657085,0.08184359035531788,0.06698524124186393,-0.09728862425326719,-0.04151289900378842,-0.04151555643008493,-0.022987908319388524,-0.03029856157394406,train
4,200,False,True,c,0.03770394500902617,0.05244969034047238,0.052450353243977184,0.06795432095664775,0.05314979094973431,-0.10749378390975717,0.01709837241405097,0.017092231915964505,0.04729946976506355,0.027076785544750348,train
5,200,False,True,d,0.004211843163666893,0.004986671027713316,0.004986887192734053,0.004257852806471354,0.004840395355819945,-0.016705577694303426,-0.005446485979543052,-0.005446832874638901,-0.0035522762415897626,-0.004126981941651092,train
6,200,False,True,e,0.15025908865119106,0.14715402065138336,0.14714813639498328,0.2393076238662301,0.21163449799476516,0.10738476277973037,0.1332384445636871,0.13323031041411768,0.20275804740195405,0.23512184688064766,train
7,200,False,True,f,0.010364552016195072,0.056075953490852266,0.056078844404009634,0.06755085204470367,0.053741520668573795,-0.02178744435205421,0.04754920984524439,0.047539240674042915,0.07554933545609992,0.05851878304499625,train
8,400,False,True,c,0.04458956975447642,0.062010169031733134,0.06201271273665296,0.08464285949462948,0.05861325029201642,-0.005447078725778125,0.05748553285747562,0.05743305461496824,0.07311702721880152,0.06886941069007202,train
9,400,False,True,d,0.01417821300743825,0.007925986697789612,0.00791922627032269,0.009140381194392817,0.0058039924805223485,-0.005967292061382082,0.0017178274129391901,0.0017166924103281822,0.002442930159777905,0.004165158455371659,train
10,400,False,True,e,0.13495100228077148,0.1659864274755735,0.16598185848519648,0.24167342311534715,0.21039877019999273,0.11688554061769922,0.1498910336992984,0.1498857210535262,0.24672856428686601,0.23255324691331464,train
11,400,False,True,f,0.06623781270683797,0.07729599717709966,0.0772989058200054,0.08380077990030886,0.062477117273851884,0.012657763556240431,0.06552295904432881,0.06551554280177299,0.08754898240973404,0.08379899677113356,train
12,800,False,True,c,0.026977194630677333,0.054746654271641354,0.05474638825470299,0.06998335304360641,0.05548174160105281,-0.0022027043736427766,0.05605113348418115,0.05605149901605039,0.07564246195185625,0.06050322974842076,train
13,800,False,True,d,0.0008698984216311554,0.007293402302759306,0.007335322183852978,0.008162719663233738,0.007347142071236363,-0.005707632048572339,-0.0006338304896897285,-0.0006478556070290154,-6.426857338471592e-05,-0.00030042145822700705,train
14,800,False,True,e,0.15624930096994397,0.17996811841866048,0.17996781132009532,0.2629697013280431,0.2506010911465418,0.1241219930401679,0.1402241252692492,0.14021177030742035,0.2454768771028351,0.22522058324884892,train
15,800,False,True,f,0.06091986946530468,0.05926800593023466,0.059270350219976085,0.08243491720485967,0.057004266924622626,-0.03290823878863864,0.051691951960228764,0.05167956507908492,0.0738589194222078,0.06109494007536337,train
16,1600,False,True,c,0.0024065275756267775,0.0543290539355677,0.05434132212905705,0.06806617958153159,0.05453215051445176,-0.014457379010701524,0.049245462015111985,0.04921281725053731,0.07086230354016074,0.05226985707694537,train
17,1600,False,True,d,0.0044777358354411816,0.004909038963790631,0.004909096511821291,0.005832328430604149,0.004934055307036908,-0.0007708734415004903,0.007165511279760395,0.0071646287927239,0.007889679931039471,0.007319890430885392,train
18,1600,False,True,e,0.17789672717883526,0.2007329081954981,0.20074107798479568,0.2882872017992724,0.24812577781011558,0.14834961261474366,0.16552767088114329,0.16552049755631174,0.24628613572840702,0.2379364809817442,train
19,1600,False,True,f,0.003163115702057006,0.0604815682645029,0.06048090989524992,0.07229247359325593,0.05474290817559184,0.0032186566843447283,0.04824589249675981,0.048233231988652106,0.07116530744790843,0.058011939828088166,train
20,3200,False,True,c,0.004331904322626158,0.05237517373304903,0.05240645552863874,0.07717825651501833,0.054492038667902525,0.01397469331100934,0.0689652157506098,0.06891790512595207,0.09329785318713213,0.07211322435137091,train
21,3200,False,True,d,0.005353140428482013,0.00544456190214622,0.0054822619326817985,0.0061851343331360675,0.005361686148509768,0.002759277125188313,0.0026593240300019617,0.0026523357736490992,0.003481960774411874,0.0028375525608010654,train
22,3200,False,True,e,0.1808846335395347,0.18085161693549476,0.18073446028523193,0.2689378090814285,0.2357484525093081,0.16389176507048053,0.16384464635127086,0.16377086441990354,0.2657383275098632,0.23621769272526116,train
23,3200,False,True,f,0.0006166573837713333,0.05881135902084908,0.05881379041654868,0.08106454025026434,0.05669252111367453,-0.003403918462989844,0.04825914759041908,0.0482466839458229,0.07597778462356011,0.05809036853571958,train
24,6400,False,True,c,0.002270337274311975,0.05410447566864432,0.054125314746963665,0.07655168152365728,0.05579095204485375,0.006964595868393051,0.06460565057680619,0.06459015964508354,0.09029255843000009,0.06716181126138726,train
25,6400,False,True,d,0.00039707715241761967,0.005396081800716788,0.005397659728246259,0.006161060500003701,0.005384626430417861,-0.0010538717631394358,0.003983835756543766,0.003984447393089657,0.004521992214746362,0.004094032404598019,train
26,6400,False,True,e,0.1456610287416818,0.16350740942876338,0.16337783359727656,0.2640134560906206,0.229006703524273,0.14869878751551968,0.17032313361402848,0.17069590899744463,0.2556274696270959,0.23357233245710796,train
27,6400,False,True,f,0.00036604164050714336,0.056851455759365815,0.05685177704206995,0.07828648499136437,0.054435227131287005,-0.006725640931203475,0.04210718868832899,0.04209460019551422,0.0673135396604036,0.05134987099632038,train
28,100,False,True,c,0.06460319097782224,1.3139104224269584,0.07584005652826979,0.07614930839762935,0.06617282720580574,0.03791633546897299,0.041489300286451536,0.04147953827950971,0.027962744826220316,0.028838155059836668,test
29,100,False,True,d,0.012103024407044876,0.27792418276209213,0.006931497784612561,0.006592527201448507,0.00706179022020941,0.01829322336023342,0.011474704048601403,0.011474606884487634,0.010745009149457908,0.009451578005345157,test
