,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.31233883223666814,0.19993843068805017,0.1995802794186446,0.11169550644059045,0.10169448166242677,-0.023958087647440864,0.11428164517065853,0.11412483732357259,0.1817159583794002,0.21322012076514568,train
1,100,False,True,d,0.0132956102893199,0.006546333069699845,0.006546712467859891,0.011171840917009788,0.006546498517617242,-0.03314046128332818,-0.008527110891298602,-0.008527517084062132,-0.006860503507293636,-0.005906466565579346,train
2,100,False,True,e,0.17692567174459875,0.1949936015435944,0.1949728910230127,0.28589435815865305,0.23774089545151308,0.10581513117715668,0.14192415842877387,0.14192275248567776,0.2814638579963507,0.24833633053484228,train
3,100,False,True,f,0.19260718944541896,0.09408590971356931,0.09403148668719113,0.0667195813338274,0.05678663049509766,-0.10288015098341663,0.10080518719612222,0.10082294705676112,0.17130182469708835,0.14248745401476337,train
4,200,False,True,c,0.11490915027928737,0.08519669510444841,0.08524597655558709,0.07092925997262674,0.04860595437683687,-0.08784170963675848,0.046229437025784324,0.04622302371601606,0.08789179049826742,0.06842692758416258,train
5,200,False,True,d,0.059345657078839945,0.03033830488303545,0.03581496653665963,0.009931214821885252,0.010901778597962071,-0.014725794873776602,0.03719652704487615,0.03650661683986755,0.043184570991188186,0.04455591616591069,train
6,200,False,True,e,0.16552967820300765,0.17839775973147667,0.17839718799952345,0.24561928904206362,0.24084605961304767,0.14260190086898059,0.15821540565075828,0.15820489965154466,0.29925079547742206,0.24595458029199657,train
7,200,False,True,f,0.06832279922966714,0.0845693241498776,0.084538619549622,0.059339348873882855,0.05741383956939112,-0.0483437227425565,0.05568052677276732,0.05567215185517199,0.09935645243273342,0.08101845432229143,train
8,400,False,True,c,0.007499424996535354,0.06030409717276731,0.06042379750464796,0.08425493966898337,0.05675548162314472,-0.09872943863853827,-0.030057607867975664,-0.03009894707333075,0.006289824493704685,-0.02263422338992327,train
9,400,False,True,d,0.00492528640284897,0.0047267145020058856,0.0047266987558622926,0.004537699018635098,0.004726594206059676,-0.01927506437845684,-0.004052802501552151,-0.004052880287574414,-0.0026856773069135007,-0.0034288624169818427,train
10,400,False,True,e,0.20190398245054472,0.22800687139060177,0.2279547771806594,0.32383601473592266,0.2708263770412439,0.16866216241464208,0.19096368694300236,0.19095465448730448,0.2562414317873205,0.24623751153318818,train
11,400,False,True,f,0.0504908732134606,0.057833754764229736,0.05783143480776094,0.06004940803198126,0.050728902687161695,-0.017927535202111468,0.049643239653373854,0.04963759062859367,0.07578948200460488,0.06084408767215388,train
12,800,False,True,c,0.0046395830959538266,0.06381399560063146,0.06415181840865115,0.10247639279209593,0.06437040038351488,-0.06633158470371231,-0.015145938069611375,-0.015163322808036242,0.0052439489753911064,-0.012862280027916562,train
13,800,False,True,d,0.0025761181236956874,0.0047488627199441585,0.004748979156199999,0.005231296424079212,0.00474874515189525,-0.023565903285717314,-0.015357750249911675,-0.01535812027600949,-0.014447367069674701,-0.015043258391364195,train
14,800,False,True,e,0.146672587274344,0.16699506811114195,0.16698564549073147,0.2549480280047274,0.2232761372212667,0.13271494286352967,0.15013141624191703,0.15011739914149766,0.2614063016759115,0.2287485494795727,train
15,800,False,True,f,0.010087302876318361,0.06551771190047642,0.06551266399780792,0.08686351426132521,0.06447370597511473,-0.006716327118897762,0.02533871642700774,0.025327156442059646,0.0420425776386088,0.03222325491943706,train
16,1600,False,True,c,0.008481641345246085,0.05367863716679663,0.053678192859784944,0.08077298750030198,0.056210009799940924,-0.01859168339894261,0.04130447194550776,0.04130431920131038,0.06425965387206624,0.0436314643265005,train
17,1600,False,True,d,0.0056689699430615996,0.0042874315033838125,0.004288772681706563,0.005529870825523424,0.004315259020400508,-0.005602470489158269,0.0061647004551703515,0.006169382865228545,0.007032371926557008,0.006393645271845161,train
18,1600,False,True,e,0.14512387294572698,0.17371409876656338,0.17368672769893564,0.2553151641763425,0.22996860039623818,0.14601078279932225,0.16666534582262274,0.16664481000320444,0.2525762366614345,0.2323749777694622,train
19,1600,False,True,f,0.011355773992625466,0.062121355523712465,0.062114672574111136,0.07183605155174438,0.05322509446081755,-0.018851408998552487,0.04398241712011114,0.043977011791980374,0.07074752087179739,0.056191646415576946,train
20,3200,False,True,c,0.0104825754941654,0.05352424845824556,0.05390193040184418,0.07498396481063305,0.05458683473694829,-0.0028187607197101817,0.05468428708877731,0.05453490683266253,0.0766057581265062,0.056820375379179,train
21,3200,False,True,d,0.005161487660060209,0.0052508459460641,0.005251146012351861,0.005659566265977748,0.0050790675533420706,0.004335407361603636,0.004303445641278288,0.004303633133388392,0.005296824749704712,0.0045697474386616616,train
22,3200,False,True,e,0.1557071434989452,0.17420531526337832,0.1753370480573102,0.2650341968117738,0.23842945096711823,0.1445716635116244,0.1664151351991872,0.1665247413213173,0.25916880324681246,0.23365642668809866,train
23,3200,False,True,f,0.013301152780907878,0.06738436646422603,0.06737834163234305,0.07594282675127743,0.055799638413298415,0.0117038326236504,0.05848260762127254,0.0584703198231901,0.08577556704719129,0.07291281177192144,train
