,n,use_location,use_scale,experiment,MSE_wellspec,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,MSE_thetaG,SURE_wellspec,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,SURE_thetaG,data
0,100,False,True,c,0.13014074647432483,0.05347257766501585,0.05141063156816955,0.12911009266248294,0.06553374537965659,-0.1172414414229753,0.07464121978981361,0.07157509390319809,0.11394467818219838,0.08694991387625434,train
1,100,False,True,d,0.044572534330352714,0.01393314378071121,0.013938688376563736,0.009002622261708252,0.00557783381958776,-0.02577610282770529,0.0011944806868153357,0.0011918760595702872,0.004606738646204089,0.0077784240559475165,train
2,100,False,True,e,0.2112563905133171,0.1938983060920517,0.1939010554424904,0.2954601388211404,0.2758268480593308,0.08788356608466444,0.1355177447348068,0.1355076431075712,0.22910278111411414,0.21436116888615447,train
3,100,False,True,f,0.24586505449862156,0.13628933940385451,0.13624071510280586,0.08869885140049508,0.06377625774759076,-0.035736658840101264,0.07511449992774309,0.07510916156061974,0.11413212524794047,0.1361521404859829,train
4,200,False,True,c,0.011822330402467598,0.10860522027669704,0.10300219559303522,0.09807751833041795,0.0512598288970401,-0.08199470511771843,-0.01537764101154032,-0.016584981176034574,0.02540051562910108,0.027543433341891688,train
5,200,False,True,d,0.039285525490965624,0.020097868460001608,0.028455926431738384,0.01776391103341393,0.008428655749811166,-0.009891248547040647,0.0022861733573629373,-0.0014687864308127452,0.002115751754967512,0.014322064677036422,train
6,200,False,True,e,0.22072447648191038,0.25525448894866626,0.25500518472574496,0.2622223625033509,0.2670846568951091,0.10936901102336563,0.11540676310707589,0.11539686728811105,0.26454065487788236,0.23921941843168903,train
7,200,False,True,f,0.0636389685666592,0.0584455966462771,0.05845476230679487,0.07576108522769903,0.05624148816627212,-0.05058559793041946,0.037107036596242364,0.03709704605376835,0.05050453677770463,0.04719559192608469,train
8,400,False,True,c,0.08407989065470442,0.08378604855970004,0.08384897324920283,0.07177253193391077,0.057852860972006474,-0.07734848167283706,0.030282536690924147,0.03027492948766792,0.06369665430893733,0.043001378927245704,train
9,400,False,True,d,0.0056033002475029845,0.006159093461120626,0.006135495287507928,0.008230251314029468,0.006159430837718709,-0.010838489629229585,-0.004990913985138619,-0.004995828242462075,-0.0045244277575051586,-0.0043817418111747886,train
10,400,False,True,e,0.17909575369670125,0.21434258048171187,0.21433505003250322,0.3408108214190224,0.2714622061938122,0.15614471423723572,0.18902854120511767,0.18902427369276606,0.2633555309433167,0.2414833666467661,train
11,400,False,True,f,0.025889902992006636,0.05928987689410983,0.0592905699936452,0.07779250786297735,0.06105761825516995,-0.04229484810334971,0.01897037464335398,0.01895777237598452,0.03412618695628751,0.023460772554500964,train
12,800,False,True,c,0.019716532352900794,0.060267727195330946,0.0602686750185416,0.09082861788731306,0.062135640728244707,0.01340581742489937,0.05293089956880948,0.05292824878974223,0.06923659204270258,0.061276748778554546,train
