sigma_theta,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0.1,0.050989583,-0.002300327,0.041357219,-0.000324227,0.059943372,0.002061838,0.034804679,-0.000199054,0.018835615,-0.001382814,0.015359311,-1383.005168,-0.01954044,0.955313388,0.015341204,-0.014110955,0.010357472
1,0.485407635,0.479722543,0.486172189,0.479193707,0.489298217,0.502551495,0.486104682,0.479819501,0.486056484,0.479862424,0.484211513,-1770.499691,0.483815336,0.968392388,0.485489094,0.47967643,0.483056827
5,1.066661417,0.979401282,1.066300616,0.980088662,1.09297093,1.003052057,1.065850111,0.980918022,2.160357101,2.140660334,1.033825676,-3027.985935,1.003353646,1.092912914,1.066526476,0.979336459,1.011746654
0.1,0.012239005,0.005934634,0.012356049,0.006123651,0.042728752,0.04763531,0.012516153,0.006295102,0.012236057,0.0059233,0.011173663,-1387.859676,0.006107479,0.94385364,0.012240851,0.005889956,0.009596172
1,0.438029088,0.473025961,0.438640361,0.473020794,0.450929052,0.499536766,0.440557654,0.473774746,0.443542887,0.47506693,0.432151435,-1760.262844,0.477664254,0.950418141,0.43822088,0.47279267,0.428836884
5,1.014382046,0.97685064,1.013258248,0.978320313,1.024900497,1.011019539,1.015934755,0.978371273,2.449365788,2.431372957,0.984099131,-3034.416269,1.000269214,1.091258004,1.014410741,0.976890981,0.965623844
0.1,0.010117158,0.003871393,0.01012044,0.004193029,0.021791012,0.035519777,0.01009716,0.004342416,0.010023946,0.00428747,0.01027485,-1373.548998,0.004025961,0.930523374,0.010124232,0.003837326,0.009810115
1,0.488056428,0.487692474,0.486116024,0.487151831,0.495824645,0.512838802,0.487109403,0.48809054,0.485583061,0.492434966,0.485650282,-1769.03045,0.495265404,0.987091976,0.486093776,0.4869434,0.479321731
5,1.071781507,0.954622155,1.071790334,0.954815581,1.090152358,0.987991276,1.067381322,0.956710511,1.203677016,1.102557233,1.034806723,-3007.019231,0.973574651,1.092575548,1.07044379,0.955027884,1.007327576
0.1,0.04784545,-0.000285397,0.036264681,-6.85E-05,0.081022437,0.012617217,0.041006028,-3.21E-05,0.01307836,0.008956981,0.012128422,-1367.343432,0.007905124,0.85247623,0.021915534,-0.000456402,0.010158727
1,0.48508873,0.466113289,0.484960557,0.466293759,0.506668995,0.488196449,0.487142281,0.467020442,0.488930917,0.480168703,0.485473633,-1783.540449,0.467145576,1.016731323,0.485004399,0.46606478,0.47765843
5,1.035947266,0.99527885,1.03591805,0.995475472,1.066405296,1.02184319,1.032743684,0.99669367,1.727003179,1.652197319,1.031231697,-3032.288381,1.020055243,1.0862407,1.035879429,0.995299515,1.014620356
0.1,0.022109679,0.091731016,0.021117815,0.092117596,0.058433162,0.11141844,0.016930121,0.093687611,0.015292339,0.092662529,0.01282979,-1420.733766,0.093971021,0.946248906,0.016720451,0.09235501,0.01025959
1,0.507425378,0.493395356,0.507041777,0.493411557,0.546894884,0.513816858,0.506274977,0.493644121,0.50092404,0.501331051,0.501035257,-1755.697103,0.502672688,0.994222744,0.507177709,0.493231855,0.495119025
5,1.04951461,0.983776984,1.049378863,0.983965327,1.102888816,1.011574024,1.050916773,0.985788169,1.490392698,1.498029355,1.053783731,-3044.508392,1.012869764,1.092616118,1.049629536,0.983832068,1.021796149
0.1,0.017695257,0.019712094,0.017582048,0.019700861,0.028280364,0.054257902,0.016815068,0.020783584,0.017634126,0.019737966,0.013439143,-1395.342896,0.020544394,0.797677606,0.017575138,0.019677785,0.009973946
1,0.529613523,0.432179468,0.526079094,0.432328415,0.556954552,0.449812977,0.53014208,0.432854295,0.521477689,0.443547876,0.520219662,-1719.029813,0.433950606,0.997753773,0.525483068,0.432089872,0.515546851
5,1.132958887,0.958906858,1.129618934,0.958466416,1.13679766,0.988603229,1.128271907,0.959887949,1.257846675,1.100947477,1.082754725,-3025.375759,0.981361826,1.093892701,1.129069012,0.95841124,1.067307766
0.1,0.032262464,0.004953349,0.032037671,0.005011982,0.054051847,0.028434143,0.032647744,0.005650853,0.011550985,0.017872805,0.019977603,-1383.555324,0.008040326,0.919411255,0.032117867,0.00492169,0.009856506
1,0.50208164,0.457643002,0.501748486,0.457956999,0.520444092,0.47746514,0.502055663,0.458163024,0.503789419,0.459713745,0.503949169,-1768.376665,0.461842354,0.958965981,0.502013082,0.457571304,0.494710985
5,1.10227837,0.958319292,1.102087563,0.958509052,1.13600191,0.987317185,1.102634865,0.959706487,2.190986612,1.913000975,1.067295449,-3039.000488,0.999778406,1.090618579,1.102223821,0.958359053,1.021375654
0.1,0.050564737,-0.003215553,0.048746138,-0.001944,0.051043687,-0.000487765,0.052132829,-0.000723004,0.042459733,-0.012010247,0.011665016,-1379.501355,-0.059369423,0.953752943,0.012037087,-0.05438936,0.010394676
1,0.515059989,0.398606525,0.514594985,0.398767012,0.538796277,0.44465192,0.514304346,0.399825859,0.494461813,0.433864391,0.506826561,-1750.703702,0.409559166,1.064608901,0.515034885,0.398590744,0.477028951
5,1.026093913,0.982741559,1.026260638,0.982848889,1.053763069,1.009551323,1.023349494,0.984366007,2.279820636,2.296045277,1.008007148,-3012.688757,1.008780021,1.093703353,1.023483001,0.982507308,0.988491706
0.1,0.010785717,0.001997521,0.010740955,0.00198528,0.026678469,0.037844652,0.010064893,0.003043907,0.010390269,0.00223092,0.011700666,-1389.474705,0.002732573,0.97474282,0.010754205,0.00194745,0.010045027
1,0.495808244,0.452320684,0.495903111,0.452397556,0.504307421,0.475740675,0.495877005,0.452937727,0.504558725,0.462987912,0.496264499,-1742.753476,0.454819187,0.988217026,0.495847729,0.452178899,0.497169377
5,1.103718932,0.958770508,1.103417499,0.95884221,1.168559708,0.987757184,1.106736907,0.961268954,1.362444841,1.238182344,1.060149014,-3042.477486,0.992874461,1.091881931,1.103216105,0.958688999,1.029161981
0.1,0.037517239,-0.003683245,0.040364215,-0.001820682,0.041238482,-0.000640917,0.040432528,-0.000756289,0.031595893,-0.009153558,0.009578528,-1363.991595,-0.051181694,0.915546707,0.009241561,-0.046271633,0.009220283
1,0.489844461,0.474054805,0.489836498,0.474288238,0.503464475,0.507926963,0.485397589,0.475314818,0.457464735,0.499716734,0.471470664,-1774.133758,0.482049122,1.072463408,0.481748642,0.474365843,0.453163962
5,1.128599861,0.977007511,1.128654324,0.977125629,1.168122546,1.005882711,1.126703219,0.978506317,1.458663743,1.371049759,1.111804765,-3076.363285,1.001884766,1.084496752,1.128521413,0.977045624,1.076379245
0.1,0.01629465,0.071660374,0.013135424,0.072168249,0.034420574,0.094877861,0.011180808,0.073548432,0.011431535,0.072557107,0.009973553,-1395.479539,0.074815164,0.936615919,0.016318851,0.071638606,0.009692192
1,0.491248846,0.492625822,0.491129391,0.492791945,0.511173408,0.520414932,0.491355502,0.493877845,0.497434116,0.497168283,0.496262345,-1775.485953,0.49892928,1.019602309,0.495532777,0.493943701,0.486313258
5,1.153322188,0.97353905,1.153358402,0.973881322,1.166508858,0.999566627,1.152378774,0.974296347,2.471591496,2.262418265,1.135210841,-3025.950701,1.009287469,1.089567133,1.153214501,0.973551816,1.098682446
0.1,0.013816181,0.045378204,0.011696851,0.046214221,0.037750108,0.076111892,0.011615216,0.046392375,0.01179239,0.046007752,0.011234942,-1387.281845,0.046536531,0.96757155,0.011888893,0.045854169,0.010201163
1,0.523526045,0.411279156,0.521998234,0.410533012,0.578819775,0.452669835,0.520582166,0.411442575,0.508801758,0.420101668,0.508830906,-1737.56531,0.419454035,1.019714062,0.522272953,0.410397797,0.500333735
5,1.135309315,0.984332195,1.135256132,0.984447986,1.182381675,1.008909728,1.136998385,0.985628293,1.451170688,1.298744461,1.11926569,-3082.330406,1.009513211,1.092267099,1.135664692,0.984397879,1.092597342
