mu,k,n,SURE_MSE,SURE_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
7,5,1000,0.07246545158367547,-0.0006949015957175106,0.051569751892299225,-1375.860119846334,-0.05310280054538612,0.9271551806674445,0.0501038999134422,-0.0521359509831484,0.048402549889534074
3,5,2500,0.012597244552316629,0.040118977148177144,0.006621426257695245,-3443.9454174096777,0.04191730784984848,0.9730670731020935,0.007773596748975238,0.04073906721024469,0.006076591758055261
5,5,2500,0.003944578281889142,0.030109296416831605,0.0033558564142347714,-3514.1826242712186,0.029935219676945055,1.0157417699092421,0.002909698428355426,0.029415415264908915,0.0021646337400858967
7,5,2500,0.04542663886192684,-0.00044299626432621155,0.0007334098184288027,-3430.6638347328626,-0.05131257868067423,1.0373861341017538,0.0007727015078592657,-0.04957732710703731,0.0003293601720913136
3,5,5000,0.012862730140453414,0.00799005724621602,0.009081108767336001,-6917.6763318300245,0.009328062512310862,0.9884877208401773,0.014842301173880676,0.006612410576178991,0.008102335679773516
5,5,5000,0.025135667667416605,-0.000404320889063456,0.013584379005527126,-6864.11819621823,-0.02974157725959667,1.0429614859081062,0.013160190586145993,-0.027530624032780907,0.006979850812793949
7,5,5000,0.006018206252233953,0.00036332088172657677,0.0031494271585019635,-6872.13235787858,0.0012899359683397052,1.0553920041090525,0.005017535003843696,-1.3290465727550327e-06,0.0008147816312327069
3,50,1000,0.1388267186885692,0.1502093521986044,0.12725712733895816,-1511.0235915807248,0.15219339474032403,1.0003844796074628,0.1390984988833469,0.14905006727151043,0.12497832750437599
5,50,1000,0.1377609627748117,0.1125902568834756,0.13684516579290068,-1573.8082716887507,0.11801906543548876,1.0203137509640123,0.1375361634746052,0.11183150814792565,0.1348583068965154
7,50,1000,0.057019300969693903,0.056576876427793195,0.04257393597911181,-1596.0914916173529,0.06197860475007928,1.0002044180648209,0.05815562449398327,0.054499614873274364,0.0389874308165093
3,50,2500,0.0723000359968358,0.02392646157312174,0.06969698575292108,-3520.8479935563846,0.023625652813318992,1.0345005863284065,0.07355524128480177,0.0219016745089466,0.06953968501401751
5,50,2500,0.05148741700906257,0.11400907755729477,0.03512306244550715,-3758.441857734172,0.12062542123768034,1.0697236393465597,0.04579204285936382,0.1167670707450512,0.03302425420803106
7,50,2500,0.0393225140772929,-0.0007128495767257845,0.012352810591296445,-3584.2929557448497,-0.04699254677896788,1.0048435311950454,0.01223366830526889,-0.044763266665766605,0.0182340157065954
3,50,5000,0.05141716785246889,0.07492622374065686,0.05225446885853162,-7126.494957561253,0.0749797548974193,1.0060912804256812,0.05203685926962861,0.07401741739152568,0.04996964344011738
5,50,5000,0.03177482964526767,0.01659432173359437,0.028686764977109418,-7203.009284262142,0.01700998977784293,1.0676834017493841,0.029385861781941674,0.016554214643721026,0.02736636740543609
7,50,5000,0.010453180660115005,0.00709687025678777,0.011423538222693076,-7176.372051069641,0.010587166656217232,1.0533637451963256,0.010444301935120357,0.006605480659059686,0.011024401918417668
3,500,1000,0.5407881779570877,0.48489923120403866,0.5260391910038521,-1907.6856441578375,0.4963264922899075,0.988173084319667,0.5414246149642161,0.4833562901825139,0.5166648743159821
5,500,1000,0.19481723126628075,0.27665478797968557,0.18641576989771916,-2055.808363516302,0.27729453869485926,0.9520795026505536,0.19450556401776098,0.2759464288847848,0.18039845649251626
7,500,1000,0.06040806206382762,0.004260245238760035,0.03729436933288106,-2056.734796360046,0.014942656709577931,0.9925305820893859,0.062039506155876674,0.0027280507953241794,0.032117959195419425
3,500,2500,0.36096828780875806,0.3185285784922469,0.3593167355410348,-4336.299977030798,0.3185147952382105,1.0458747226749203,0.36087634185062106,0.31814729044227913,0.3582945347151588
5,500,2500,0.20899409323276044,0.2555891477707561,0.20814961981342475,-4658.666954795215,0.25528046732687454,1.0283223353497875,0.20968841810444697,0.25467781404004036,0.2014035376369275
7,500,2500,0.038003571305579104,0.06049817608357407,0.025346128268597206,-4678.075546921713,0.06974569952954407,1.0549550926994993,0.026974819648602686,0.06445502706282623,0.024460822135958696
3,500,5000,0.22379918334011153,0.21790234069743947,0.214740712899125,-8163.996879722944,0.22142905116572148,1.0692354037287448,0.22367160648254053,0.21665465449745971,0.20885032694236688
5,500,5000,0.11916653218844712,0.12826923960034145,0.11652515255160367,-8364.351357941263,0.12781914078817644,1.0400227921839815,0.12087740576507229,0.12657755923517452,0.11458720426230609
7,500,5000,0.048138433003343375,0.0268650523236789,0.04538375536587097,-8472.33754489201,0.027159470084899478,1.0564742588051605,0.04526707916450861,0.026742181012675975,0.04501688935001934
3,5,1000,0.02177894451879353,0.032161213360055625,0.017594417700893168,-1384.0739527019582,0.037285152318959715,1.0374834256074297,0.021014519071272882,0.030637603329806553,0.014825404531080794
5,5,1000,0.013986164296412062,0.12658604941730686,0.003000023452319716,-1426.8438686968298,0.13527791510647738,1.017644164501905,0.017199884721217078,0.12459312172920203,0.0012185554541042914
7,5,1000,0.028130069110044648,0.02534660885045514,0.03676407368849581,-1449.1297554563048,0.024625946457830877,1.004342329221645,0.02983066990964522,0.02267589480222341,0.020091316906668908
3,5,2500,0.03527499535382863,-0.0002914873892485048,0.021634658375737637,-3408.4863084721137,-0.024112312425431083,0.9929755503832676,0.02199966984317103,-0.022476518826720714,0.02086682245588062
5,5,2500,0.006925671750020099,0.05916908900149902,0.004090137862802758,-3516.0515305120516,0.05976306067246005,0.9863176567994222,0.008501222032393965,0.05793581299074613,0.002932641329756061
7,5,2500,0.019635625503263504,-0.00014046117995130772,0.0009325995906882642,-3441.027075755245,-0.021339703311857375,1.023089366779962,0.003980563355951902,-0.02064052977363517,0.00015387775501030218
3,5,5000,0.007638369415178225,0.00553163393672894,0.007120914155139779,-6896.746372323941,0.004813065412972355,0.9610137792888447,0.007786857026954762,0.004465570120568372,0.006158991779955866
5,5,5000,0.009162233790699931,-2.0524674802436492e-05,0.0027223962658947842,-6889.910960614574,-0.0016111488573067618,1.04807981898162,0.002702115728383108,0.0010084524770829376,0.0033099919192141293
7,5,5000,0.00811759507849162,0.0025887974341156222,0.009928606154283502,-6904.969654735096,0.003792239396589139,1.0317355143746991,0.010380149805499492,0.002747751830181005,0.010462431172293766
3,50,1000,0.1788376559877425,0.17556429466824647,0.1781730662261258,-1563.5808840779964,0.1757080935789327,1.019312792392387,0.17936971696870882,0.17349739326793315,0.16818488052636443
5,50,1000,0.11751215590580164,0.14479737907651247,0.12721055020730726,-1593.392992067891,0.14847249142799002,1.0444771805435245,0.11983738317721139,0.14275832753014084,0.12298305841675264
7,50,1000,0.009272099124397803,0.03659026292872181,0.009312763910527827,-1590.3176253364836,0.037959221136315134,1.0204835741390743,0.008964086504382974,0.03611186264331059,0.0065057606520127955
3,50,2500,0.09453287902069035,0.08827830090140579,0.09342654347719835,-3644.712104143695,0.08837706030844092,1.038468871536209,0.09413317257608061,0.08731927709289666,0.09196412482661512
5,50,2500,0.07514554637967072,0.06125969652666863,0.07473232551832736,-3765.206323452904,0.06370300386427843,1.0124580526649176,0.07547065292572598,0.059667115230434865,0.0699957976926311
7,50,2500,0.040824372315097154,0.07564972172388898,0.024242781199041084,-3753.6043810830056,0.08095354720697978,1.0339847654324257,0.0470973103414659,0.07490591684908886,0.022327288519091285
3,50,5000,0.03822877775651131,0.024656289261906567,0.0370921659711285,-7021.186946251075,0.023559193617676284,1.0423761365049409,0.0375776229562964,0.023297723630127984,0.03667537397758682
5,50,5000,0.03313267104085666,0.060538670336569886,0.02984008290033886,-7222.743728345359,0.06231319201218739,1.0568643618650417,0.03329211318071022,0.05983085184633255,0.029392032768717324
7,50,5000,0.008325267885284286,-0.00015078485235389962,0.005842959349285816,-7166.399911185714,-0.0093232941479695,1.0596505345070626,0.005811009604673814,-0.006671280778075379,0.0052473304691557756
3,500,1000,0.584984014478372,0.47198033037858794,0.5607279835108084,-1881.9907242235113,0.4850790511961577,1.0401447902559497,0.5855650911911601,0.4709269321359443,0.554072816853579
5,500,1000,0.37932504845998705,0.3654996894510591,0.35582065227835924,-2051.297725618054,0.37765338327997167,0.9343363175763197,0.380346893397387,0.36429842741071455,0.3498650842501373
7,500,1000,0.09336954836531773,0.08924549097971157,0.09003224235389985,-2086.3621015897365,0.1010853158578866,0.9940913708704447,0.09453777137242286,0.08665429805117424,0.08688317462485962
3,500,2500,0.34882264096417387,0.29984192916548946,0.3469949155051693,-4311.970646817041,0.29970907460156376,0.9697158429608853,0.34885159127935633,0.2993038457062701,0.3446866578164378
5,500,2500,0.18615906029533363,0.20359696216536413,0.18512925292676288,-4619.222229450224,0.2033542473786516,1.0228386383152521,0.18748183738776278,0.20216117025707336,0.18443017575552892
7,500,2500,0.04990653575948359,0.020750427923954703,0.03649784745328059,-4642.658192776391,0.023456000333859448,1.0358777625799716,0.04117831964475524,0.020649112836281167,0.036188338362914206
3,500,5000,0.221206093295823,0.23738145920612078,0.22130625530424655,-8074.305338268382,0.2368131957611502,1.002013848186169,0.22131924855278284,0.2365686941208758,0.21937682638411665
5,500,5000,0.1424325064272421,0.1185530349456516,0.14167662422270436,-8375.976876337736,0.1180536552024867,1.0241299201843326,0.14228971887187863,0.11760529249912106,0.14163073911586146
7,500,5000,0.06994879123721483,0.11051802838317362,0.0699248269030625,-8580.757456013214,0.11098817437853777,1.0193515931886592,0.07022264555508821,0.10943654693741738,0.06948333115925318
3,5,1000,0.05056574617871543,0.08261434043743111,0.03335210842476014,-1412.8034503144622,0.08348243954091845,0.9839250758574237,0.03622734760435557,0.08309365459147784,0.029011544802337964
5,5,1000,0.058911259949356365,-0.0016841360446653653,0.0008913902606703851,-1355.7252757252725,-0.11498311722576841,1.0012485371685174,0.006921228490067605,-0.11727238265118808,0.00037575871541848695
7,5,1000,0.09523873353224685,-0.0006025709044945415,0.0217131620288185,-1390.8232884416484,-0.021012815530018544,1.0897297403209443,0.022159012078253725,-0.019849030756232424,0.00626630895656704
3,5,2500,0.012620075485370955,0.027504548519188758,0.011083696743835652,-3463.281810045974,0.026948465223803578,0.993359761242399,0.013655366759004991,0.025890579744140267,0.010983799250531102
5,5,2500,0.002876730255191396,0.06443225559111179,0.0005350170454003992,-3517.330482444416,0.06561375563350702,1.0241152050907527,0.00212126826646425,0.0646303182867201,0.000676361758255098
7,5,2500,0.0046815299772761205,0.019464896748462707,0.006898484582919783,-3513.993407896019,0.020528976981330015,1.0145866757287836,0.00832584060495204,0.017573988850779643,0.00021175434829563957
3,5,5000,0.005135952419383006,0.02387168436924294,0.00439225421882231,-6909.328321320476,0.023765094244015017,1.0190508995434027,0.004905378088593375,0.022810849123387197,0.0020710577743824317
5,5,5000,0.000462053009910202,0.013034589918178971,0.000893991696880839,-6874.8916215472655,0.015625584518493635,1.0099502940883773,0.0003910370222224493,0.012427431722561597,0.0003220350138886014
7,5,5000,0.007071359731512602,-0.00010131202540396772,0.0006336074995243798,-6864.607077432969,-0.007996706315504707,1.054035309844761,0.0009509532519510671,-0.0048766592242805926,7.095047435646911e-07
3,50,1000,0.20186352962590545,0.09859232418801821,0.17210165178895812,-1512.4123032442608,0.10563720306587425,0.9728513003017627,0.20149415373495333,0.0967552442837416,0.17100048690880876
5,50,1000,0.08526112673134202,0.11311929085498537,0.08453090151458519,-1577.201588580669,0.11272868108604621,0.9440453493058012,0.08631767563145762,0.11189128741042009,0.07738086348863525
7,50,1000,0.036212822322740326,0.04309940784824585,0.026793030439304966,-1536.5143062782568,0.04483349831897954,0.9925538963565912,0.03651066357705408,0.04205696964468939,0.02941907952835453
3,50,2500,0.07421313625096349,0.04176286822492166,0.06987924874967436,-3611.2655921515543,0.04507948047628924,1.0261952266624552,0.07458251209663325,0.04026623569564963,0.06684682114504736
5,50,2500,0.04366165570381261,0.058718016055289084,0.042547729308494896,-3732.898017427914,0.05893105220148682,1.0478861038871006,0.04364139473841253,0.057629554451030705,0.03747190714181734
7,50,2500,0.0044481164086778175,0.03709811621490826,0.005151788075429203,-3693.735085981423,0.03721028736218268,1.0263529843835308,0.003998507188311205,0.03647811539152644,0.0037800292774411923
3,50,5000,0.046563190946625935,0.02081637120520627,0.04244157765956887,-6957.349748979108,0.020510056342275675,1.01150517109802,0.04666775127518487,0.019235519924302027,0.042099875236804134
5,50,5000,0.03231226924008761,-0.00015784600611605128,0.01618918692100251,-7064.650386260626,-0.018611404687942014,1.040622379375332,0.016997913667855052,-0.017038206989559875,0.015353383430567436
7,50,5000,0.006689624446851134,0.03878830600599049,0.009846986138785048,-7215.717103593187,0.03831690077471339,1.034759032255113,0.007781197345765913,0.03748795086047558,0.007265919606471121
3,500,1000,0.43286094697067795,0.4383991229975018,0.43137105176078067,-1898.73182824917,0.4394207128082826,0.9963480403957383,0.43432437625107345,0.4369527382950214,0.4221298524664053
5,500,1000,0.3494548754134995,0.13694028111466355,0.337604597873612,-2021.6614343193808,0.1427666482707234,1.04819601528978,0.33949548961656556,0.14022088712760614,0.33820615670783305
7,500,1000,0.051865015439334854,0.0751132611869582,0.06100600126959837,-2106.6296524016934,0.07786565729059271,0.9996667455351662,0.05321443154339276,0.07365391435767424,0.04941103631723609
3,500,2500,0.36118235784292557,0.3801255443101556,0.35391677641898583,-4441.19718623757,0.38207954036741465,1.0217365575585182,0.36018757615532215,0.3792593027496852,0.3423682346775374
5,500,2500,0.1701498601206784,0.15609723303515494,0.1712544994734145,-4585.753225180758,0.156024252271136,1.0204543480067458,0.17021247053051933,0.15530187526428726,0.17101424811604837
7,500,2500,0.04373793889208287,0.0034288236545713517,0.044940830543486916,-4714.813400738638,0.003922047970895801,1.0088322439836415,0.04453718170869069,0.0023152771041117376,0.04357436637024572
3,500,5000,0.25635522177229975,0.26615242601081046,0.24282654835584438,-8108.677337548948,0.27076177690944825,1.0562658449959017,0.25705847740235827,0.26494029248154805,0.24014269961003984
5,500,5000,0.1146651968982165,0.12747262350892596,0.11235504733231073,-8400.28974662894,0.1292947791282495,1.0358949188283277,0.11132786470078797,0.1285925009848088,0.11092576239696152
7,500,5000,0.08510754621224474,0.06056347358540661,0.08553105555974796,-8426.613614358013,0.06304022438205975,1.0551453787114569,0.08602544457400321,0.05876071216969867,0.08318690402159412
3,5,1000,0.03790187343901347,0.07001361976459271,0.015550344235647278,-1409.3736065897147,0.07707979695864765,0.9747314825504748,0.017538224609593384,0.07285497801044198,0.01473702776723024
5,5,1000,0.007857769223000372,-1.0474856477003414e-05,0.005024834694830173,-1397.478711467966,0.007688207717524392,0.9437133292977826,0.0051855580694448854,-2.6679085124214907e-05,0.0020796240293237196
7,5,1000,0.05752578706347227,-0.0005258944528256962,0.015480551562972636,-1372.4731279403838,-0.05829147569949111,1.00764535297022,0.019515136411034164,-0.058407808491974945,0.009012604153100564
3,5,2500,0.02518658633097941,0.027258419369591138,0.01814044391400879,-3500.4659679674214,0.02880825442819223,1.0080760403895863,0.018066552802846,0.028087738942413853,0.019368775449606416
5,5,2500,0.014457737395777158,0.05139171340145913,0.01190191597426026,-3500.8640301511473,0.05084169459005534,1.044814134795735,0.013499961016745266,0.04997236325178892,0.01381834898150743
7,5,2500,0.01375188549462743,-0.00024004413716684211,0.0013414477476769284,-3461.45059788836,-0.017902691981382304,1.042855128530422,0.0017003501708961791,-0.015886608060032996,9.920462002804972e-07
3,5,5000,0.016011277346248853,-5.9977052690737765e-05,0.013137357684265334,-6927.781282946888,-0.006595391334331725,1.0338346674230856,0.01431435756211234,-0.005168922331642898,0.004682436775994663
5,5,5000,0.013105702323271245,0.01458713125574377,0.011403479246060855,-6902.186805233249,0.01518949415375373,1.0343623350887323,0.012375068646764803,0.014242722657415652,0.010576790351396978
7,5,5000,0.024947025757387255,-0.00020490165873252408,0.013392307315905086,-6889.824014103895,-0.010912290900282097,1.0550292355788984,0.013902871660407285,-0.008027649911864864,0.012375033166226868
3,50,1000,0.18814473845351476,0.11558075083012932,0.1833108058539939,-1504.3764440436219,0.11495409514108655,0.9005208952784879,0.18767771279337647,0.1141802843965579,0.18168765870557962
5,50,1000,0.09749333826980246,0.07895741684208292,0.10000865912007613,-1548.7854944478072,0.08158925365808636,1.0013852132489705,0.10201799266855104,0.07603347285481528,0.09654082601233491
7,50,1000,0.002205151519417011,-1.4908270715977779e-05,0.0023267925743125158,-1522.2918658367325,-0.0014392730105989814,0.983768177911893,0.001172197213247853,-0.00013404986572550115,0.0011235337696610757
3,50,2500,0.09167934722197824,0.07119921818723797,0.09101630354421067,-3613.016450812306,0.07024198859538901,0.9520111041649617,0.09135084096833071,0.06982840570840035,0.08934849071945154
5,50,2500,0.046138209940129016,-5.519831014589727e-05,0.03943134790473817,-3597.3210244044744,-0.0066772327441904054,1.047543015014676,0.04174675507197299,-0.0061708370961245235,0.04002254197103171
7,50,2500,0.012979313889223713,-0.0003121878427968113,0.006580469125592753,-3628.803418265521,-0.023971759835690137,0.9810617595015289,0.006740804399202755,-0.022003991380108164,0.006719744239315844
3,50,5000,0.04833703968235693,0.04223563311467715,0.047727660388438835,-7057.9786826833915,0.04145668615751565,0.9876728172537953,0.048175735936512094,0.040806274598426714,0.04711294419697109
5,50,5000,0.04246623551908437,0.05356119527855535,0.0435870579992025,-7179.071633205929,0.05283361248866731,1.0302641790237597,0.04390760343299509,0.051692068257558274,0.04145640670179128
7,50,5000,0.002250242451870181,0.04593203298864737,0.0020899924711928974,-7192.392229253795,0.0454974003453639,1.0406910246482044,0.002396819651274637,0.04515843893955825,0.0006327900669468133
3,500,1000,0.46438799697398914,0.42021985891262714,0.4634670585186432,-1886.0826138233663,0.420525055266475,0.9025941797393032,0.4644260695281286,0.419843252889051,0.4636293983107493
5,500,1000,0.2521577326635935,0.22089606310236423,0.25054412145919713,-2016.673177191997,0.22013522267599342,0.9446436104381903,0.2529836594145492,0.21961057396289813,0.243090253078689
7,500,1000,0.08692584073995807,-0.00012681615504220645,0.03543891991196442,-2031.9206083894605,0.00573204360916634,0.9522207173703887,0.050675014019446026,-0.0004824984320794101,0.026234008632011467
3,500,2500,0.35591251362439463,0.33078053697534376,0.3552459503083037,-4382.056348144528,0.3306347919384698,1.0128443969310719,0.35592132733738513,0.3301967187845374,0.3546176182114638
5,500,2500,0.14534325099876738,0.25453154391409916,0.14237744642841063,-4737.202869112161,0.2565016895674202,1.046511827271486,0.14047960032673137,0.2557099389100567,0.1400478217766799
7,500,2500,0.10303279199742549,0.10360061232592252,0.09793199912333465,-4810.575786848019,0.10562398715557647,1.0416922237196515,0.10542510262565578,0.10230897929466118,0.09186656332594373
3,500,5000,0.22660433480054218,0.21168718610454926,0.22590288025623173,-7984.627277523263,0.21115255630679258,1.0097318915777451,0.22681545527190428,0.2108220335168102,0.22481669979380808
5,500,5000,0.13171071302271836,0.09164932553341641,0.13091744560751736,-8290.449062963904,0.09163109962538256,1.0175909719783103,0.1308173240093714,0.09127428560141689,0.13034334511471787
7,500,5000,0.042664820908605544,0.016161923756678517,0.03668659615705913,-8358.21698553126,0.017020052799825863,1.046483580097414,0.04040743541590037,0.0153922142110192,0.03489033464619174
3,5,1000,0.024026352179532345,-0.0003357913710938192,0.016027906991040154,-1371.388118165637,-0.023544599072366054,0.8595649974428802,0.016835818560134386,-0.025002821568469245,0.012101202930661841
5,5,1000,0.06745012516922849,0.001191470243244794,0.06330044022649967,-1388.347864893531,0.0011505186265151224,0.9789774217807344,0.06911885629462856,0.00027683801646935535,0.05857152525716977
7,5,1000,0.003987655093858021,-1.4273780275743776e-05,0.0013592266342653632,-1402.8860801304295,-0.0017113878262864546,1.0050536915994026,0.002112126398128983,0.00019709133453989125,3.258304443297704e-06
3,5,2500,0.015593598897252557,-4.118807890063181e-05,0.012978428119733548,-3499.17511301995,-0.0040039793175465094,1.0017393131606025,0.013732108359808095,-0.0024726353143067173,0.011236312996902252
5,5,2500,0.005974736325174126,0.0038886546848845684,0.005104034474624789,-3491.732057122169,0.003379960714769004,1.0026618203383675,0.005219298072180137,0.003017431737399966,0.005254058562605346
7,5,2500,0.042438403810894226,-0.0003407637166126733,0.0033618045883141525,-3462.31957852936,-0.0357078899136679,1.0752724652056824,0.00854102779046282,-0.03430066171800572,5.2466147589344224e-06
3,5,5000,0.006329048808922968,0.03493395883068261,0.005957557912675998,-6926.220110705663,0.03398317875493776,1.0176338538481944,0.006606986587193082,0.03374581421718594,0.005281921434725837
5,5,5000,0.013170595027136661,0.019195480093465268,0.007176509610563532,-6937.351775365391,0.02252997318441121,1.0466734172367476,0.012641534501936834,0.018889481220835298,0.005881920107854104
7,5,5000,0.024153328661737375,-0.0002952786010626369,0.0014554882074182321,-6914.729211226928,-0.02768601294481814,0.9986616173500527,0.0015329598443983583,-0.025568618303476797,2.1755422743270807e-05
3,50,1000,0.1710848048471604,0.16902959282166807,0.16263002687686998,-1501.97934632773,0.1693453655830358,0.9705615668660575,0.17185290243819779,0.16749992696981758,0.15065416913073404
5,50,1000,0.07811614599795767,0.0843107649562512,0.04428782027966926,-1596.020961259837,0.09581866031707273,1.032714292636392,0.0765829229237715,0.08319751391815748,0.036773178362720205
7,50,1000,0.02741495364486504,-0.0002602258826734669,0.006498498952968243,-1572.6514768433324,-0.022312662495470023,0.9406792939264282,0.0067929401332645824,-0.021411821884340043,5.670644097645977e-05
3,50,2500,0.08742420596276607,0.048037950957898104,0.08345942233384686,-3575.227291507831,0.05169543278149868,1.043104606076969,0.0868686866342856,0.04644878798531136,0.0821718244343778
5,50,2500,0.0812475927041722,0.08587070718587675,0.06902318957626781,-3673.5518911300132,0.08714335709790175,1.0459900791467343,0.08087631486379124,0.08442196317788093,0.06719764258473426
7,50,2500,0.036033021922480576,0.04202799099500044,0.025255159753306406,-3641.4559783952063,0.04418668362091303,1.0417410819762059,0.03060496312037237,0.04194368422038406,0.024060480665428676
3,50,5000,0.040827392325186916,0.033676234638403184,0.036765507781420174,-7069.99799285822,0.0334562700022987,1.0560450326507484,0.03768573273871319,0.03312244940121345,0.03557801078922565
5,50,5000,0.053474781691415486,0.009633546118832055,0.05020820538578183,-7075.703211285379,0.012014853466660315,1.063452012187829,0.05439951086547678,0.007932033560536001,0.0494997204506657
7,50,5000,0.006256843808273211,0.012514350054745955,0.00492362616119788,-7205.574652693455,0.012966025691169853,0.9954082025782282,0.005282349498840978,0.01213357535999985,0.0034738570670138345
