,mu,k,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,3,5,0.02555184444488351,-0.01883329719380288,0.025557588875154517,-0.018828708368497815,0.03381414553751052,0.0002455912539946894,0.026971800203442694,-0.009808442518761694,0.0430729307308715,0.00487731032251088,0.02255646776605997,-1418.6776271151605,0.018335959405406586,0.40060384974758634,0.025569931211105793,-0.018840950666381105,0.022130803817195566
1,4,5,0.008906205739269205,-0.03480382275067336,0.00890094432716884,-0.034802465978733266,0.04944957977006596,0.016013203770300494,0.03143158376675705,-0.008682817115620424,0.067381052415779,0.03451743278929303,0.006375597173630809,-1421.3952024339349,0.29925236597995947,0.454241478351385,0.008913220662299885,-0.03481705132093703,0.006751604474632841
2,5,5,0.02666213599875579,-0.017390693259826322,0.01777719015345544,-0.017827022800049917,0.05047015979837197,-0.007557576814061009,0.054970891534191504,0.02159091702263288,0.09941596887855242,0.07198605987857513,0.01900391863101055,-1437.2482319281835,0.18617371715448916,0.4699866343638562,0.01783062764237106,-0.017840688527599808,0.009367212879688344
3,7,5,0.005007097427746877,-0.031990659099834375,0.006525476613804952,-0.03258142122760103,0.005004634735293697,-0.031907490157462005,0.12891366978159624,0.15218252386051154,0.18289904678327162,0.21671094995464318,0.005275427996116876,-1434.4256991558077,1.08237830000534,0.5885783796384053,0.0065356625913731295,-0.0326089422469006,1.0003452586738314e-08
0,3,5,0.0351816062903643,0.016333315593774843,0.03517838320485021,0.01633784334427412,0.04008985435022353,0.02214628827203967,0.03518193853215862,0.016438310126169312,0.04219905954641212,0.023263898852478634,0.03453614310597207,-1430.1367502093422,0.10986329426918542,0.4231202332770613,0.035182567426238355,0.01632555239373528,0.03370132742026309
1,4,5,0.03448585226514348,0.022824534550211866,0.035798469951096555,0.024199524417827432,0.06344089812132668,0.06090936146009653,0.04361286272061394,0.045823408180066055,0.07059678914623572,0.0665887751749192,0.03129483620840222,-1448.047008610156,0.1709174174159823,0.43791374666950744,0.034904834289738916,0.022787903659085486,0.02789943217559216
2,5,5,0.033928650698329364,0.06210553291579072,0.033924734110306304,0.0621122799445277,0.08272151542032184,0.14793723212265877,0.06870412895067768,0.12440344519505583,0.10381325849232564,0.1681989917803951,0.03231260955623767,-1477.0478707326984,0.8318803644789605,0.49530607574360036,0.03391733290016378,0.062090323059852154,0.02672625419691336
3,7,5,0.015198697995916426,0.06947256708199939,0.014786364525465657,0.0695543046594239,0.013081372429802085,0.07045788156955178,0.13244053049316715,0.22518760293599985,0.18811083675552578,0.29142979008556086,0.01138363889098575,-1487.586523067979,0.7713150892017688,0.6170541481682813,0.01474405782559768,0.06950069643695907,2.8698851671568073e-05
0,3,5,0.053607523624535476,-0.020213602868017915,0.053615024250036,-0.020213681025957386,0.044446310990805295,-0.004938706384776652,0.04656094630427742,-0.017768269694260652,0.04443587625270477,-0.0021784872342764175,0.048836231056410474,-1415.7333716714602,0.05038243179491838,0.4201879274337846,0.053620316335170094,-0.020225216807986272,0.051739483464203054
1,4,5,0.020885731921131336,-0.037558845055295255,0.020881458605536887,-0.037559023748113644,0.05907230331703247,0.01307865235972679,0.04221679201261794,-0.008946945698733999,0.06923293463204967,0.018112399909072225,0.021823802835976812,-1416.417865405226,0.4567475263527249,0.39430684665452465,0.020879727678084745,-0.03756281503867626,0.018822279319011863
