,sigma_theta,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,0.31622776601683794,0.09246151868879711,0.030803558017690875,0.08973396178897687,0.030229890976081152,0.08905436402142232,0.030019607142339737,64.48095139744079,64.47895858387335,64.48003432574312,64.4780389943922,0.09250405218411496,-1433.5400195114898,70.41136999302776,66.15862246621255,0.09259439769649419,0.03085333702477783,0.08649356211836766
1,1.0,0.5401591433224615,0.47146185295011356,0.5174270589484803,0.46511799995430786,0.5291634665430739,0.46964546963869247,55.21859526468475,54.76411938224073,55.2176783857996,54.76320526475496,0.5160450297376508,-1756.079842942524,63.87732159096235,56.37440100514397,0.5174717106944665,0.46507251232187335,0.4951500150034902
2,2.23606797749979,0.8261865632561676,0.8374263947378345,0.7985204200354504,0.821339012462417,0.8902667935486925,0.8795243124824917,31.138614083211724,31.29380251470724,31.16379077478538,31.304421289025733,0.7890557930346214,-2335.316466111053,35.0203361865014,32.738315151073955,0.7984652728572191,0.821331922408074,0.7721560479107377
0,0.31622776601683794,0.10840473421941929,0.01361603407526377,0.10733478901983573,0.013547405972090018,0.10634715094337883,0.013443055036060287,65.1619035136202,65.86342486974338,65.16099253142688,65.8625050239089,0.10797617114533603,-1425.3909705804367,79.15032966482674,67.54936664718576,0.10844944294001481,0.013626947087617396,0.09704987499036652
1,1.0,0.5612752844074778,0.48922889450380946,0.5227118444161939,0.46210282153201615,0.5311165266771443,0.47536453342784446,54.080752492873664,54.02345675522302,54.07984076099536,54.02254296511025,0.53030151867998,-1734.7944178931452,64.19664155657223,55.62691437444095,0.5386584194458898,0.45572761457991784,0.5207650964342068
2,2.23606797749979,0.9502761626820242,0.9776037317111086,0.8082285646558178,0.8122656416074274,0.8303748181442457,0.834864540291087,31.147111897713238,30.86328511505211,31.146358454468693,30.862440510494693,0.7982219769634767,-2289.177768964103,40.33854108123214,32.343325520668515,0.8085187786181931,0.8122905548834026,0.7721663144792854
0,0.31622776601683794,0.0925109059345664,0.08975689922059951,0.09274115734911317,0.08966883710103116,0.09223347528172787,0.09028403023582678,63.59328341142419,63.86909858122248,63.59236713324831,63.868179227224935,0.09738463321259894,-1466.057527184359,69.91503520250626,65.5431351063145,0.09277169928786783,0.0896670709894047,0.09181483235219384
1,1.0,0.4848166816792996,0.47163720305334234,0.4835462175270691,0.45972492800311193,0.5439553670552998,0.5056147667374176,53.86527688121677,53.292730644851616,53.86435814213856,53.29181694382092,0.47859182276085416,-1750.8940798089411,72.50985755007773,54.897875615947356,0.4835326449472989,0.45970955150779835,0.4725100843214099
2,2.23606797749979,0.8347620109753431,0.8504513780451793,0.7923115662516593,0.8062915470152842,0.8311298701062304,0.8320066528666705,33.2382773361431,33.45225317668199,33.2375989780628,33.45445377787079,0.7816814219366777,-2297.2351366424828,33.70694143738122,34.901540553068635,0.7924676577202344,0.8062437982970501,0.7621867660525409
0,0.31622776601683794,0.08659409284534116,0.12055251037317248,0.08660299491369551,0.12047659925907783,0.0865972831762514,0.12056282727368603,62.099373560767894,62.57393435745235,62.09845744500954,62.57301557132955,0.08668439514460366,-1483.3312224435401,94.94145207321274,64.24038536352185,0.08659445366329596,0.12058226716942977,0.08501701819895571
1,1.0,0.5351936941366403,0.5292117917479948,0.534927461681529,0.5292267190510972,0.5374387988029568,0.5309697706200286,52.997973503606296,52.38832910248894,52.997052927403864,52.387416921244004,0.5297026203705905,-1797.9719029445118,66.16668029597166,53.98962927892906,0.5291634078387458,0.5152002127243538,0.5225414976593813
2,2.23606797749979,0.8879022439182561,0.8134095123230299,0.8605781511432103,0.8027588523243498,0.8888515250710627,0.8386248572597019,35.19853694125475,35.51739374385734,35.20130844485204,35.51927571619101,0.8599252304906564,-2305.0092054395145,49.499784766882335,36.97907572922751,0.8605241563431433,0.802837579723381,0.8314845415672169
0,0.31622776601683794,0.0963550371199571,0.0884759165115147,0.09628509200992597,0.08855461907868971,0.0955790795092508,0.08897406025077226,62.93334007650163,63.00731213818345,62.93242237032335,63.006393003622044,0.0962296038581126,-1465.7024596412223,78.51181942090896,64.67847010371429,0.09635848672900811,0.0884839072007328,0.09535851882564368
1,1.0,0.556564375275823,0.5661696235194932,0.5019481235325405,0.47622882393697796,0.578225657278132,0.5169246261271578,55.32497833463009,55.88293809083483,55.324067499115515,55.882023862823516,0.4930023722088841,-1758.450788348267,73.03309212927148,57.49348735840333,0.4976158116876225,0.47390413721105845,0.47610570342988046
2,2.23606797749979,0.8559622234698128,0.8223806803619231,0.852236152432728,0.8221278555774286,0.8862203288712172,0.8725064887808717,31.074710843544402,30.402970693654257,31.07401612572582,30.40214179095577,0.847211677452836,-2355.8025680773044,41.041264396389785,31.856622049077952,0.8462167339065806,0.821406436048974,0.8289134947472576
