,sigma_theta,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,0.31622776601683794,0.09653003007556785,0.019929761477842475,0.09480347575198318,0.019726168225329504,0.09328941741414815,0.019522067388281585,65.06071141599243,65.60589816835063,65.05979905021219,65.6049782894704,0.09273867734745894,-1428.7750261748736,98.44685398122117,67.28983165797463,0.09611222698737533,0.02025176781340997,0.08679206264784979
1,1.0,0.5413796693481275,0.4693700265933594,0.5412582922959566,0.4694525112026818,0.5487026549988742,0.4852760641247228,54.97734296875943,55.45440918619449,54.97643638138777,55.4534945075549,0.5415043563363968,-1750.829882784891,82.48448409414385,57.06120932728654,0.5413583725395789,0.46941509518200886,0.5322938889192536
2,2.23606797749979,0.85128323542744,0.8453810441495198,0.8583209379203837,0.8147700486691667,0.9268030142718912,0.8603000760738287,30.861581497585224,30.902835706087185,30.86098691734433,30.90198934974039,0.8556944606201968,-2323.2593053292903,37.59318697176836,32.35742675410856,0.8583196566079373,0.8148176361474789,0.8379245445156213
0,0.31622776601683794,0.09122635888802526,0.08334982538156668,0.09576435380756718,0.08215489888864522,0.13923053477807265,0.10630716935529563,63.79342306417882,63.44569593083805,63.79250185015369,63.44477665068541,0.09225122083800155,-1462.6993016678107,94.84055450192056,65.1242161691877,0.0952490447090937,0.08217883294174726,0.090156781359661
1,1.0,0.5210830798327681,0.5215423081859638,0.5219139061105929,0.5212643773959716,0.5438134797529756,0.5311761002540241,52.36883651477876,53.43026720737302,52.3679288991978,53.42935507560291,0.5159721427960181,-1795.1847660804958,71.24590055572503,55.03079647089697,0.522525617278537,0.5212870015826313,0.5056324976932461
2,2.23606797749979,0.8267493030494661,0.8061623836446012,0.8262653022986669,0.8062622283360904,0.8554751373547248,0.8482924169143489,32.19807367110127,31.66003254241211,32.19730973368029,31.659190594829997,0.8236089663683234,-2301.9946326004347,49.32797009035073,33.127653112817285,0.8268188238387634,0.8062145946893995,0.8069568710742472
0,0.31622776601683794,0.10359928380387068,0.21113264632427353,0.11283796136847421,0.16480945744629116,0.10747188184499748,0.1680501771961392,61.424748229697315,61.83120224386253,61.42383098263879,61.830283907058856,0.11256180146292075,-1512.837685709705,89.14653529502677,63.4903155336512,0.11285931861451182,0.16481366867977318,0.09319657813122896
1,1.0,0.5165180898702398,0.49691396007647315,0.48977393997783353,0.45312688432381104,0.575893335590493,0.5027560331476258,53.59228451364686,53.47661398629817,53.5913697835845,53.47569942702778,0.48312581477150957,-1744.5032464148553,80.53599399632962,55.08430380244706,0.48928070344158475,0.4530167305520952,0.45728340446148374
2,2.23606797749979,0.8474007209102116,0.8490442284589371,0.7992655188851472,0.817925105210127,0.8324017031370572,0.8441176425777019,31.737472914817175,31.765639721326412,31.736725274365003,31.764800132849075,0.7974558550837015,-2307.9627417219135,42.754585988652096,33.23440792863144,0.7992458980886125,0.8179974209339252,0.7876291933031326
0,0.31622776601683794,0.08743162545692995,0.07805418124488915,0.08737041082921312,0.07813002414393895,0.08692885812903686,0.07838785492973056,63.0922807192934,63.43164100812172,63.09136460535071,63.43072172667835,0.08735230833833889,-1460.0083271822118,97.26379137437736,65.10509351443989,0.08747054327318254,0.07812600461826605,0.08690917522684657
1,1.0,0.5192136491434871,0.5247593624654021,0.5177569088196857,0.524859303553407,0.599662977247488,0.579133800234848,51.65789601391685,51.751388463829855,51.656981431951095,51.750478319572125,0.5174232446171652,-1801.30030949338,74.72857550305136,53.34658672178262,0.5186995431964297,0.5247463858236782,0.5075656227811914
2,2.23606797749979,0.9467423214186924,0.8004468913843437,0.9185156040048992,0.7907118071519597,0.9820796266970093,0.8376747864655545,30.161427004136712,30.165739758792757,30.162717479037276,30.16559749169884,0.9161537304463448,-2329.342835349535,39.367251003909224,31.607713793893534,0.9185102271658812,0.7907086312261092,0.8895797794645546
0,0.31622776601683794,0.10020187250973706,0.04103186699374555,0.09549243698965966,0.03953799166977888,0.09474319168427786,0.039680350063649256,63.86641172086117,63.61593774281094,63.865493014831564,63.615018296353504,0.0949208201343969,-1439.1409612540428,92.49714510065509,65.29555571935069,0.09574395571493173,0.03957685212337219,0.09161514283533279
1,1.0,0.5741447260625733,0.4697885898374716,0.5739942361263978,0.46981176797087054,0.5643427211477723,0.493318662456132,54.06338441035511,53.75481999222124,54.06247424207674,53.75390569412125,0.569546759415982,-1743.631080010644,62.1129826852935,55.36078001173676,0.6103545692483932,0.5405557158666213,0.5551525713270313
2,2.23606797749979,0.8620298736922744,0.8369456077975517,0.8519224795218963,0.8117707773980721,0.8877286299897249,0.8447900043501332,31.927229731179196,31.70134658173941,31.922899767935665,31.70744138174239,0.8506552310438703,-2331.142161965636,46.70693276728847,33.14664797002135,0.8519202097948444,0.8118303525070842,0.837195727773988
