,mu,k,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,3,5,0.0295698834943354,-0.021137316073653777,0.02956912637427296,-0.021136355442392188,0.041318504308608034,-0.012836459761450442,0.029897859675332542,-0.021038851235500262,0.04441198701453858,-0.012569060058954506,0.029275233313962822,-1411.6756024820195,0.020357708161604024,0.4189846832622002,0.02957274284497909,-0.021149421275872785,0.022195717792941938
1,4,5,0.028522531301185202,0.013411864819398147,0.028547744367569912,0.013411807872596455,0.06308095150521435,0.03768834193494604,0.04332009023445599,0.020565420696481623,0.0701095422616587,0.04271251972400728,0.027336975397544323,-1436.940045940107,0.11568394307240988,0.4115900317669637,0.02788249021662798,0.01326126125914027,0.024775625828244434
2,5,5,0.050607957078855945,0.11446127590678225,0.05058532185756297,0.11447321527711687,0.10923612099304154,0.1511022915195563,0.08690916268636796,0.14589424063875686,0.08458742746505761,0.14634761737679036,0.04757654925520481,-1505.7472082973932,0.46923584609274305,0.5525699195493926,0.050602790470766414,0.11445875649867503,0.016177692101216234
3,7,5,0.028823383306327954,0.04227092272998289,0.02886778934761118,0.04228773838813049,0.029501369737324326,0.042983746223053,0.12911196233696257,0.15947401934422215,0.1848194688866943,0.2146088166427944,0.012046583316343262,-1474.6902316823089,0.9636327674635788,0.543445909955683,0.04231585160316091,0.04263579637434259,0.0012110887406013716
0,3,5,0.029214559659223756,0.04347564485006046,0.028316181258732608,0.043557452700684736,0.035807173229098294,0.05015963402269381,0.029960863398585426,0.045236814554265946,0.0410122369710341,0.05558474505617619,0.027593070084091727,-1446.3843245876074,0.05469995239076616,0.4470859267514504,0.029660817958692427,0.04345808758515682,0.022370551764407835
1,4,5,0.05085275656485572,0.018041983273831875,0.05083686329193682,0.018046534125629704,0.06751930799987697,0.06639875214875815,0.043217606859985304,0.04370901223967166,0.06541393249717425,0.0826557601375173,0.042152367214750776,-1454.0071280222194,0.3125484559712345,0.47403656527015414,0.05085806338459872,0.01803828883565393,0.032852844399748525
2,5,5,0.000522808870723083,-0.07519509691180702,0.0005317977781924985,-0.07519009101621964,0.07307972704737523,0.0037343793667173487,0.060367099279014486,-0.023335827620664305,0.11240408409314116,0.020969032792787858,0.0031237166785719034,-1407.18639649648,0.4837815351518639,0.425570291877513,0.0005281487028457816,-0.07519915985809894,0.0024370176490799505
3,7,5,0.06164670176166681,0.08967697747554826,0.061214865841872766,0.08967029990055107,0.060783602976993555,0.09031656911470827,0.15306123512591782,0.21225344316647965,0.2028980669830068,0.26561106880535296,0.05820163657208613,-1493.4402205177287,0.790718740179504,0.5648049966101422,0.061320158101842555,0.08966136692672194,0.04664229401363387
0,3,5,0.027566553603400473,0.04835066027391485,0.027554527504047695,0.04835863691886175,0.03755232423005608,0.0516290751857523,0.025808702758261533,0.0487232856002995,0.0401434588367597,0.05307027117624966,0.027524124714988392,-1446.2972106356046,0.08546485893021737,0.46492318604633215,0.027551756221362446,0.048343545155065844,0.018839197038112935
1,4,5,0.06192818548050325,-0.03693046150724968,0.05375224654183439,-0.04061924182497876,0.060087669755071155,0.022815673803055006,0.043926599027572275,0.0013257881364741025,0.06600104907445728,0.03603718530791025,0.045203305448137485,-1422.2942716991874,0.10198557248401857,0.43979667046132975,0.05383573279976098,-0.04066987810058538,0.03807738112916815
