,sigma_theta,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,0.31622776601683794,0.093415146006726,0.07073953479460306,0.09340892581093659,0.07075252868410575,0.09340456954660192,0.07076022891258686,64.6199624847748,65.45692969959944,64.61905046796957,65.45601002656659,0.09352938670932621,-1455.7968843804285,99.22946618533919,67.1349500299418,0.09340745175480403,0.07101023994495677,0.09012448324958372
1,1.0,0.5602479499105122,0.5281566174312914,0.5132401152458914,0.47224854671506206,0.5157917642973802,0.49765853381369607,55.15244631318527,55.238233247094094,55.15153732904473,55.23731847055597,0.5046413805284988,-1748.1554276060647,71.87339588387191,56.84521164189288,0.5071549327971185,0.46857384721526024,0.5012269506729105
2,2.23606797749979,0.881609345986314,0.8051914876910764,0.877381250681636,0.8047880627485094,0.905905713947383,0.849076186949296,32.03868164200945,32.21457655176768,32.03815959306735,32.21373493284716,0.8753520938921946,-2308.3989673672113,40.00129572206167,33.67903343864719,0.8803617999244905,0.8052380524878825,0.8532426056155678
0,0.31622776601683794,0.09339600170044503,0.055008070978677326,0.09158565625969886,0.052879342703935434,0.13942062687014878,0.06552141743156721,64.28676147153554,64.47447214570626,64.28584537068109,64.47355262171565,0.08953130091534103,-1445.848062694451,85.49045070171283,66.15380976945937,0.09897231321208735,0.05408204173926015,0.08585848942262855
1,1.0,0.5721307023551351,0.49567328195619714,0.5295329935212408,0.4798995315834807,0.5447351307244253,0.4914193485861683,53.077912015554,53.27427744329347,53.077000563759775,53.27336307407063,0.5345082907711057,-1763.091789319769,81.7350804141602,54.882186886611635,0.5275941915647513,0.48069730962735596,0.5110255065101413
2,2.23606797749979,0.8356903036627873,0.794492420256608,0.8355571942270091,0.7945627705500606,0.8764081701426145,0.8186145730955452,34.6857244229979,34.84855885246822,34.68504513379222,34.847715604972315,0.8273327337730892,-2273.842309727059,38.44490047352232,36.32259047378009,0.8356476919104664,0.7945438146853075,0.8234070622373899
0,0.31622776601683794,0.09777114388186639,0.07473945064668078,0.0977705979798709,0.07480292077130549,0.09782506839074338,0.07482147599677683,64.0680897545322,64.1013559269227,64.06717214025619,64.10043642897607,0.09817860751840451,-1458.4696472481342,98.02716038104606,65.78057410646647,0.10949789540528233,0.08282466545379544,0.09781425358532604
1,1.0,0.5223038597160852,0.4453814958680587,0.5222830220862509,0.4454422422746557,0.5595591682781635,0.47850214129375535,53.8963977129827,54.12947879032302,53.89548414649407,54.12856450597436,0.514073640928927,-1727.8990563425136,66.46114136694315,55.73948948769926,0.5222442955325964,0.44543901839004774,0.5013408585559107
2,2.23606797749979,0.8652858381595494,0.8130070803989689,0.8468783705430304,0.80512036368471,0.8643212149211624,0.8179205180072074,30.85649689304834,30.277041181356115,30.862567018857074,30.27731849352067,0.8421394379109163,-2297.60256455385,37.11588558350782,31.73873595336877,0.8478005330656138,0.8050707717281053,0.8338819821784439
0,0.31622776601683794,0.08353941162937237,0.07940282146280879,0.08346859590038695,0.07930459882438072,0.08344684589632309,0.07925347242613726,63.421433757630844,63.56314614230702,63.42051669968023,63.562226883140916,0.08378602286134179,-1459.834754613367,89.93181520350228,65.2355688663187,0.08336640436677523,0.0794197429034839,0.08295361020340261
1,1.0,0.4941568240294315,0.4610947450676704,0.4883897998964435,0.4577816138935796,0.5004487762582555,0.464087683994009,54.281189394483945,53.93120573190936,54.2802773187135,53.93029131297799,0.49009982909465116,-1730.895450459672,77.8956495743471,55.537266113407384,0.4884128059874241,0.457801592940471,0.48059910740776096
2,2.23606797749979,0.8835718744230735,0.857189103917789,0.851574644549253,0.8156715518453179,0.8646356543012442,0.8629328120640476,32.294361952459816,31.839044064178772,32.293653223376985,31.838197403922894,0.852331485163898,-2300.380146787915,44.95620824881514,33.319451214910366,0.8527233504353441,0.8153907564202143,0.8496337273714578
0,0.31622776601683794,0.09646582288961963,0.11848297722387861,0.09645396803227671,0.11852236502213646,0.0960345760400291,0.11864503046314144,62.80526594506272,63.28839337956349,62.80435043079768,63.28747441834834,0.09538243265449554,-1483.665340065531,94.45355055521291,64.95443169165327,0.09649250969836368,0.11849538450129513,0.09007426723933375
1,1.0,0.5210623458414706,0.4795426503172728,0.5203435232515721,0.47948501996176923,0.5667837717084561,0.5119974916998692,53.28834463311375,53.50354225968163,53.287434123507715,53.50262885683481,0.519127494305314,-1748.8007117463765,77.53005206277847,55.107025849242625,0.5201915548839986,0.4790344303894954,0.5120394986368425
2,2.23606797749979,0.8610769104238074,0.7939486182796531,0.8610116439415157,0.7940173330738053,0.9367149819085088,0.8605892328498792,31.671249267152128,31.49428695732799,31.67057897477114,31.49345578103288,0.8609101229788211,-2296.712338157485,45.82295547351253,32.93197144554941,0.8609510469147194,0.7940772694556522,0.844871599786148
