,n,experiment,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,data,NPMLE_lower_SURE,seed
0,100,c,0.07231520701878441,0.07219472951381838,0.10154697201789414,-0.08791671360291752,-0.08791251021764389,0.3100796692354255,train,False,600
1,100,d,0.006627482831519239,0.006605679711402669,0.005780177543655571,0.005684157538915269,0.005688263486606094,0.04844396334033707,train,False,600
2,100,e,0.22148113285793197,0.2214898201028009,0.26353330668082153,0.05014222176367575,0.05013343589447061,0.34616406535697924,train,False,600
3,400,c,0.07714586831288263,0.07708928344311798,0.12079740583202453,0.11246388943761318,0.11245756391427435,0.7536638186499856,train,False,600
4,400,d,0.004835909603162275,0.0048447078242050265,0.005990902032832134,0.006376930787386623,0.006372719765417063,0.012336554718659567,train,False,600
5,400,e,0.1784609750042918,0.17856961371702273,0.222849865591817,0.13350585434466056,0.13348755659593806,0.3274584571617855,train,False,600
0,100,c,0.07154048822898286,0.07153456628973914,0.07863484587166483,0.07842272969356075,0.07841556562769839,0.6782632091136575,train,False,601
1,100,d,0.004601026650923944,0.004601122304005884,0.00730134672688927,-0.012328901990341682,-0.012329285773181731,0.025314621434498755,train,False,601
2,100,e,0.22224584238377074,0.22229408713680457,0.27287962213769285,0.12871797394388929,0.12870497034122785,0.26878563629017244,train,False,601
3,400,c,0.056393562756248884,0.05639075666502504,0.08782762887630255,0.05223479553832469,0.05218647839218335,0.6451982549439136,train,False,601
4,400,d,0.005133575582552155,0.005121356227698598,0.005746305233333697,0.0017251371035440144,0.0017241107194157835,0.12178772242360388,train,False,601
5,400,e,0.20002145038517885,0.1995814485905138,0.2922415048912923,0.1542416313398845,0.1541943990604721,0.3497731701771118,train,False,601
0,100,c,0.06543137295939179,0.0654285211982644,0.1229856952927801,0.024004494705884626,0.024002616428562933,0.19806737258972945,train,False,602
1,100,d,0.011130415247577852,0.011129837736065597,0.011397938055117907,0.00824038790497422,0.008240095501408914,0.009426772818562447,train,False,602
2,100,e,0.16654900019369098,0.16636190063310552,0.274715397641089,0.11987018404292688,0.11985237698989583,0.32710105557966856,train,False,602
3,400,c,0.07337045175173502,0.07335675928148272,0.1251165092506682,0.04672049153837534,0.04667225138608359,0.6830235538433724,train,False,602
4,400,d,0.006802821697154964,0.008412868818050766,0.00844102647033767,0.005644887052288965,0.005008697539819309,0.04376335673188844,train,False,602
5,400,e,0.20358048022972966,0.2035712748170749,0.2825899172699939,0.18370676813569212,0.18370166323295947,0.2809567791076567,train,False,602
0,100,c,0.08953432533276122,0.08955823915801582,0.07710200277148987,0.10809026244819975,0.10806268514609499,1.0690310773048954,train,False,603
1,100,d,0.02339904263694587,0.02340945176028629,0.017327518283011257,0.0013401524381526286,0.0013383181009506728,0.006855337144449827,train,False,603
2,100,e,0.2609229364062317,0.26097842370402885,0.3235235095355867,0.1576813700746395,0.15766867034842677,0.3048501733361813,train,False,603
3,400,c,0.08766823110540663,0.08773355023307129,0.09846009110278273,0.07944119458084047,0.07942887928547528,0.6448125477422607,train,False,603
4,400,d,0.00860536043107885,0.008605456855453084,0.009864688989640737,0.010882677417728992,0.010882368800749944,0.03985465059595507,train,False,603
5,400,e,0.1956579767559258,0.19566314557545236,0.2833896605550481,0.14653263516816165,0.1465317210822563,0.3239229809294958,train,False,603
0,100,c,0.18906914425050086,0.18907999997253508,0.13863354118695326,0.10110077270915384,0.10109522832912987,0.4778115479617972,train,False,604
1,100,d,0.008516028751037671,0.008516388051110105,0.010849378421457055,0.006324015374854551,0.0063237049926186195,0.04617647948554337,train,False,604
2,100,e,0.23014016988165412,0.23014535624354968,0.40216379557037174,0.1407263742872661,0.1407223728267929,0.3246259348839229,train,False,604
3,400,c,0.06408439883666874,0.06411473866557642,0.06996025763058768,0.058073781264178025,0.057995352200710504,0.9903567170100882,train,False,604
4,400,d,0.004900853083789128,0.0049009700783489395,0.005356562337414906,-0.0069740078571485856,-0.006974429797157953,-0.003193935809328643,train,False,604
5,400,e,0.18601559668228393,0.1860481668637041,0.21869028591389558,0.1458170574952171,0.1458075939236385,0.331779380387062,train,False,604
0,100,c,0.0648764045780906,0.0648743442978021,0.09606368499712166,-0.08943483824117336,-0.08943508652071394,0.6301897455515646,train,False,605
1,100,d,0.013818218209351583,0.013819675174001235,0.009769091159470427,0.01720762121315543,0.017207162456722908,0.07767336316548011,train,False,605
2,100,e,0.17183814258439198,0.1718899781883122,0.29157563624647975,0.10233992771748249,0.10233291181552502,0.2824863160789297,train,False,605
3,400,c,0.05306692447669272,0.08076895014571697,0.06358888037099074,0.04966487615778867,0.041727742463543153,0.6677201743324759,train,False,605
4,400,d,0.006887689467805276,0.006897516009243694,0.00852366905279845,0.00202700158716274,0.00202263587597173,0.021656667493474783,train,False,605
5,400,e,0.210550972783587,0.21057837627495501,0.31295973118955694,0.16669806605228604,0.1666992522089816,0.3332772268667829,train,False,605
0,100,c,0.19435109454444952,0.09797501450108881,0.0861866296540523,0.09712993678434544,0.11265680531030668,0.3406172921330095,train,False,606
1,100,d,0.007543400773399885,0.008172979221988787,0.00955228853328767,-0.0027037947371951355,-0.002743231758342706,0.0013839677279772645,train,False,606
2,100,e,0.3011476455316579,0.3011648843041935,0.3344266338140436,0.10893284563271077,0.10892488550482295,0.4628141175220744,train,False,606
3,400,c,0.057426703724698804,0.05742808673464257,0.08188951114153403,0.0851535077862303,0.08514681693763677,0.6906166071934551,train,False,606
4,400,d,0.006428092276544758,0.006428154795320205,0.007900862894668825,-0.0012440531141134593,-0.0012441615987012435,0.01753798913176686,train,False,606
5,400,e,0.20001129764222533,0.2003927954775972,0.24652039410560525,0.1527383857709392,0.15279485783097344,0.30278661739184753,train,False,606
0,100,c,0.20450656974663528,0.20448882002454663,0.20830480052729436,0.07929023294985499,0.07929022519256229,0.856570510389187,train,False,607
1,100,d,0.014939210454641106,0.014944269661061875,0.011573590065177443,-0.011909480043393525,-0.0119109673955262,-0.008077694707950799,train,False,607
2,100,e,0.21356771781469913,0.2135661690857855,0.22353594576360597,0.05100614223427268,0.05100259132454721,0.323766938417143,train,False,607
3,400,c,0.05533654505294759,0.05533606980631947,0.0789556598084522,0.009022553968422217,0.00902146643825482,0.4832354931912064,train,False,607
4,400,d,0.006911148444295221,0.00690678696675989,0.007578854304628089,0.012771976079461123,0.012768923749419764,0.2699225875659596,train,False,607
5,400,e,0.18712467768957405,0.18712685532158566,0.29736072325761326,0.17849272174629258,0.17848631115889232,0.29583287044844053,train,False,607
0,100,c,0.059302418617512356,0.059303447843017165,0.0711040095319908,-0.05772250737422034,-0.0577381048684358,0.6367057480952227,train,False,608
1,100,d,0.013703936550473899,0.013704511919972186,0.01842374880596212,-0.01733618999664772,-0.017336508253336085,0.04364029494681409,train,False,608
2,100,e,0.2188422557028007,0.2188515732549271,0.20243927233222717,0.09481351994839755,0.09481062686437397,0.2803137010118655,train,False,608
3,400,c,0.05902206754737395,0.059046057573126615,0.0816148734177686,0.07238656054685016,0.07236905979581856,0.9556530006492409,train,False,608
4,400,d,0.007619883512434786,0.00764122653109522,0.007602310290382373,0.005462251578148632,0.005452125283210947,0.026942911426171126,train,False,608
5,400,e,0.1906323258284273,0.19065419577865494,0.32252992301923383,0.1627255235777597,0.16270226737099933,0.31206467159532814,train,False,608
0,100,c,0.3202025827525939,0.32013322151655565,0.24261307683098582,0.11341711680331251,0.11340116628512767,1.5464479192367764,train,False,609
1,100,d,0.00580041609545372,0.005800449192768351,0.005193106015350695,0.0009619391088952866,0.0009617728584899155,0.011838982267743478,train,False,609
2,100,e,0.2215642931055628,0.238947543164623,0.2752228796631992,0.1264610829412915,0.15352130823372506,0.31224192216743396,train,False,609
3,400,c,0.05629877757931607,0.05635240614929104,0.06817355307904709,0.06915862200707756,0.06909931710101418,0.6998798206816094,train,False,609
4,400,d,0.005031436983788187,0.005031558089785063,0.005486045851435845,-0.01161717941567609,-0.011617629993716835,0.04619216171855474,train,False,609
5,400,e,0.19009958464715265,0.1900840207068009,0.2656400493551374,0.1586563853960356,0.15864706237995457,0.33655033071335455,train,False,609
0,100,c,0.05325174130874437,0.05332356954688298,0.08497574451806564,0.046151455973084766,0.046094198428139777,0.42737537360344036,train,False,610
1,100,d,0.005945696212009488,0.00594560460618614,0.007361386430179671,0.013738528748782066,0.013737945859984571,0.043107695960084146,train,False,610
2,100,e,0.203682720682007,0.2038265993919347,0.1938920841333761,0.04934899637414031,0.04933156853306766,0.43562955897479816,train,False,610
3,400,c,0.053995851800614815,0.0596931304765494,0.07802957398909677,0.09971240080501453,0.09411370848976112,0.708502379813593,train,False,610
4,400,d,0.005194033575646068,0.005194172466109576,0.006203035757537623,-0.005229766971430489,-0.005229916329231692,0.050979615193501894,train,False,610
5,400,e,0.17771341739834856,0.17759887635296068,0.2584468696479748,0.16901709564265338,0.16900912655160716,0.34487349032872766,train,False,610
0,100,c,0.06869961580184929,0.06869821418273486,0.10072072791966485,-0.06913638022570816,-0.06913681978335412,0.7447834748114596,train,False,611
1,100,d,0.005001226207666104,0.0050054547107223615,0.005872197682200287,0.004155277782966085,0.004154443724687873,0.027373593008484534,train,False,611
2,100,e,0.2726610357320677,0.27234286554524045,0.30108172552722867,0.11401590104686615,0.11399478109317347,0.2920072162727325,train,False,611
3,400,c,0.056864085850131196,0.05686434382890904,0.08344341380422106,0.023456751191832482,0.023457715580695506,0.5242953907791558,train,False,611
4,400,d,0.00625050973880452,0.006378439292767547,0.005706234669753753,0.02236148551484833,0.022096927153785976,0.102508196593209,train,False,611
5,400,e,0.2121143113621046,0.21070197904203192,0.2889452378847934,0.17359431248927273,0.17447036645405056,0.3633781592257761,train,False,611
0,100,c,0.07986869455672843,0.0797931080774316,0.06623637516916762,-0.11744323443093421,-0.11743180244106143,0.5131114954245192,train,False,612
1,100,d,0.0051374858422732214,0.005137570347547294,0.0041082879245257125,0.010284093063688006,0.010283930397225678,0.024303044111617746,train,False,612
2,100,e,0.17461573519256632,0.17466658131624105,0.29216283340996874,0.12812591096718895,0.1281189573991613,0.3605633320646068,train,False,612
3,400,c,0.05678340260710623,0.056779152565971415,0.07469823551357431,0.00960953788330798,0.009605831737742819,0.5517708806403716,train,False,612
4,400,d,0.0042531972135267946,0.004561991942836902,0.0053817975325407144,0.0063300745960815875,0.00604068125742721,0.08554364601032001,train,False,612
5,400,e,0.16490344847467764,0.16458592747905754,0.2668233351968444,0.15361015376346593,0.15322277952953492,0.34477555684727146,train,False,612
0,100,c,0.07422461535870432,0.07414920176927403,0.1617472826464162,0.09435796051724538,0.0943486659309977,0.5771262387094639,train,False,613
1,100,d,0.007910978630714095,0.00791098909044055,0.007611370854786987,-0.020759924609985846,-0.020760048353191413,0.08077360371683419,train,False,613
2,100,e,0.1700083854322293,0.1696833973017248,0.19658422887046773,0.08558648184115476,0.0855586408645619,0.31124971446439703,train,False,613
3,400,c,0.05652115648113466,0.056508487163333905,0.0777272548039749,0.060373878663796746,0.06038487171730722,0.7225421093683321,train,False,613
4,400,d,0.005121206418295436,0.0051215063930381876,0.0049250298972076815,0.005886992068499488,0.005886602643851156,0.007394262522468189,train,False,613
5,400,e,0.16555241529625156,0.16629774954304696,0.2497069956620243,0.16547885223755254,0.16673044513650456,0.2947026270276448,train,False,613
0,100,c,0.06554849773599679,0.06542001635556899,0.08805046359903987,-0.09382396570770048,-0.09389991821779446,0.5961285684417059,train,False,614
1,100,d,0.004661572196516378,0.004661567100540038,0.003116799090041426,0.019167503510945903,0.019167179900273563,0.0844703603320237,train,False,614
2,100,e,0.17033239160602281,0.17033455623483895,0.28086820560262454,0.10839475091139526,0.1083898817028095,0.3261662204365217,train,False,614
3,400,c,0.05259086013616364,0.05258964138859566,0.07792347213596545,0.0018603478799442286,0.0018582193793461243,0.6775695109689391,train,False,614
4,400,d,0.004751855248866683,0.004755812458562619,0.0055586679878597434,0.008203214764233184,0.008195181411511144,0.04819716309486246,train,False,614
5,400,e,0.18121973192793764,0.1812448687822166,0.2903735631133277,0.1548083997002023,0.15480349816408154,0.32443940287170286,train,False,614
0,100,c,0.10574594898919842,0.10580476585240108,0.09298046524475617,-0.1376747908815422,-0.13770411809163932,0.17791264887898742,train,False,615
1,100,d,0.020180646067737663,0.02020141827999356,0.01139019642397113,0.03924474987084354,0.03924056287663918,0.04355637929641558,train,False,615
2,100,e,0.29073301049192224,0.29073581356944656,0.3676652727359055,0.12658926342005467,0.12659039860104052,0.33557495548425903,train,False,615
