,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter
53,SURE-PM uniform,0.007071790081708666,0.007298548559267264,0.007130439673880034,0.0070846880876031726
54,SURE-PM NPMLEinit,0.007061107808773528,0.007061012802607269,0.0070610076386908105,0.007061609718203048
55,SURE-PM random,0.0070723418736728764,0.007279604338209342,0.007132023894460833,0.007086367481112799
56,SURE-PM random,0.0070730965185918215,0.007272201958182318,0.007134122653846671,0.007087958648013508
57,SURE-PM random,0.007071102044578321,0.007300599197450222,0.007130182429924101,0.007083857142214942
58,SURE-PM random,0.0070707188927651285,0.007305706216945271,0.007126828047460609,0.007082521406021555
59,SURE-PM random,0.007071518843109335,0.007265634373357823,0.007126777017841039,0.00708456941165748
60,SURE-PM random,0.007071304315709561,0.007309875516549696,0.007125940847518049,0.007082834147563979
61,SURE-PM random,0.007072249365876555,0.007317742540793332,0.0071325817822471115,0.00708503882389687
62,SURE-PM random,0.0070719618952314,0.007321358823649788,0.007130848229674758,0.00708450512688426
63,SURE-PM random,0.007071732658965644,0.007308007082340726,0.007128304026085584,0.007083792745402881
64,SURE-PM random,0.007070451148918533,0.007290150594346905,0.0071290863265388,0.007082714991685304
65,NPMLE,0.10700450761500666,,,
66,SURE-PM uniform,-0.004442223310218587,-0.0041157384904939144,-0.00442465731305175,-0.004439016062218073
67,SURE-PM NPMLEinit,-0.0028872257267123125,-0.002886244090663812,-0.0028869805137436266,-0.0028871575943653126
68,SURE-PM random,-0.0044424551484554264,-0.004101967074779225,-0.004428067043275341,-0.00443969887015033
69,SURE-PM random,-0.004442527064714205,-0.004093240092968067,-0.004425746682744531,-0.004439644443559611
70,SURE-PM random,-0.004442309967471694,-0.004116423057432162,-0.004425700602366333,-0.004439275939889366
71,SURE-PM random,-0.004442018190146122,-0.004133010112721837,-0.004422593671368578,-0.0044385082748660135
72,SURE-PM random,-0.004442111445579382,-0.004119660766462392,-0.004425306236858599,-0.004438960913638006
73,SURE-PM random,-0.004442277455995196,-0.004113639999789367,-0.004423877985864398,-0.004439069688225494
74,SURE-PM random,-0.004442103494603167,-0.0041121060878929324,-0.004423170604751654,-0.004438688624493583
75,SURE-PM random,-0.004441702125982588,-0.004115916819973347,-0.004421617317483992,-0.004437900662281855
76,SURE-PM random,-0.004441851591915747,-0.004119520505207319,-0.0044203591647688075,-0.004438063924845998
77,SURE-PM random,-0.0044420376651709325,-0.0041152972657264005,-0.00442439058375804,-0.004438713808384395
78,NPMLE,0.2205489656979187,,,
79,SURE-PM uniform,0.007912048185036208,0.007952528300538884,0.007927950495537602,0.007917815663909486
80,SURE-PM NPMLEinit,0.00443651488055437,0.007909942518860617,0.007902984193905116,0.007902761528982545
81,SURE-PM random,0.007911368193576447,0.007951343561602204,0.007927533786130567,0.007917487898606747
82,SURE-PM random,0.007912312559553457,0.00795542029417403,0.007928949532176474,0.00791820571397091
83,SURE-PM random,0.007912013498905655,0.007952815520507582,0.007927967142144929,0.007917797840684582
84,SURE-PM random,0.00791200180093684,0.007952602746222049,0.00792746159804647,0.007917434884685104
85,SURE-PM random,0.007912568873546971,0.00795589415205928,0.007929821804112098,0.00791884778149516
86,SURE-PM random,0.007912027274960104,0.007952495880578656,0.007927823530756068,0.007917691188137255
87,SURE-PM random,0.007912639844352344,0.007954392532105512,0.007929168959142282,0.007918555723463392
88,SURE-PM random,0.00791190280934437,0.007948741992450206,0.007926146152631777,0.007917024773351126
89,SURE-PM random,0.007911880382967489,0.007949451379952191,0.007926500468523336,0.007917255308658522
90,SURE-PM random,0.007911662918748128,0.007951874709757672,0.00792766610582234,0.007917476828390183
91,NPMLE,0.09260482184948497,,,
92,SURE-PM uniform,0.002693029999648253,0.002917178864001642,0.0027212108240655653,0.0026992416409118646
93,SURE-PM NPMLEinit,0.002685819281422539,0.0026861742053064753,0.002685906626803103,0.0026858436308095433
94,SURE-PM random,0.002692192623256329,0.0028822523309983516,0.0027176554109820117,0.0026980468361736598
95,SURE-PM random,0.002692817722491014,0.002915497196963752,0.0027238036438472692,0.002699619861167761
96,SURE-PM random,0.002692923943176275,0.002911667326792653,0.002721651883314351,0.002699127520635756
97,SURE-PM random,0.002692322490294394,0.0029095794267098183,0.0027184650248425514,0.0026978059775851905
98,SURE-PM random,0.002692680443222102,0.002906828871185958,0.00272242616534589,0.0026991016771335196
99,SURE-PM random,0.0026924202954913667,0.0029165842473396174,0.002718902895115178,0.0026981266517040583
100,SURE-PM random,0.002693224187459684,0.0029216661125673225,0.0027191470141609917,0.002698920104669007
101,SURE-PM random,0.002692014005943122,0.002924075250257836,0.0027183609565211773,0.002697314163269269
102,SURE-PM random,0.002692296710271016,0.0029213379353649495,0.00271835060549682,0.0026978112109246055
103,SURE-PM random,0.0026928498831908423,0.0029151688464191493,0.002720156165019834,0.0026988881145681098
104,NPMLE,0.1375454397948568,,,
105,SURE-PM uniform,-0.009033619351330664,-0.008790709793859063,-0.00900415712856235,-0.009030347611138847
106,SURE-PM NPMLEinit,-0.009664424639212275,-0.009610264986967305,-0.00965063139685574,-0.009660543755007094
107,SURE-PM random,-0.009033612064828701,-0.008813112393069407,-0.00900682344059769,-0.00902937660901193
108,SURE-PM random,-0.009033621412571335,-0.008788129421009962,-0.00900583250699274,-0.009030443486116707
109,SURE-PM random,-0.009033629543610732,-0.008793340642064837,-0.009002560566774438,-0.009030187420266796
110,SURE-PM random,-0.009033396210452268,-0.008791761406836542,-0.00900145395814656,-0.009029620411343729
111,SURE-PM random,-0.009033680360623464,-0.008784156671912466,-0.008995204932838235,-0.009029750053443468
112,SURE-PM random,-0.009033698457841889,-0.008787735502268515,-0.009002580411046547,-0.009030281277308436
113,SURE-PM random,-0.009033753328191861,-0.00878354845894826,-0.009001227369977176,-0.009030172424604625
114,SURE-PM random,-0.009033279039954411,-0.00879437991872388,-0.00900721651888217,-0.009029792146904771
115,SURE-PM random,-0.009033199152349968,-0.008792644511292736,-0.008998468717563437,-0.009028635861040097
116,SURE-PM random,-0.009033844126601647,-0.008790207344377273,-0.009004749045255273,-0.009030900651135418
117,NPMLE,-0.011956078136286533,,,
118,SURE-PM uniform,-0.024742802119972006,-0.02458893874047023,-0.024735518241870993,-0.02474470930221786
119,SURE-PM NPMLEinit,-0.02474599452617445,-0.024745822377320224,-0.024745983031687863,-0.024746020439619053
120,SURE-PM random,-0.024745579443089163,-0.024722539524084174,-0.024743504795550545,-0.024745089530351976
