,n,experiment,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,data,NPMLE_lower_SURE,seed
0,100,c,0.08770842774543873,0.08770152201463938,0.10279628737510295,0.05726562485252032,0.05726625255573588,0.3755815752809943,train,False,2200
1,100,d,0.007163466061443028,0.007163207327988172,0.009022040443680202,-0.03332626374285315,-0.0333254743694819,-0.024673860040386745,train,False,2200
2,100,e,0.216187372962506,0.21617955671446992,0.2758309776878816,0.15453197332996457,0.15453377788373476,0.3637399793503209,train,False,2200
3,400,c,0.05832726713114491,0.058966134889198295,0.07712723034840253,0.06591868208402503,0.0656465150516479,0.7070213846349804,train,False,2200
4,400,d,0.008612653395280166,0.008614358831993706,0.00989236490293466,0.016726859878538197,0.016726813483775322,0.03133415254328654,train,False,2200
5,400,e,0.2125223264122716,0.21232605264373963,0.25514701121103944,0.1490849771891726,0.14850804161948716,0.3258541035784136,train,False,2200
0,100,c,0.06739153066542189,0.06741190706189137,0.06957807065882292,-0.0209272598651998,-0.020951252174500966,0.6720003322976297,train,False,2201
1,100,d,0.01869816181425813,0.018698370341959068,0.020197946509375054,0.025848241111806197,0.025847950650948234,0.05853365721087293,train,False,2201
2,100,e,0.25106479177492547,0.25105887227619805,0.3552028072661988,0.15955491849767225,0.15955804068528484,0.35280017144914877,train,False,2201
3,400,c,0.057188555423531115,0.11746820332706438,0.10053435710420805,0.07733877484771924,0.04341454386298452,0.9451185761160411,train,False,2201
4,400,d,0.006665807595302013,0.008979531020280656,0.007422606152031453,-0.010780077485822073,-0.012693211819237434,0.06718178009594228,train,False,2201
5,400,e,0.18394192559866743,0.18394188720483373,0.2890058419061749,0.17569415288919557,0.1756889355373327,0.3119852009200437,train,False,2201
0,100,c,0.07161347271785029,0.07180859208597212,0.08680289056966321,-0.07805196738507135,-0.0780717728696915,0.34794938145095444,train,False,2202
1,100,d,0.0040045597894557035,0.004004638547489237,0.005750033893127393,-0.02037836458327426,-0.020378817691549804,0.015414323887859674,train,False,2202
2,100,e,0.22473360230387648,0.22473749380180866,0.2932394007629269,0.11315752867527706,0.11315108997265555,0.3690931821068413,train,False,2202
3,400,c,0.05679771082758925,0.056796580611281906,0.07776233246787763,0.02801540950754756,0.02801330344558913,0.5064641810506434,train,False,2202
4,400,d,0.004709043584875938,0.004708758395326267,0.005633587993038798,0.005819965235859783,0.005819921526862881,0.032332990193106585,train,False,2202
5,400,e,0.2027526164960471,0.20272879257330914,0.26570178706508196,0.15289739359882823,0.15289412629563237,0.3266101641400621,train,False,2202
0,100,c,0.06408226934257132,0.06295518388490992,0.08505376605518628,-0.004864001523673523,-0.01378197957800822,0.5162080111142127,train,False,2203
