,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter,m,n,experiment
75,SURE-PM random,0.17271937018260794,0.17287800078230148,0.17275255422239433,0.17272782139187684,5,1600,e
76,SURE-PM random,0.17271892020090007,0.17286826436629332,0.17274944658931488,0.17272642999659737,5,1600,e
77,SURE-PM random,0.17271990442035118,0.17288725242517458,0.17275552209555245,0.1727289522299205,5,1600,e
78,NPMLE,0.3607770700703433,,,,6,1600,e
79,SURE-PM uniform,0.16596128146550682,0.1661969294954148,0.16601899885356267,0.16597653405882995,6,1600,e
80,SURE-PM NPMLEinit,0.16605401077400955,0.16613604666741494,0.16607278398840983,0.16605959149296673,6,1600,e
81,SURE-PM random,0.16596286403782629,0.1662065734245158,0.16602828190053523,0.1659803534549853,6,1600,e
82,SURE-PM random,0.1659627455304497,0.16620575447016123,0.16602502152490203,0.16597970289626496,6,1600,e
83,SURE-PM random,0.16596115014193613,0.16619935815673073,0.1660188000768393,0.16597641585599823,6,1600,e
84,SURE-PM random,0.1659607021904594,0.16618712966241184,0.16601437835458072,0.16597473214979416,6,1600,e
85,SURE-PM random,0.16596080352719617,0.1661889316572448,0.1660194697270832,0.16597591119033936,6,1600,e
86,SURE-PM random,0.16596108029987675,0.16619135576944066,0.16602021385808804,0.16597642606437524,6,1600,e
87,SURE-PM random,0.1659613601712816,0.1661893656778328,0.16601647325807917,0.16597604214682463,6,1600,e
88,SURE-PM random,0.16596071789878558,0.16619532711837173,0.16601811026791438,0.1659752744668733,6,1600,e
89,SURE-PM random,0.16595974829382748,0.166183446391926,0.16601297071289473,0.16597284504441545,6,1600,e
90,SURE-PM random,0.1659603300439133,0.1661977762398196,0.1660138734370989,0.165973921096597,6,1600,e
91,NPMLE,0.3481132606495243,,,,7,1600,e
92,SURE-PM uniform,0.1760687559466838,0.17635884816733352,0.17620912706641662,0.17613703636581413,7,1600,e
93,SURE-PM NPMLEinit,0.1763367873190996,0.17644371861886193,0.17635974589825829,0.1763432915315314,7,1600,e
94,SURE-PM random,0.17605534879621396,0.1763694588642128,0.17621387424885526,0.17613777720575036,7,1600,e
95,SURE-PM random,0.1761020770132312,0.17636846189394484,0.17621542469596982,0.17614201593970172,7,1600,e
96,SURE-PM random,0.1760571095261082,0.17635744847351198,0.17620591625220208,0.17613512499081657,7,1600,e
97,SURE-PM random,0.176087088254557,0.17635632443235444,0.17620442119206253,0.1761341623370432,7,1600,e
98,SURE-PM random,0.17596859029611062,0.1763692788898745,0.1762091751884217,0.17613391852329513,7,1600,e
99,SURE-PM random,0.1759249294188161,0.17634935354677958,0.17620329822953415,0.17613231809148958,7,1600,e
100,SURE-PM random,0.17606108499001544,0.17635967069571912,0.17620852385099703,0.17613547798464288,7,1600,e
101,SURE-PM random,0.17597590389569503,0.1763444615783145,0.17620303613818536,0.1761342853597673,7,1600,e
102,SURE-PM random,0.1760495666031818,0.17634939826327858,0.17620770980178604,0.17613654260473716,7,1600,e
103,SURE-PM random,0.1759700309745063,0.17636267359772276,0.17621055754381934,0.17613629404602754,7,1600,e
104,NPMLE,0.5008413494139928,,,,8,1600,e
105,SURE-PM uniform,0.17276693427121587,0.1729428564742804,0.1727971544786722,0.17277366048822343,8,1600,e
106,SURE-PM NPMLEinit,0.1727649247100956,0.17283536857433282,0.172781661351435,0.17276948546148752,8,1600,e
107,SURE-PM random,0.17276743091148333,0.17295741688636979,0.17280268075414112,0.1727750873002539,8,1600,e
108,SURE-PM random,0.17276760266205785,0.17295634707863194,0.17280083981188554,0.17277487347873438,8,1600,e
109,SURE-PM random,0.1727675532252836,0.17293926512034247,0.17279659991953408,0.17277455047739138,8,1600,e
110,SURE-PM random,0.17276684805379014,0.1729302555026343,0.1727941670235519,0.17277319526712703,8,1600,e
111,SURE-PM random,0.17276667383728872,0.17293150683224737,0.1727955865360434,0.1727730808363227,8,1600,e
112,SURE-PM random,0.1727716272599075,0.1729327941566165,0.17279342266145548,0.17277290611887622,8,1600,e
113,SURE-PM random,0.1727669987312344,0.1729403089825101,0.17279837003732446,0.17277397055422264,8,1600,e
114,SURE-PM random,0.17276706289013247,0.17292567094684258,0.17279242758526828,0.17277450431735702,8,1600,e
115,SURE-PM random,0.17276632201841827,0.17292878181327873,0.1727934068353497,0.17277223646777237,8,1600,e
116,SURE-PM random,0.17276735405229432,0.17294760945636056,0.1727993540232105,0.17277441514965375,8,1600,e
117,NPMLE,0.336197642018022,,,,9,1600,e
118,SURE-PM uniform,0.1700925255939974,0.17106738962687792,0.17014537976658117,0.17010485713395462,9,1600,e
119,SURE-PM NPMLEinit,0.17009309672873024,0.17014343790034686,0.17010667194193488,0.1700970122414364,9,1600,e
120,SURE-PM random,0.17009308569600642,0.17107121668084,0.17014443818866026,0.1701054440519899,9,1600,e
121,SURE-PM random,0.170093151373632,0.1710829099148726,0.1701663406598837,0.17010574412318527,9,1600,e
122,SURE-PM random,0.1700917684583034,0.1710722389146207,0.17015129612553814,0.17010226730536387,9,1600,e
123,SURE-PM random,0.17009319946519427,0.17106295415502784,0.17015063578062908,0.17010356920959238,9,1600,e
124,SURE-PM random,0.17009289493898572,0.17106523977255705,0.17015096143618672,0.17010396705551778,9,1600,e
125,SURE-PM random,0.17009191547230898,0.17106139569606596,0.17014642854383383,0.17010296863539323,9,1600,e
126,SURE-PM random,0.17009652851625318,0.17106545406499762,0.17015724290230708,0.17010405416235208,9,1600,e
127,SURE-PM random,0.17009167813849274,0.17106645049786068,0.17013931605696014,0.1701021359285904,9,1600,e
128,SURE-PM random,0.1700913644326033,0.17105628534267495,0.1701390659012199,0.17010422229139693,9,1600,e
129,SURE-PM random,0.1700924790577713,0.17107492626181142,0.17014347859035425,0.17010762561698806,9,1600,e
