,n,experiment,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,data,NPMLE_lower_SURE,seed
0,100,c,0.0813684852901857,0.08137592111386936,0.06605386732082423,0.025424127223692212,0.025417156747666925,0.9578479383749706,train,False,0
1,100,d,0.005582686314348936,0.005604963754216941,0.01132780806767533,0.009030676405193106,0.009029401738138283,0.04637362628924271,train,False,0
2,100,e,0.18282888913495696,0.18281731556828604,0.2045971220007851,0.1609188082899668,0.16091293751579008,0.30729018378547124,train,False,0
3,400,c,0.055933638217493246,0.055942148939985795,0.10514365857474958,0.0805566639247052,0.08052867716497922,0.40653210041405674,train,False,0
4,400,d,0.004814972425948121,0.005597060909384657,0.005182863772579697,-0.007526034783930129,-0.008246193547287,0.03845259023362857,train,False,0
5,400,e,0.19095405021779077,0.19099658379239082,0.24763198388087243,0.1220776064516107,0.12206496980776241,0.3316339495406217,train,False,0
0,100,c,0.07023660732420907,0.07025411328207545,0.0748167972097587,-0.10020118838906314,-0.10022670421716086,0.4842901621817171,train,False,1
1,100,d,0.006583341471108175,0.006583655680508715,0.005231520930697555,0.006425323940875813,0.006425075845650135,0.04574168478957177,train,False,1
2,100,e,0.16762076396611086,0.16762160989750574,0.24513917119782833,0.11980815527904146,0.11980500621249515,0.2799953273505606,train,False,1
3,400,c,0.05735699112463515,0.09797219703324762,0.10530846459182404,0.09471378012026825,0.06238886215164797,1.1778265780497186,train,False,1
4,400,d,0.016327796851420145,0.016329008750187283,0.005510351404155939,0.011593871353342743,0.011593430709953232,0.14503842252178534,train,False,1
5,400,e,0.18986322744091336,0.19005743537126057,0.254237615842029,0.1439830924014389,0.14396648355945665,0.34240315578795844,train,False,1
0,100,c,0.16973143234037355,0.17001080119333495,0.15969698232005486,0.13060697136155283,0.13058358612465198,0.9299273830115218,train,False,2
