,n,experiment,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,data,NPMLE_lower_SURE,seed
0,100,c,0.06605007999050867,0.07674070794779826,0.11010277318902469,0.006542350011107061,0.005468807682039056,0.5557014173969768,train,False,1000
1,100,d,0.01693280943233408,0.016676106179058067,0.01759978566050231,0.03436657025447769,0.03443724229566964,0.08834719072882122,train,False,1000
2,100,e,0.26724213972272254,0.2672120660751307,0.3269382276538066,0.18674420030865665,0.18674459990230513,0.2756898332069359,train,False,1000
3,400,c,0.06129435593264919,0.06134544677605482,0.07668178278718099,0.05512610962438714,0.055094936518358326,0.7183245518602988,train,False,1000
4,400,d,0.005967508221213605,0.005978627874431748,0.006815930380739923,0.000596293925234761,0.0005860850558708463,0.06135418338072771,train,False,1000
5,400,e,0.2026032299541588,0.20261107358957112,0.2857745321439026,0.14957769769228077,0.1495649174984977,0.3074862778867196,train,False,1000
0,100,c,0.11686050763089614,0.1167215703311442,0.09692138958362399,0.004676171104180114,0.004713359042449384,0.6501667896556366,train,False,1001
1,100,d,0.006286648779792309,0.0062882312701274985,0.009041508919666852,0.006012658079061861,0.006011823741063474,0.06007389055905295,train,False,1001
2,100,e,0.15768652557086196,0.16812733863865084,0.2617934369807691,0.12134364825190609,0.12299058371239419,0.27792104310310495,train,False,1001
3,400,c,0.05620227552805714,0.0562030333565827,0.08492340166069738,0.011877529059334507,0.01187718935643666,0.5526928723945554,train,False,1001
4,400,d,0.022964676382207366,0.022970033705100354,0.0056207416044504665,0.02010306540796096,0.02010011156954988,0.15741695400881628,train,False,1001
5,400,e,0.1789555090154106,0.1790061174387035,0.24880595985879306,0.16355363953010313,0.16354520078065357,0.3238533371788334,train,False,1001
0,100,c,0.07216982730521666,0.11670927545146763,0.11640576276501957,0.04025807766870038,0.026006531118669258,0.31124055077891066,train,False,1002
1,100,d,0.010208913919872093,0.010221533055658432,0.009700875431189965,0.031726787553877554,0.03172204178225163,0.06551898040503647,train,False,1002
2,100,e,0.2373028371390033,0.2393543540631308,0.24589427732197774,0.1196444922109108,0.12008632474027067,0.28713292283790764,train,False,1002
3,400,c,0.055410868741336404,0.055405043175724894,0.06614259950038875,0.04059702446236997,0.04060652650902569,0.4531605278323088,train,False,1002
4,400,d,0.008381392730499475,0.008364025431435248,0.007037715110441097,0.014010162986445618,0.014009012214884287,0.023545174593144366,train,False,1002
5,400,e,0.20196622602791423,0.20197157527293583,0.3099380116301781,0.1731752468605447,0.17316691807244936,0.2860574163604276,train,False,1002
0,100,c,0.14375987885187033,0.14368985923864602,0.11790938822411824,0.1326244113492575,0.13263684868240602,0.9595202516491148,train,False,1003
1,100,d,0.006651031475956215,0.031156403017069425,0.011265931621965375,-0.022060744730475916,-0.037309321670074634,0.08337357446875587,train,False,1003
2,100,e,0.20615741054934172,0.20615787957425905,0.2124669599151947,0.13488090881674475,0.13487612632153587,0.34271744741453786,train,False,1003
3,400,c,0.05589186386820053,0.05586679235966745,0.0733706818306672,0.03890810459236718,0.0388488501519155,0.464437088983386,train,False,1003
4,400,d,0.005893890016955664,0.005898659630140895,0.00661912048143809,-0.0013621587960883908,-0.0013657300281573904,0.013708395497756065,train,False,1003
5,400,e,0.1820506998642239,0.1820331922023373,0.27069015676831454,0.17644341280891263,0.1764394722432666,0.321073171553291,train,False,1003
0,100,c,0.08682029852571485,0.08683289709956929,0.10613161458500009,0.0640307819639333,0.06402477934970868,0.7533774670669183,train,False,1004
1,100,d,0.048324306563798734,0.01056373362110556,0.005215033062572269,0.0017638446210455783,0.018251545126400634,0.12063300475316736,train,False,1004
