,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter,m,n,experiment
0,NPMLE,0.8431407931689336,,,,0,1600,c
1,SURE-PM uniform,0.054788894607454425,0.0577920995735218,0.055268435649827266,0.05480836395653633,0,1600,c
2,SURE-PM NPMLEinit,0.05477833464559012,0.05478343620474377,0.05477998238709603,0.0547788330375424,0,1600,c
3,SURE-PM random,0.054791685982701496,0.05782385475526951,0.055462929795504295,0.05481042164038328,0,1600,c
4,SURE-PM random,0.054795122111882574,0.05777690096752714,0.05552354341651096,0.054820046510206805,0,1600,c
5,SURE-PM random,0.054785760657618,0.05782297987739078,0.05511893634381401,0.05480361174780114,0,1600,c
6,SURE-PM random,0.05478777648274374,0.057781495304469105,0.055263511211718,0.05481127000121447,0,1600,c
7,SURE-PM random,0.05479082537263807,0.05774048448497553,0.05517943137205506,0.05480911721634868,0,1600,c
8,SURE-PM random,0.05479223759783551,0.05776414919499523,0.05556618608636903,0.05481505437825717,0,1600,c
9,SURE-PM random,0.054788794988775605,0.05775139604861181,0.055189920202932896,0.054810986564334814,0,1600,c
10,SURE-PM random,0.05478747485815127,0.0577799977618902,0.05522652573091847,0.054809258928380726,0,1600,c
11,SURE-PM random,0.05479170373429582,0.05773711046084138,0.05553833950391919,0.05481649691672572,0,1600,c
12,SURE-PM random,0.05478640898364866,0.057819119137518624,0.055138287249415115,0.054804741424197445,0,1600,c
13,NPMLE,0.6964181081875219,,,,1,1600,c
14,SURE-PM uniform,0.05103447643531595,0.05130857551993792,0.05106587794775379,0.05104053689942127,1,1600,c
15,SURE-PM NPMLEinit,0.05103297699918762,0.05108022939317529,0.05104411687131297,0.051036001108549556,1,1600,c
16,SURE-PM random,0.051034360654325324,0.05126497669763047,0.051062128170609,0.051040032849378816,1,1600,c
17,SURE-PM random,0.0510345199952053,0.05129475518099234,0.05106682913664087,0.05104073554550546,1,1600,c
18,SURE-PM random,0.0510344655820667,0.05131875414789789,0.05106368226552746,0.05104026712758127,1,1600,c
19,SURE-PM random,0.05103431429070632,0.05133535852679273,0.05106356773754854,0.05103998824417616,1,1600,c
20,SURE-PM random,0.051034502435906785,0.051299135988667505,0.051067139395606274,0.05104073587649125,1,1600,c
21,SURE-PM random,0.051034588492577485,0.05131728035982732,0.051069534607455086,0.05104111068859915,1,1600,c
22,SURE-PM random,0.0510349450390374,0.05131784380716567,0.051069687134196184,0.051041692499874995,1,1600,c
23,SURE-PM random,0.051034481241430285,0.05133332900213162,0.05106833465454507,0.05104073904788692,1,1600,c
24,SURE-PM random,0.05103489801825148,0.05131864615745172,0.051072247608696844,0.05104205605399017,1,1600,c
25,SURE-PM random,0.05103420268768183,0.05131918558778452,0.051063397603647614,0.05103981800145647,1,1600,c
26,NPMLE,0.4696741954846553,,,,2,1600,c
27,SURE-PM uniform,0.0330206747809467,0.03439735671343563,0.033871579690449065,0.0332400071111649,2,1600,c
28,SURE-PM NPMLEinit,0.03296359509294881,0.03296886306476843,0.0329660708517423,0.03296450044121656,2,1600,c
29,SURE-PM random,0.033003813500991866,0.034364095842124555,0.033895620679016074,0.033219595289395304,2,1600,c
30,SURE-PM random,0.03301561895365012,0.03434455144284414,0.033853977669442446,0.03322851912633937,2,1600,c
31,SURE-PM random,0.03302760468446977,0.03442793903899762,0.03389149547542871,0.03326329343402314,2,1600,c
