,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter
67,SURE-PM NPMLEinit,2.6408721811525213,2.640949807063111,2.640894860544486,2.6408787624748338
68,SURE-PM random,2.644512310893891,3.1009194770289144,2.8014041316269043,2.6728806130022433
69,SURE-PM random,2.6583119993328963,3.09590163315334,2.8008956403110634,2.7111503958044447
70,SURE-PM random,2.644754536205948,3.1108078053426373,2.8063089460489614,2.6745950218100467
71,SURE-PM random,2.645085449747482,3.1083835814605316,2.8048435199530313,2.678715766607267
72,SURE-PM random,2.6477358330434475,3.1118873449809343,2.805712482078085,2.7118771552959693
73,SURE-PM random,2.6446274372621525,3.114014124826771,2.804752456550554,2.673806869743402
74,SURE-PM random,2.645312758477135,3.1126094055158724,2.8049660282328652,2.6817776364715855
75,SURE-PM random,2.644737652445654,3.108596658389634,2.8051966432845172,2.6748665415578814
76,SURE-PM random,2.644549791822805,3.1041656764101204,2.8025695863538846,2.6730925755416757
77,SURE-PM random,2.644874801964775,3.1148059884735555,2.8064923633644634,2.675980036778788
78,NPMLE,25.80159062243461,,,
79,SURE-PM uniform,2.7659154501215517,3.3640268971903278,3.052794311062513,2.8887015476910243
80,SURE-PM NPMLEinit,2.5107462522981496,2.5108368433065413,2.510764455914508,2.5107514145419088
81,SURE-PM random,2.7657459399552042,3.351341437418681,3.0504629558792398,2.8882208940107965
82,SURE-PM random,2.7652260494749465,3.3579400515977316,3.050648055173036,2.8876748429064594
83,SURE-PM random,2.766903720004807,3.367567033849899,3.054335000472755,2.8905257715343655
84,SURE-PM random,2.7665340616981653,3.3615172920656335,3.0536947161247654,2.8895350442693144
85,SURE-PM random,2.7659682154706546,3.366391943369157,3.053564266363054,2.8885510446748253
86,SURE-PM random,2.7660753921791663,3.3689033611012986,3.054529266311895,2.888909005350123
87,SURE-PM random,2.766147273118562,3.3665470681820193,3.0542233330667807,2.8888128539121465
88,SURE-PM random,2.7659536261078825,3.366076440289327,3.0532663071765853,2.8891067421830248
89,SURE-PM random,2.765823724603257,3.362198148903078,3.053205627749262,2.8883183890362782
90,SURE-PM random,2.7876482463669108,3.365877368517115,3.054537263173994,2.8985400924007774
91,NPMLE,29.095587631894606,,,
92,SURE-PM uniform,2.7970854900318183,3.550762830922308,2.81130572086582,2.798105528930439
93,SURE-PM NPMLEinit,2.734300906589888,2.734445423420667,2.7343349098824103,2.7343102034950473
94,SURE-PM random,2.7969196530638043,3.5027217687168717,2.809013462775391,2.7976772576692563
95,SURE-PM random,2.7970864855816377,3.5460259654423396,2.8106724212593814,2.7980346528639632
96,SURE-PM random,2.79698109496446,3.4397714606168495,2.8104382599219195,2.7979675946439047
97,SURE-PM random,2.7969462917613637,3.468977471816028,2.8092668661741196,2.797755149479442
98,SURE-PM random,2.797013440357324,3.553600758137311,2.8111894550829732,2.797958954021457
99,SURE-PM random,2.7971019142605384,3.481707263344739,2.811826656929677,2.7982559292849474
100,SURE-PM random,2.79707061839788,3.5426822644897538,2.812304343086444,2.7981583703120885
101,SURE-PM random,2.7970931170604514,3.5074199921951537,2.810923716827449,2.7981157286099663
102,SURE-PM random,2.7967443625413546,3.4454453262185143,2.8068938826888155,2.797242373174272
103,SURE-PM random,2.796999920425341,3.4592498017421223,2.8103170218903677,2.7979421356298144
104,NPMLE,23.410570488992107,,,
105,SURE-PM uniform,2.9083632009088194,3.37042570518651,2.9188349023066644,2.9084334943463808
106,SURE-PM NPMLEinit,2.6704290025109447,2.671628056213826,2.6705819901058545,2.670468529787107
107,SURE-PM random,2.9083409438952437,3.3609555071976605,2.9178430437190443,2.9083933659498395
108,SURE-PM random,2.9083634852476803,3.365828843881152,2.918241519037615,2.90843197862155
109,SURE-PM random,2.908361240420263,3.374108589224429,2.919225572069449,2.9084299902060753
110,SURE-PM random,2.908354456682474,3.3704097733837193,2.9185624032046746,2.9084150283149235
111,SURE-PM random,2.908360464966165,3.3689179098073647,2.9188722267952425,2.9084312391136096
112,SURE-PM random,2.908362442632235,3.371439175235032,2.919011557586756,2.9084292973166646
113,SURE-PM random,2.908364691126824,3.3707948105482988,2.918883140710484,2.9084377344823316
114,SURE-PM random,2.908357677906231,3.373398601225808,2.919399935206719,2.9084190050147516
115,SURE-PM random,2.908348763405943,3.367753429722679,2.918506872009127,2.9084031489228392
116,SURE-PM random,2.908360271448889,3.371340659845105,2.9188575794147527,2.908426576106149
117,NPMLE,26.50413976495322,,,
118,SURE-PM uniform,2.9047618017200993,3.3906103730074943,3.0690251956109758,3.016117819602727
119,SURE-PM NPMLEinit,2.8744285080403706,2.874530193873182,2.8744543029268033,2.8744358268252763
120,SURE-PM random,2.8920444120065287,3.3819200976612542,3.0682863227824733,3.017845561913197
121,SURE-PM random,2.8911834308770126,3.384282274618977,3.0687845755572183,3.0164269538199964
122,SURE-PM random,2.8918898955512526,3.394197853397025,3.070405211909438,3.017612293488505
123,SURE-PM random,2.905375339027907,3.393089121619974,3.0694131834390754,3.016871168390439
124,SURE-PM random,2.905339249867913,3.392302016138446,3.0699616289410954,3.0165567883997646
125,SURE-PM random,2.890286267862745,3.3930420602727676,3.069784076227208,3.013438899083928
126,SURE-PM random,2.904361475557508,3.3916979638509845,3.069077353035072,3.015007217119067
127,SURE-PM random,2.9053653505726738,3.3892412635768214,3.069086878634832,3.0158497496838272
128,SURE-PM random,2.905005166072212,3.389933818312629,3.069133345595322,3.0160840765888786
129,SURE-PM random,2.9052926355091753,3.395897831837894,3.069806212327711,3.0157931922636174
