,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter,m,n,experiment
31,SURE-PM random,0.30908493260142633,0.3097852475560835,0.309262715355171,0.30914291576709546,2,100,h
32,SURE-PM random,0.3090876298448639,0.3097752764662583,0.30926438819992425,0.30913789084345467,2,100,h
33,SURE-PM random,0.3090817546856691,0.30978154102195843,0.309262043224534,0.30913189874194347,2,100,h
34,SURE-PM random,0.30908141991820925,0.3097387588358679,0.309248371159711,0.3091253389252246,2,100,h
35,SURE-PM random,0.3090795569176197,0.3097582888592453,0.30925829685987793,0.3091301993163266,2,100,h
36,SURE-PM random,0.3090876533018253,0.30981959336007037,0.3092642343816125,0.30913667863348576,2,100,h
37,SURE-PM random,0.30908878991669764,0.30980188663934627,0.3092628623169766,0.30913667248883203,2,100,h
38,SURE-PM random,0.30908484804319597,0.30976923183105937,0.3092607557042808,0.30913524626548283,2,100,h
39,NPMLE,1.4966009296090208,,,,3,100,h
40,SURE-PM uniform,0.2539566935977204,0.2546234724595724,0.25410425030988487,0.2539949489262254,3,100,h
41,SURE-PM NPMLEinit,0.25391714708141344,0.2539317016508475,0.25392059585884263,0.25391778247141766,3,100,h
42,SURE-PM random,0.25396862429497596,0.25461447317096764,0.2541079618933987,0.25399858742655135,3,100,h
43,SURE-PM random,0.25395818812816706,0.2546626468976786,0.25411322795347296,0.25400013612150224,3,100,h
44,SURE-PM random,0.25395526560451664,0.2546430234233258,0.2540983326471312,0.2539914727360874,3,100,h
45,SURE-PM random,0.2539553267862755,0.254659357524744,0.25409874662664156,0.25399223851164143,3,100,h
46,SURE-PM random,0.2539547996878438,0.2546098645538198,0.2540948171379123,0.2540127480901848,3,100,h
47,SURE-PM random,0.2539549665025269,0.25464825485277026,0.2541015804800973,0.2539944522108437,3,100,h
48,SURE-PM random,0.2539537807776342,0.2545982778530202,0.2540917104498069,0.2539899260971142,3,100,h
49,SURE-PM random,0.25395617464181053,0.2546485066970346,0.25410544725517875,0.2539955132129632,3,100,h
50,SURE-PM random,0.2539569476703105,0.25465092146401963,0.25410438358317144,0.2539958485925212,3,100,h
51,SURE-PM random,0.25395706925218725,0.2546484534785527,0.25410443978398967,0.2540111685876733,3,100,h
52,NPMLE,1.0173880644455755,,,,4,100,h
53,SURE-PM uniform,0.22735379192154595,0.22763652764775116,0.22742017229726527,0.22737306957769832,4,100,h
54,SURE-PM NPMLEinit,0.22752236429712894,0.22753861246073556,0.22752649954922105,0.22752341846226729,4,100,h
55,SURE-PM random,0.2273565916245232,0.22772989903319796,0.22744226395560177,0.2273804868011547,4,100,h
56,SURE-PM random,0.2273537464955288,0.22762253811506328,0.22742001833003883,0.22737360374352605,4,100,h
57,SURE-PM random,0.22735487787599495,0.22767407195218453,0.2274258257600691,0.22737513982060706,4,100,h
58,SURE-PM random,0.2273542377507502,0.22762042235084579,0.22741966547812895,0.22737462105169484,4,100,h
59,SURE-PM random,0.22735428069875582,0.22762834924547917,0.22742086912094378,0.22737368395759433,4,100,h
60,SURE-PM random,0.22735389750729923,0.22763090846055506,0.22741976205599868,0.22737311573519975,4,100,h
61,SURE-PM random,0.22735437511211784,0.2276574656657607,0.22744564471884487,0.2273761579781855,4,100,h
62,SURE-PM random,0.22736278552311517,0.22763857152411363,0.22742204807145966,0.22737386227653758,4,100,h
63,SURE-PM random,0.22735346229349004,0.22762139288696503,0.22741860291567206,0.22737782543239718,4,100,h
64,SURE-PM random,0.22737072502098216,0.22764212997818178,0.22742226604437035,0.22737475615409622,4,100,h
65,NPMLE,1.0905784064857698,,,,5,100,h
66,SURE-PM uniform,0.24629112248749416,0.24675223897485984,0.24636226631039357,0.2463098777469316,5,100,h
67,SURE-PM NPMLEinit,0.2462673092657034,0.24627413329073738,0.24626901824062222,0.2462677850555898,5,100,h
68,SURE-PM random,0.24628949404096084,0.24672370882936726,0.2463525794602419,0.2463063794629857,5,100,h
69,SURE-PM random,0.2462889612237445,0.24664688331278234,0.2463441999211161,0.2463043489774818,5,100,h
70,SURE-PM random,0.24629076933810942,0.24675066308332083,0.24636219545273158,0.24630966595296322,5,100,h
71,SURE-PM random,0.24629047015862235,0.2466688319664801,0.24634952093345938,0.24630691057093293,5,100,h
72,SURE-PM random,0.24629243992576427,0.24660297765464045,0.24634229523545492,0.2463048196661051,5,100,h
73,SURE-PM random,0.24628941053506856,0.24678912430319605,0.24635832724453244,0.24630741410730173,5,100,h
74,SURE-PM random,0.24629149586501575,0.24678907439533299,0.24636095364069568,0.24630986182586803,5,100,h
75,SURE-PM random,0.2463135047611741,0.24690856852689613,0.2463672170974977,0.24630903636295678,5,100,h
76,SURE-PM random,0.24629277029294122,0.2467131068172356,0.24634979248159702,0.24630505884918924,5,100,h
77,SURE-PM random,0.24628934628046004,0.24668908056553682,0.24635122653670613,0.246305882195421,5,100,h
78,NPMLE,1.002786574945829,,,,6,100,h
79,SURE-PM uniform,0.28201258562228554,0.2825284590956844,0.2821034967880312,0.28204701158524803,6,100,h
80,SURE-PM NPMLEinit,0.28199175164201284,0.28202518749212435,0.2819939452865969,0.28199265538109974,6,100,h
81,SURE-PM random,0.28201263060426746,0.28254660509372537,0.2821161068076264,0.28204614807597006,6,100,h
82,SURE-PM random,0.28201784681459735,0.2825029755446784,0.2820957232539032,0.2820452180610383,6,100,h
83,SURE-PM random,0.28200929211322967,0.2824674171100529,0.2820913825379025,0.2820364116700208,6,100,h
84,SURE-PM random,0.2820134624006274,0.2825582326137063,0.2821127557489805,0.2820489421790371,6,100,h
85,SURE-PM random,0.28201693403485045,0.28252084883104706,0.2820975597753752,0.2820475554045884,6,100,h
86,SURE-PM random,0.28201229293804564,0.2825059641372956,0.2821013787128066,0.2820477554513969,6,100,h
87,SURE-PM random,0.2820341587616475,0.28254785105676883,0.2821154590530843,0.2820508210667422,6,100,h
88,SURE-PM random,0.2820305662925703,0.2825193797262785,0.2821021516020968,0.2820474199581334,6,100,h
89,SURE-PM random,0.28201284319989717,0.28258128702183166,0.28213478592085045,0.28204969572197636,6,100,h
90,SURE-PM random,0.28203370829216673,0.2824862870085662,0.28208543844320566,0.2820447062614965,6,100,h
91,NPMLE,1.6828595529181782,,,,7,100,h
92,SURE-PM uniform,0.3159841074040296,0.3177891268660854,0.31604519215294297,0.31599988345953794,7,100,h
93,SURE-PM NPMLEinit,0.3186760240431273,0.31868376913410734,0.3186779113131207,0.31867654443289145,7,100,h
94,SURE-PM random,0.3159827537975324,0.3190295625703552,0.3160601585969487,0.31600152675653753,7,100,h
95,SURE-PM random,0.3159822255996952,0.31670351095180616,0.31604110305069744,0.3159972560541846,7,100,h
96,SURE-PM random,0.31598308993305074,0.31745263501842325,0.31604412927474745,0.3160051481281736,7,100,h
97,SURE-PM random,0.3159840986499476,0.3174372481771312,0.3160441491908731,0.3159997846796944,7,100,h
98,SURE-PM random,0.3159909449056212,0.3163737661250863,0.31604025866941204,0.3160014970403683,7,100,h
99,SURE-PM random,0.3159905507128729,0.3169466320807592,0.31604300692065984,0.316001289515657,7,100,h
100,SURE-PM random,0.31598314658233856,0.3177225443797156,0.31604382418578814,0.3159990054999063,7,100,h
101,SURE-PM random,0.3159847491098137,0.3189322864534268,0.3160545366495791,0.3160019127212697,7,100,h
102,SURE-PM random,0.31598441700764945,0.31883650342795655,0.3160482996281001,0.3160012425859825,7,100,h
103,SURE-PM random,0.31598546119710597,0.3170376840011307,0.31605034430083984,0.3160016900645375,7,100,h
104,NPMLE,0.9498557520814663,,,,8,100,h
105,SURE-PM uniform,0.2788899347842201,0.27935468149280723,0.27900344833193075,0.2789180356848254,8,100,h
106,SURE-PM NPMLEinit,0.2808537150687752,0.2809282244578057,0.28087367698389104,0.28085959039289404,8,100,h
107,SURE-PM random,0.2789012704978606,0.27934769083785566,0.2790283147842457,0.27892459732625097,8,100,h
108,SURE-PM random,0.27888967218468536,0.27935101332279344,0.2790015769464752,0.27891788231028214,8,100,h
109,SURE-PM random,0.2788908116104263,0.27934808985703313,0.2789880079833816,0.27891711957097215,8,100,h
110,SURE-PM random,0.2788895821779225,0.2793492910508128,0.27898521735572074,0.2789146942568715,8,100,h
111,SURE-PM random,0.2788931438223301,0.2793440983649904,0.2790327440889945,0.27892730254620235,8,100,h
112,SURE-PM random,0.2788908920517724,0.27934241726157183,0.2789899174351102,0.27891688859477115,8,100,h
113,SURE-PM random,0.2788906728006626,0.2793386984639827,0.2789931380046336,0.2789173114643199,8,100,h
114,SURE-PM random,0.278891737481562,0.279350590878297,0.2789942571861454,0.2789188210570592,8,100,h
115,SURE-PM random,0.27889025223235,0.27935861747557494,0.2790014489639603,0.27891855921880365,8,100,h
116,SURE-PM random,0.27889102775798164,0.27935783738786796,0.2790098646799352,0.2789210902990506,8,100,h
117,NPMLE,0.9572097295268328,,,,9,100,h
118,SURE-PM uniform,0.21640934670978226,0.21676388907870986,0.21650339260356688,0.2164441605772096,9,100,h
119,SURE-PM NPMLEinit,0.2169517713601458,0.21701948433914964,0.21696831848029732,0.216956359630682,9,100,h
120,SURE-PM random,0.2162973363803053,0.21676663698136636,0.2164925124280593,0.21635045228469835,9,100,h
121,SURE-PM random,0.21629867221048385,0.2168914094740856,0.2165017972537578,0.2163739116443297,9,100,h
122,SURE-PM random,0.21640486764244343,0.21688562131510708,0.21650665974281552,0.2164411062475868,9,100,h
123,SURE-PM random,0.2163327757063594,0.21670491776288103,0.2165034906456036,0.21644443973958274,9,100,h
124,SURE-PM random,0.216300093961175,0.21672341696594416,0.21650561062294257,0.21638827748163977,9,100,h
125,SURE-PM random,0.21632084443274466,0.21692683716130987,0.21650418041604452,0.2164322936303195,9,100,h
126,SURE-PM random,0.2163024050587255,0.21683085173216227,0.216509812346805,0.21637568299216225,9,100,h
127,SURE-PM random,0.21641223841408974,0.21688852502520234,0.21650574258270225,0.21644268789517696,9,100,h
128,SURE-PM random,0.21630509802221226,0.21689392959670414,0.21650092742862043,0.21642065019774478,9,100,h
129,SURE-PM random,0.2163062147443948,0.21688690565415228,0.2165054771367491,0.21642051495636935,9,100,h
