,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter,m,n,experiment
0,NPMLE,0.9230089113232832,,,,0,100,h
1,SURE-PM uniform,0.30851112911990497,0.30900440403075363,0.30859510568404713,0.30853415826725,0,100,h
2,SURE-PM NPMLEinit,0.31311484791374466,0.31318337037738686,0.3131324679524576,0.3131197696749551,0,100,h
3,SURE-PM random,0.3085096001997813,0.3089930412362817,0.3085903830083646,0.3085314185200485,0,100,h
4,SURE-PM random,0.30852563134356925,0.3089988271317091,0.30859196327840366,0.3085315418896674,0,100,h
5,SURE-PM random,0.3085124321334077,0.30900613604147026,0.30860142402837154,0.3085364613651835,0,100,h
6,SURE-PM random,0.3085111338904449,0.3090102931951985,0.30859397214343004,0.30854095496262374,0,100,h
7,SURE-PM random,0.30850969459677285,0.3089705437863992,0.30858999649293506,0.30853084480378057,0,100,h
8,SURE-PM random,0.30850980737347666,0.30897355461199555,0.308588423899662,0.3085308265642192,0,100,h
9,SURE-PM random,0.3085100359311618,0.30896548957947956,0.3085883102808731,0.30853117894715226,0,100,h
10,SURE-PM random,0.3085109109547314,0.30902558350546583,0.3085972985367178,0.30853463921170515,0,100,h
11,SURE-PM random,0.3085096263666209,0.3089711592457246,0.3085889778396589,0.30853065699593046,0,100,h
12,SURE-PM random,0.3085208292356886,0.30901863756265624,0.30860066814524556,0.30855027048303557,0,100,h
13,NPMLE,1.0333168860121658,,,,1,100,h
14,SURE-PM uniform,0.22387788852558826,0.22497580254990582,0.22405272054178454,0.22391619908277532,1,100,h
15,SURE-PM NPMLEinit,0.22385972521123165,0.22386521593393752,0.22386106533459454,0.22386009597660148,1,100,h
16,SURE-PM random,0.22387190029790488,0.22491239688513318,0.22403197685702025,0.2239096686368012,1,100,h
17,SURE-PM random,0.22388159905186683,0.22490757153478655,0.2240277436474017,0.22391280855906914,1,100,h
18,SURE-PM random,0.2238811912808643,0.22488362904134135,0.22403338864956068,0.2239160042483185,1,100,h
19,SURE-PM random,0.2238830384622176,0.22494396282347792,0.2240581332369078,0.22392582936647515,1,100,h
20,SURE-PM random,0.2238821849424454,0.22492406568745793,0.22404032978757654,0.2239185523394093,1,100,h
21,SURE-PM random,0.22387583608861092,0.22493672601052084,0.22403152016509836,0.2239078124963838,1,100,h
22,SURE-PM random,0.22387892126384443,0.22491804687148814,0.22406634481791998,0.2239209696364651,1,100,h
23,SURE-PM random,0.22388216118517462,0.22505448282377558,0.22405441447440338,0.2239196972828141,1,100,h
24,SURE-PM random,0.22387765076761468,0.22497221337948362,0.22403323097000666,0.2239113905484703,1,100,h
25,SURE-PM random,0.22387544466399645,0.2249030465810432,0.22402700420891647,0.22390690664072566,1,100,h
26,NPMLE,0.9546986260965467,,,,2,100,h
27,SURE-PM uniform,0.30908740391271167,0.3097765931909784,0.3092616095156049,0.30913563965984336,2,100,h
28,SURE-PM NPMLEinit,0.3090356187474075,0.3090393986438205,0.3090365862141077,0.3090358903172687,2,100,h
29,SURE-PM random,0.3090848152848328,0.30975764509107134,0.3092522577878357,0.3091314224025149,2,100,h
30,SURE-PM random,0.3090872546364291,0.30977221552556544,0.3092694652923247,0.3091363758951398,2,100,h
