,n,experiment,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,data,NPMLE_lower_SURE,seed
0,100,c,0.05642864153904854,0.05643192349251405,0.06528386108393763,0.08317993821453527,0.08317689881753956,0.6346178712672483,train,False,1400
1,100,d,0.06526065130701053,0.06528324463164252,0.020155057797796264,0.004914850020933947,0.0049106454991532725,0.23696337440892745,train,False,1400
2,100,e,0.22146314507525872,0.2214628949404837,0.2951699295838763,0.16111217186225937,0.16110811559903282,0.3118472264927144,train,False,1400
3,400,c,0.06571113765096868,0.06599880980206517,0.08319000615483517,-0.017695772035829123,-0.01771347396543767,0.6089134764306972,train,False,1400
4,400,d,0.00684527818715101,0.006845399621317844,0.006356566360984531,0.004011617615301511,0.004011485903021512,0.04983511211616131,train,False,1400
5,400,e,0.21172990742889863,0.2117614814982664,0.31614860908204057,0.16708068987200467,0.16707202366488477,0.31531175516493254,train,False,1400
0,100,c,0.12754260606210302,0.1274259560457397,0.06161132027936749,0.0895965526889757,0.08961624245026897,1.1946333971698746,train,False,1401
1,100,d,0.0029724379212102497,0.0029725338811968432,0.002741569953794772,-0.022337881175850696,-0.022338422140270247,0.008531238042946629,train,False,1401
2,100,e,0.1874003066863619,0.18753617392360478,0.35824719230873114,0.1408385789608416,0.14083431382540876,0.2845113035751393,train,False,1401
3,400,c,0.057200278972553226,0.05719878125861013,0.09002838387672625,0.033743578972495386,0.03373797231508384,0.5372072369898662,train,False,1401
4,400,d,0.019114962012872362,0.019059481991673156,0.006086527979310785,0.008390938500934001,0.008387802037481667,0.02375753129113459,train,False,1401
5,400,e,0.19882601046003365,0.2016185142385104,0.28036361564111373,0.14747183984434784,0.1499721534322787,0.34708480157122806,train,False,1401
0,100,c,0.09814799601253611,0.09814449454300526,0.06421175087669458,0.0691688963533123,0.06916209822542257,0.5894810246579624,train,False,1402
1,100,d,0.007843682787118613,0.007844998982838492,0.00884243025369031,-0.01994796748476416,-0.019949884733963703,-0.011031189719165368,train,False,1402
2,100,e,0.19483923458151295,0.19485988665775872,0.23733711942744493,0.138809939479703,0.13880162792832015,0.31078355546282066,train,False,1402
3,400,c,0.11891448230140457,0.11882243711623486,0.09994881264487454,0.06526945272840023,0.06527991493237095,1.035230813855471,train,False,1402
4,400,d,0.005471008238762033,0.005475299226039928,0.005639440842533174,0.00591915486799266,0.005917491769916818,0.07803441487452009,train,False,1402
5,400,e,0.1789514420138525,0.1789720525192191,0.31232101510192917,0.1664862597370805,0.16647567763379237,0.31673014037611424,train,False,1402
0,100,c,0.06196542383523676,0.061927092568868025,0.07453388449293287,0.06740334773461293,0.06741171319506797,0.6267649925748916,train,False,1403
1,100,d,0.006456267249318894,0.00645641894247861,0.004897945830313085,-0.02707786538590037,-0.027078151388630387,0.028200827886354977,train,False,1403
2,100,e,0.15986946448276734,0.16163618627022294,0.245186899352448,0.15429304208438777,0.15494185199953978,0.2812274921636105,train,False,1403
3,400,c,0.04853637784270641,0.04853573242183731,0.07931266007807576,0.036666510400720116,0.036662223890445274,0.6350604847619953,train,False,1403
4,400,d,0.004081454410542563,0.004081441258013383,0.004133442924414502,-0.012334596860201011,-0.012335095523220527,0.009680323401325026,train,False,1403
5,400,e,0.17780084959414919,0.17785681390566802,0.22129668639333022,0.0881172647921461,0.08810554905343007,0.3835107936411719,train,False,1403
0,100,c,0.08861850639457386,0.0886812704354845,0.11066985907749433,0.06337352619187549,0.0633522044688717,0.8591358889970948,train,False,1404
1,100,d,0.022109724833631172,0.022105540529979182,0.005088845400352592,0.010810014200617725,0.01080836161653684,0.01908829557721944,train,False,1404
2,100,e,0.18744632358863522,0.18737569261598744,0.24395018808488067,0.14006987795375048,0.14004853061987924,0.2886500928465668,train,False,1404
3,400,c,0.05955379569202883,0.05956645928931315,0.0819142983686279,0.030226597107321496,0.030221027683702318,0.8002227721293336,train,False,1404
4,400,d,0.0046680970120801185,0.010600700464511375,0.007780982354285742,0.016083219041389523,0.01124767086870209,0.10635697922902146,train,False,1404
5,400,e,0.1669366682839836,0.1669442832766575,0.2390068866176464,0.1483226585106181,0.1483156551637202,0.295547939949299,train,False,1404
0,100,c,0.07979394824625655,0.07967016631299442,0.07890971446407885,0.0016379010467382927,0.001618030166326534,0.753349960468003,train,False,1405
1,100,d,0.01412613159732761,0.014136870262004468,0.005379531974077385,0.0033810010896601385,0.0033792111374684455,0.01914182922976071,train,False,1405
2,100,e,0.2165534319407729,0.21745246118488995,0.25861919471790257,0.1435367767880804,0.1435886749741276,0.2902116362020305,train,False,1405
3,400,c,0.05535377155299222,0.05535117532865732,0.07760547235169506,0.08282053220095115,0.08282641455495714,0.7834552938178041,train,False,1405
4,400,d,0.0057346684939114925,0.005734818786320694,0.0076030592483605245,-0.010910911599943382,-0.010911257424397204,0.02589344663835018,train,False,1405
5,400,e,0.17207459563932706,0.17205814031641237,0.23682119139357044,0.12736342188815175,0.12735573675584713,0.32144614683437145,train,False,1405
0,100,c,0.12797900924496453,0.12799638364554494,0.12350892066807498,0.16067615295657647,0.16066106883389963,0.7098442742322679,train,False,1406
1,100,d,0.013268057400960893,0.013268046342337352,0.01401328778449367,0.012258312421289582,0.012258139053370929,0.09404354452221378,train,False,1406
2,100,e,0.23026926046323254,0.23250850426323158,0.25719031387298535,0.12645915069936328,0.12641209315091417,0.2952235137240924,train,False,1406
3,400,c,0.05452554824062445,0.05453350851398868,0.05894205560393504,0.04671004299663871,0.04670494913429529,0.5327235430589059,train,False,1406
4,400,d,0.006916572701473105,0.012550496362649544,0.01058505672240589,0.013634804415639721,0.007669535833936756,0.04416042207121807,train,False,1406
5,400,e,0.18585209536754474,0.18585213779864282,0.3463863472667255,0.16432337415701548,0.1643204516030751,0.3095313768386827,train,False,1406
