,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter,m,n,experiment
0,NPMLE,0.32526012948361904,,,,0,100,e
1,SURE-PM uniform,0.14681513763149504,0.14707121195275882,0.14684819873498348,0.14682136703519433,0,100,e
2,SURE-PM NPMLEinit,0.14680979381296383,0.14687255979083255,0.14682620335369775,0.14681440503197188,0,100,e
3,SURE-PM random,0.14681414628828932,0.14706957568825976,0.1468487348170428,0.1468216514333644,0,100,e
4,SURE-PM random,0.14681478818957217,0.14707439817430148,0.14684648325952218,0.1468206785499749,0,100,e
5,SURE-PM random,0.14681342268461484,0.14706155519449304,0.1468444208714373,0.14682034728513535,0,100,e
6,SURE-PM random,0.14681415715141832,0.14706556852123776,0.14685038491870364,0.14682218791791699,0,100,e
7,SURE-PM random,0.14681354420305417,0.14705906551368692,0.14684455474312366,0.1468204844648524,0,100,e
8,SURE-PM random,0.1468136118459713,0.14707088549462027,0.14684697439769323,0.1468209541385807,0,100,e
9,SURE-PM random,0.14681393280220462,0.14707611324294945,0.1468481448594593,0.1468224315493061,0,100,e
10,SURE-PM random,0.146814030232919,0.14706214916782806,0.14684489668227002,0.14682029451910522,0,100,e
11,SURE-PM random,0.14681773671096884,0.1470690978411787,0.1468469698295371,0.14682102242963452,0,100,e
12,SURE-PM random,0.1468135216030968,0.1470585301920297,0.14684359414587042,0.14681997030111701,0,100,e
13,NPMLE,0.30114193091631003,,,,1,100,e
14,SURE-PM uniform,0.11829773730785863,0.11854036471218937,0.11833238965784329,0.11831237345210088,1,100,e
15,SURE-PM NPMLEinit,0.11829172348406,0.11835054158607942,0.11830493220214311,0.11829539712341973,1,100,e
16,SURE-PM random,0.11829795001947535,0.118541361126676,0.11833414314361637,0.11830698223170405,1,100,e
17,SURE-PM random,0.11829878090129607,0.1185368169901837,0.11833731462464687,0.11830650104876529,1,100,e
18,SURE-PM random,0.11829742407586555,0.11855492215680012,0.11833328334460741,0.11830650747093134,1,100,e
19,SURE-PM random,0.11829735191809877,0.11853620364334067,0.11833048050113991,0.11830626970412243,1,100,e
20,SURE-PM random,0.1182972036694827,0.11853650198700652,0.11833177821472564,0.11830586171068337,1,100,e
21,SURE-PM random,0.11829742198030697,0.11852021167974197,0.11832893166607224,0.11830573631003904,1,100,e
22,SURE-PM random,0.11829944569824714,0.1185193661261282,0.11832991893502044,0.1183065103295365,1,100,e
23,SURE-PM random,0.11829804954179725,0.11854008667513252,0.11833465242231117,0.11830725649531462,1,100,e
24,SURE-PM random,0.11829772422784349,0.11854031640303067,0.11833423729595165,0.11830682126260544,1,100,e
25,SURE-PM random,0.11829791013839613,0.11855698094728222,0.11833324915841534,0.11830700613474139,1,100,e
26,NPMLE,0.3246699224565744,,,,2,100,e
27,SURE-PM uniform,0.09559517853324806,0.09583456374283571,0.0956197400922619,0.09560127062628566,2,100,e
28,SURE-PM NPMLEinit,0.09533184016738325,0.09533605812432143,0.09533293085053259,0.09533209573636299,2,100,e
29,SURE-PM random,0.0955940733006146,0.095832678832747,0.09562199918835787,0.09559962314185498,2,100,e
30,SURE-PM random,0.09559555679344157,0.09584542047580925,0.09562333201473898,0.09560060037490771,2,100,e
31,SURE-PM random,0.09559410804612128,0.09583828655793994,0.09562048727950583,0.0955992346404959,2,100,e
32,SURE-PM random,0.09559284954116436,0.09582240416288577,0.0956129283451083,0.09559683915449703,2,100,e
33,SURE-PM random,0.09559449015707244,0.09585947508287142,0.09562272215625463,0.09560011890266573,2,100,e
34,SURE-PM random,0.09559432844263065,0.09585813463018887,0.09562416257469451,0.09560092882149185,2,100,e
35,SURE-PM random,0.09559372198028405,0.09582469004693578,0.09561687155907883,0.09559862863886849,2,100,e
36,SURE-PM random,0.0955939234908439,0.09580885082828985,0.09561764730356742,0.09559922864498191,2,100,e
37,SURE-PM random,0.09560195508314678,0.0958176609708611,0.0956147030924862,0.09559796247946693,2,100,e
38,SURE-PM random,0.09559361499590097,0.09583601749035338,0.09561710621769137,0.0955984500830462,2,100,e
39,NPMLE,0.2951071825908624,,,,3,100,e
40,SURE-PM uniform,0.14063595558127065,0.140858200852274,0.14068035026086367,0.14064739536273796,3,100,e
41,SURE-PM NPMLEinit,0.14107629343075717,0.14114197095795622,0.14109353706586977,0.1410811267161675,3,100,e
42,SURE-PM random,0.14063720337491023,0.14087535845876498,0.14068062906923035,0.1406482090743114,3,100,e
43,SURE-PM random,0.14063664355868116,0.14086844983997363,0.14068201888832102,0.14065154382239012,3,100,e
44,SURE-PM random,0.1406343674632895,0.14084090376399191,0.14067075405748253,0.14064354804973636,3,100,e
45,SURE-PM random,0.14063576703251487,0.14086051512629463,0.14067884718102644,0.14064690896405582,3,100,e
46,SURE-PM random,0.14063756056722762,0.14087038412897168,0.14068534944574768,0.14065050444246585,3,100,e
47,SURE-PM random,0.14063672876518718,0.14085189673504014,0.14070033624949732,0.14064820386096205,3,100,e
