,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter,m,n,experiment
0,NPMLE,-0.015034346971373722,,,,0,100,d
1,SURE-PM uniform,-0.01604771893494897,-0.01604112513061562,-0.01604645879655516,-0.016047387984523917,0,100,d
2,SURE-PM NPMLEinit,-0.01989562151444039,-0.01988100906580833,-0.01989141497147598,-0.019894408634393842,0,100,d
3,SURE-PM random,-0.01604769195798502,-0.016041027808264996,-0.016046361824433097,-0.016047338390871923,0,100,d
4,SURE-PM random,-0.016047766290781133,-0.016041690672270084,-0.016046654882778028,-0.01604747830069721,0,100,d
5,SURE-PM random,-0.01604766018776825,-0.016040203021371758,-0.01604619872897688,-0.016047273729788748,0,100,d
6,SURE-PM random,-0.01604770189424185,-0.01604097220578417,-0.016046392974529446,-0.016047356168372086,0,100,d
7,SURE-PM random,-0.016047685541706044,-0.016040626629687135,-0.016046305881241382,-0.016047322055690785,0,100,d
8,SURE-PM random,-0.01604779700924059,-0.01604172931974027,-0.01604676718806166,-0.01604753529736355,0,100,d
9,SURE-PM random,-0.016047792600738298,-0.016039784339821353,-0.01604648394981897,-0.016047490492672817,0,100,d
10,SURE-PM random,-0.01604770138008904,-0.016039984074938795,-0.016046295182890465,-0.016047341488198582,0,100,d
11,SURE-PM random,-0.016047719328835194,-0.01604113531917271,-0.01604646343712037,-0.016047389224787878,0,100,d
12,SURE-PM random,-0.016047696932301677,-0.016040779707014535,-0.016046361661770446,-0.01604734524767444,0,100,d
13,NPMLE,0.04389204419936977,,,,1,100,d
14,SURE-PM uniform,0.013274357013625906,0.01333667478110538,0.013283463980512628,0.013276079588895122,1,100,d
15,SURE-PM NPMLEinit,0.013273364194808544,0.013274181389437914,0.013273573069407156,0.013273422878403433,1,100,d
16,SURE-PM random,0.013274232530388978,0.013332878239634275,0.013282710659254687,0.013275800947720882,1,100,d
17,SURE-PM random,0.013274382435858935,0.013335728654207487,0.01328329143132354,0.013276134567634745,1,100,d
18,SURE-PM random,0.013274359950131256,0.013338544718837718,0.013283832451854938,0.013276101376722842,1,100,d
19,SURE-PM random,0.013274248817218073,0.013337451671982218,0.013283115411996817,0.013275825439495818,1,100,d
20,SURE-PM random,0.013274652791733423,0.013335440462461712,0.013284150026343368,0.013276681343200352,1,100,d
21,SURE-PM random,0.013274369880746874,0.01333604668756811,0.013283337831730347,0.013276135595274052,1,100,d
22,SURE-PM random,0.013274531490742482,0.013336457909914046,0.013283539610974539,0.013276361538207233,1,100,d
23,SURE-PM random,0.013274359177659178,0.013336965597037995,0.013282908842510217,0.013275972671713614,1,100,d
24,SURE-PM random,0.013274412028992232,0.013336890368412959,0.013283672627076868,0.013276225028430417,1,100,d
25,SURE-PM random,0.013274238679056917,0.013337154398909376,0.013282642792055946,0.013275704985306084,1,100,d
26,NPMLE,0.10655287267433694,,,,2,100,d
27,SURE-PM uniform,0.026390605363287047,0.026643887979284582,0.026402321924077887,0.026393277025455467,2,100,d
28,SURE-PM NPMLEinit,0.02638754137651432,0.026387805701697947,0.026387601992089883,0.026387552434333016,2,100,d
29,SURE-PM random,0.02639042236147642,0.026594254225214317,0.0264003357010983,0.026392818269928623,2,100,d
30,SURE-PM random,0.026390629426195442,0.026643182507557466,0.026402937662104373,0.026393353951435952,2,100,d
31,SURE-PM random,0.026390900257836324,0.026666966659159942,0.026403992612722325,0.0263938983010255,2,100,d
32,SURE-PM random,0.026390825640276352,0.026643677760078078,0.026404622485886174,0.026393809012302913,2,100,d
33,SURE-PM random,0.026390523774896178,0.02662737152862702,0.026401370601518915,0.026393064423012796,2,100,d
34,SURE-PM random,0.026390479540201194,0.026631807344299183,0.026402541363748158,0.02639308474404375,2,100,d
35,SURE-PM random,0.026390612860826702,0.026627028436369892,0.02640269876545057,0.026393314304828,2,100,d
