,n,experiment,MSE_misspec,MSE_NPMLEinit,MSE_NPMLE,SURE_misspec,SURE_NPMLEinit,SURE_NPMLE,data,NPMLE_lower_SURE,seed
0,100,c,0.07459911843347286,0.07460549991766592,0.09167447672464193,-0.13560299482532245,-0.13560418688363882,1.0111471986504785,train,False,200
1,100,d,0.00906149453530264,0.018392623014030073,0.006155463772445763,0.010916254460861143,0.008432754566674916,0.09034561289547374,train,False,200
2,100,e,0.16234075138845408,0.16233968365852167,0.3309723862897716,0.12122508906508365,0.12122309859130326,0.4567721796043081,train,False,200
3,400,c,0.06363451206336991,0.06391212855203228,0.09866996949503745,0.009243485705784949,0.009209113604646362,0.44575670830126896,train,False,200
4,400,d,0.004436869451450431,0.0044369738188074544,0.004972554521344649,-0.009752606425466296,-0.009752762771487315,0.06906011265310177,train,False,200
5,400,e,0.17562214570672843,0.17465177261165737,0.22717520656456622,0.13531559222010997,0.13563900537335877,0.3327252874690431,train,False,200
0,100,c,0.07263790485642878,0.07260683606119177,0.1393327584437817,-0.05064854255865093,-0.05065732580212633,0.11231270372495984,train,False,201
1,100,d,0.020370020237588285,0.020382200070306243,0.017334368210126794,-0.006858253801243919,-0.006859477385737378,0.05194146445973079,train,False,201
2,100,e,0.17801396371032802,0.17236378231822547,0.25666930195639914,0.0817871424731502,0.08132955978885015,0.32025950032296946,train,False,201
3,400,c,0.0701713292436983,0.07032632568506554,0.0842757801065678,0.08200110070525092,0.08198106468283249,0.9604565238735566,train,False,201
4,400,d,0.0072969133965415135,0.00723140066873068,0.007452046845557734,-0.0010835608236966722,-0.001110296942094333,0.05109572956124424,train,False,201
5,400,e,0.21226217469744857,0.2122860122801284,0.32346423352075,0.1575741400800014,0.1575580169100752,0.2992491590930254,train,False,201
0,100,c,0.08794353366211954,0.0879413409837983,0.13861618679762708,-0.0832284145513139,-0.08322866669571127,0.41290879359651766,train,False,202
1,100,d,0.0032991505880793697,0.003299416917936539,0.0050388002023605116,0.005393095549510587,0.005392794609802767,0.019352374338511745,train,False,202
2,100,e,0.1859465401631108,0.18593408773618994,0.26265726690919,0.16007261392105093,0.16006862335864833,0.23583853683478767,train,False,202
3,400,c,0.057023639179174586,0.057015840663867105,0.07482105042335614,0.0519464078397322,0.051944004962617994,1.1264346731210995,train,False,202
4,400,d,0.006193686061439479,0.006199981879154551,0.0077593529042432954,-0.002410941799052235,-0.0024132835940671527,0.03669204583606689,train,False,202
5,400,e,0.2003361891339823,0.20021127441940037,0.29107744640394956,0.1703629858543842,0.17035833922075372,0.2964448491436397,train,False,202
0,100,c,0.05823595728462066,0.05825084048921954,0.06155484380324527,0.016630231584474374,0.016621418035705843,0.7791915494879569,train,False,203
1,100,d,0.03854114397901516,0.03854139052254332,0.005182840800310142,0.025362288419731895,0.025362562538854425,0.20327912281895444,train,False,203
2,100,e,0.22489255342539605,0.2239704220119909,0.2737861265127528,0.15903526013969832,0.15905522807615072,0.6570066618381888,train,False,203
3,400,c,0.08244080864422415,0.08251764675444742,0.06512975995618514,0.008765356338805503,0.008755116521946462,0.48632157263472436,train,False,203
4,400,d,0.00604860235919194,0.003923618563591317,0.004798197909768833,0.007044236875650416,0.008493245250030377,0.07581162610384945,train,False,203
5,400,e,0.17801029018979062,0.17801418411734102,0.2712415980071306,0.1407243795842788,0.14071965216419738,0.3488181836618907,train,False,203
0,100,c,0.16617528308237514,0.16632400322295987,0.12040443720318054,0.05242141217217253,0.0523885224284183,0.5670671161652497,train,False,204
1,100,d,0.016906660992037314,0.0169084600678642,0.014695449143136155,-0.00891599968494333,-0.008917063066774578,0.012087016190359599,train,False,204
2,100,e,0.1987799810580766,0.19874931894100129,0.3156148743700987,0.0866371804920081,0.08664140216918546,0.7641484459198931,train,False,204
3,400,c,0.06020210824691042,0.06010455008066661,0.08678407329602333,-0.007540460501414614,-0.007593404114126798,0.6535309253590202,train,False,204
4,400,d,0.00621004870489684,0.006210267816126518,0.007455620310511971,0.006052639061014809,0.006052274053323004,0.04171915521498398,train,False,204
5,400,e,0.16635948218929084,0.16635528198855495,0.2702849667383985,0.16174943165876066,0.16174362990086025,0.3213016637237086,train,False,204
0,100,c,0.07003309839024166,0.07003288985778981,0.08792070493351316,-0.16128034503607835,-0.1612819628919817,0.5143262321527909,train,False,205
1,100,d,0.0027767692150359314,0.002971296191270412,0.003054657479596659,-0.009604913746630271,-0.00972259410496326,0.003156653521474233,train,False,205
2,100,e,0.17726471532228616,0.1772624616292762,0.24306761361238216,0.07694726473962508,0.07693959828187882,0.36498364512237486,train,False,205
3,400,c,0.06477219755955858,0.0647664229771209,0.06791141155596717,0.0009433532471678064,0.000930644844345494,0.33373453474693776,train,False,205
4,400,d,0.003417651937663699,0.0034242878893684797,0.003962767986444909,0.002413613340829066,0.0024012973113194747,0.025323335627170616,train,False,205
5,400,e,0.17566033013909516,0.19608799247442044,0.2882497091483215,0.1564821935372724,0.16308285685323162,0.33713350103263706,train,False,205
0,100,c,0.05901238024724032,0.05900223158599016,0.056375209348207306,0.009544237832163632,0.00953296758499036,0.5804180596070607,train,False,206
1,100,d,0.007742214724913198,0.007741020585860071,0.008194949008334092,-0.025013660173549522,-0.025012165071615994,0.03653782720117448,train,False,206
2,100,e,0.2315677606568505,0.23156495754054102,0.2775887864850718,0.1338607545375482,0.13384380407911572,0.28620669442900665,train,False,206
3,400,c,0.05572319994425869,0.06725150466301981,0.07819581739849842,0.07734292160538984,0.07358881816654013,0.987245450948285,train,False,206
4,400,d,0.008036888412134863,0.008036982978650213,0.006388684021070512,0.020371666669601503,0.02037134536879549,0.04563794352382773,train,False,206
5,400,e,0.1912133549450505,0.1911734685062379,0.29995020878767886,0.18708574903872477,0.18904882579923107,0.2871186773869491,train,False,206
0,100,c,0.09642346922211738,0.09639947582295137,0.08832108990952536,0.05757611988064561,0.05754202823302009,0.8823743866588138,train,False,207
1,100,d,0.004574348931911872,0.004571642032812784,0.004199385717671987,0.013638700959148852,0.013637050860816959,0.0659966630490528,train,False,207
2,100,e,0.17769458583082745,0.17747879457944793,0.271234534237564,0.14536347069448802,0.14652097295372443,0.39064818001403073,train,False,207
3,400,c,0.05660984241089267,0.06417280797771027,0.08029227755222915,0.03422224348940226,0.031047627654626382,0.8594707795208022,train,False,207
4,400,d,0.011649734963707258,0.011655290572414845,0.008201724221872868,0.004622368064545928,0.00461842660618295,0.06437852452604825,train,False,207
5,400,e,0.23469781209599613,0.2347046377693688,0.2879635931621918,0.14797434824517916,0.14791935789047536,0.3425451083737005,train,False,207
0,100,c,0.2191277299590103,0.05713292514977767,0.08012629927310462,0.09022103251511027,0.12606310642841564,0.4136019652124472,train,False,208
1,100,d,0.01011031506193369,0.010110412852632642,0.00992072857485744,0.0004229766489058839,0.00042264781643376994,0.09880681954540821,train,False,208
2,100,e,0.18022986800750243,0.1802713413248359,0.22596451173586776,0.12598520138941027,0.1259649152820144,0.32274392011839864,train,False,208
3,400,c,0.06082252940253445,0.06284454906235823,0.083229738884339,-0.008943357804913604,-0.01151827647361614,0.6011840504687888,train,False,208
4,400,d,0.00908729005295567,0.009071645310114318,0.00669638371163244,0.0019099420415912328,0.001901040150119222,0.03909090507913964,train,False,208
5,400,e,0.16481730516787935,0.16480956802304603,0.2513658722188204,0.1224591001919844,0.12244934235115949,0.38334006152413524,train,False,208
0,100,c,0.08459762800084505,0.08460583127244244,0.08408445209676106,0.12473404628977264,0.12471565209550121,1.1002425526866895,train,False,209
1,100,d,0.01585407167911445,0.015854188629672635,0.012506978476389,-0.0326837320415094,-0.03268425938473658,-0.030210948595968876,train,False,209
2,100,e,0.13218891534042587,0.13213975508100687,0.19251743273717184,0.14369595212764913,0.14369123156141597,0.365587781370741,train,False,209
3,400,c,0.061611508329747336,0.06141387715667097,0.07539714184993158,0.08361083627302528,0.08348128775403624,0.4091013645706767,train,False,209
4,400,d,0.004924312948395565,0.0049292692307201045,0.005631782342051968,-0.006127761765698914,-0.006136711908817798,0.026830098525896257,train,False,209
5,400,e,0.1876472167270739,0.18765025966679796,0.25993327917114945,0.13908069269715287,0.1390688045336326,0.29124454509778136,train,False,209
0,100,c,0.17197534874808063,0.17188775872451692,0.11539567918451972,0.010522793305276891,0.010535317010127656,0.5840287750991672,train,False,210
