,estimator,sure,sure_1000th_iter,sure_2000th_iter,sure_3000th_iter,m,n,experiment
0,NPMLE,0.8269287934899033,,,,0,100,g
1,SURE-PM uniform,0.12788002792138964,0.12819770949833578,0.12793879059418944,0.12788917920290882,0,100,g
2,SURE-PM NPMLEinit,0.1280626522945123,0.12816897641776417,0.1280920286265388,0.12807121070042943,0,100,g
3,SURE-PM random,0.12786932736405393,0.12821307927614609,0.12794362524235,0.12789069960658597,0,100,g
4,SURE-PM random,0.1278701693002181,0.1282554839230466,0.12795573855196618,0.12789303930346993,0,100,g
5,SURE-PM random,0.12786897907403105,0.12820576569608694,0.1279442015179647,0.12789064049353346,0,100,g
6,SURE-PM random,0.1278661152228155,0.12815550026469655,0.1279312180923397,0.12788504301379253,0,100,g
7,SURE-PM random,0.1278688962008019,0.12827110864260083,0.12794324834873375,0.12789029278937858,0,100,g
8,SURE-PM random,0.12786729156682408,0.12815742579776274,0.12793324220871102,0.1278866603707066,0,100,g
9,SURE-PM random,0.1278677943151378,0.12820673762117482,0.12793832451790027,0.12788811359798788,0,100,g
10,SURE-PM random,0.1278674380316026,0.12820957770319144,0.1279418908507039,0.1278885800902984,0,100,g
11,SURE-PM random,0.1278829135811179,0.12820650784449722,0.12794764730833838,0.12790608091831895,0,100,g
12,SURE-PM random,0.12786856888867168,0.12820005571170132,0.12796736781626056,0.12788921013927176,0,100,g
13,NPMLE,1.0901390017898396,,,,1,100,g
14,SURE-PM uniform,0.12920845287000673,0.1295326480462254,0.12929524075140122,0.12927498509469323,1,100,g
15,SURE-PM NPMLEinit,0.1291768004271996,0.12924822200415548,0.12919413105796543,0.129182496048253,1,100,g
16,SURE-PM random,0.12920904090184515,0.12951932468502342,0.1292944168624013,0.1292354799349166,1,100,g
17,SURE-PM random,0.12920709236839692,0.12949504911611975,0.1292878767638981,0.12923563429396828,1,100,g
18,SURE-PM random,0.12920706564302825,0.12948945317827076,0.1292864024848526,0.1292318258224786,1,100,g
19,SURE-PM random,0.12922969704221876,0.12948286263306344,0.12928570416174104,0.12923126857491168,1,100,g
20,SURE-PM random,0.12920843329983092,0.1295091183711515,0.12929060588715466,0.12925749273214612,1,100,g
21,SURE-PM random,0.12921272741014397,0.12949882647016103,0.12928798578947118,0.12923219689087148,1,100,g
22,SURE-PM random,0.12920931220062534,0.12953027896842792,0.12929869776276057,0.12924016251145382,1,100,g
23,SURE-PM random,0.1292077363781994,0.12953664830884384,0.12929327981336583,0.12923555259402397,1,100,g
24,SURE-PM random,0.12920730526733998,0.12949952936003192,0.12928865853922025,0.12923253164153783,1,100,g
25,SURE-PM random,0.12920911955572031,0.12950700847532226,0.12929232604840124,0.1292676080223175,1,100,g
26,NPMLE,1.1882852326963098,,,,2,100,g
27,SURE-PM uniform,0.13887823617981426,0.13922568528765403,0.13894152802202897,0.13889470340953614,2,100,g
28,SURE-PM NPMLEinit,0.13885993711053132,0.1388746229935765,0.1388655238673033,0.13886084026264825,2,100,g
29,SURE-PM random,0.13888510227723685,0.13927505684906677,0.13895246187245205,0.1388983152709104,2,100,g
30,SURE-PM random,0.13887848296002972,0.139195969214541,0.1389395865974879,0.1389118864286776,2,100,g
31,SURE-PM random,0.13887881837229515,0.13928631341837103,0.13894881674831389,0.13889665481765248,2,100,g
32,SURE-PM random,0.13887788845556004,0.1392384951250206,0.13894181199723873,0.13889507230729956,2,100,g
33,SURE-PM random,0.1388847476111998,0.1392619671539034,0.138953717663572,0.13890314037727733,2,100,g
34,SURE-PM random,0.13888530267390223,0.13923268048724446,0.13895486912807556,0.13890483093699707,2,100,g
35,SURE-PM random,0.1388843180585542,0.13921087605449706,0.13894652923118272,0.13890163892291596,2,100,g
36,SURE-PM random,0.1388868950930261,0.13927291106212927,0.1389516234710363,0.13889789400980518,2,100,g
37,SURE-PM random,0.13887961705241367,0.13927190092218794,0.13894654693293113,0.13889630344926146,2,100,g
38,SURE-PM random,0.13887938214559611,0.13926371946780947,0.1389477599723751,0.1388968936932774,2,100,g
39,NPMLE,1.7441759605133713,,,,3,100,g
40,SURE-PM uniform,0.11603861389979539,0.1162787374192531,0.11609583431952661,0.11605552810437071,3,100,g
41,SURE-PM NPMLEinit,0.11593072041787413,0.11593197131502603,0.11593102098544637,0.11593079276920715,3,100,g
42,SURE-PM random,0.11603912956737883,0.1162899443275509,0.11609583947945037,0.11605807405406995,3,100,g
43,SURE-PM random,0.11603858558601228,0.11625814420996886,0.11609303580181791,0.1160562889912104,3,100,g
44,SURE-PM random,0.11603949962501947,0.11628477232848812,0.11609568350436372,0.11605702388879262,3,100,g
45,SURE-PM random,0.11604359376852369,0.1162830662641468,0.1161000453737454,0.1160585770983941,3,100,g
46,SURE-PM random,0.11604154901892588,0.116411653729612,0.116112679879819,0.11606492445655814,3,100,g
