,mu,k,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,3,5,0.02240949322607547,-0.02177628838792623,0.022430355084295403,-0.021768957272094894,0.03359359034840775,-0.010922096777614342,0.02646875544924513,-0.019166648342782082,0.04458493307300002,-0.0064590435114130285,0.02392010929732339,-1413.3946908268272,0.052712810740539226,0.44326331034944927,0.022410334973135142,-0.021781585547309305,0.02251726575874271
1,4,5,0.012977438533257663,-0.05448299872953828,0.01299726013367027,-0.05449415991750152,0.05130171010713724,-0.020423130390366622,0.03558311015818269,-0.04234910030031324,0.03555906951301738,-0.04240737262078619,0.014384523892450594,-1404.4511775956496,0.21095923199992922,0.46222683073519627,0.021182359534428916,-0.05791772577490667,0.012130556008178304
2,5,5,0.003728283421300262,-0.032073779627638604,0.0036729916063511286,-0.03206839467937493,0.010191680003030721,-0.027057140845247206,0.05248991877571454,0.031078449225475424,0.10189584953671073,0.0854800114428042,0.003139993633110573,-1433.3041239317176,0.5140607364924654,0.4828297065615334,0.003716842928041502,-0.03208454378930753,0.00015148279223716772
3,7,5,0.005223477858054821,-0.004025557252863678,0.005228486001790619,-0.003998021565282556,0.003034952091341988,-0.002129882059196916,0.1329270826697036,0.12880248616398285,0.20007410197470482,0.19914221244222244,0.0055943837940023175,-1448.6884330745766,0.7807875973604359,0.5562393865555874,0.005221656532173918,-0.004022566882790216,3.232674374995771e-07
0,3,5,0.02209816106386079,0.04657646852700441,0.021507315082888077,0.04719154065858856,0.04021512658906409,0.05249407638340563,0.030612341314402273,0.049650329665418665,0.042168139360229305,0.053097023649909036,0.027141263460657455,-1445.9624141742927,0.07900458276236895,0.4194554678665288,0.022269259732872308,0.04657718366660356,0.022117408980613016
1,4,5,0.07359852483383826,0.01728655777877998,0.07370388152968252,0.01732983485048635,0.06773992148226228,0.03135460867271058,0.0669513210579729,0.02601466727286652,0.07523891570248119,0.04069860219480415,0.06616429865035603,-1436.7744904880528,0.045702274036868856,0.4210345261462958,0.07381038721805463,0.017279673484234308,0.04198201882188585
2,5,5,0.05692957907407759,0.06180587994082748,0.04394058204861269,0.0562776596256183,0.0791573085501596,0.10399023226738427,0.06413957336841963,0.10039392799003963,0.060203598527664604,0.10593564679357496,0.033200209782050426,-1476.6359564454078,0.24723133308322917,0.5204310775098897,0.04384876052210639,0.05624198321312224,0.01263578223529987
3,7,5,0.018640929362252086,-0.0341046334135724,0.018548787986482,-0.03408024647479215,0.0048607671601708785,-0.029841588622515586,0.1271967289393765,0.10289405776894864,0.12454151818087004,0.10617258199488287,0.003943033569731498,-1436.0574518816486,0.6587340150223345,0.5929823669405273,0.018601829943363315,-0.03410871292331728,8.703719779665927e-10
0,3,5,0.05537313267234389,0.12574227418183886,0.055373640243553124,0.1257383636693064,0.05626032173162215,0.12613758926076615,0.052656890392576663,0.12506640910972738,0.05532613004533134,0.1257635466338329,0.04769180297176102,-1488.3036311644141,0.1869598622335343,0.4631659887851013,0.047870029406028816,0.12340542174821144,0.03274172098226875
1,4,5,0.03054798148815603,0.0998149558529999,0.030937699777525737,0.09981689369986861,0.059548414081917425,0.1268724384008706,0.05008576297056252,0.11743850197885945,0.07457131029543165,0.13879635279126593,0.04174854727939473,-1482.002962797876,0.6522470303886134,0.48791535771508554,0.030788923817005587,0.0998114393803719,0.0199162082619817
2,5,5,0.0040591343561918545,-0.037069828416380686,0.0040814344953854845,-0.037064665462775113,0.06949383286109682,0.05146048172787232,0.053694909042164896,0.02010725231780009,0.10583546791310984,0.07760148950591475,0.003969946724831587,-1427.4592341489117,0.513538106409895,0.4918609731591189,0.004050226022598415,-0.037081242032725184,0.0008309529714767782
3,7,5,0.009967422996216333,0.03076224049124562,0.00985876786455616,0.030797394622532694,0.006996807735325993,0.03244925000575904,0.1318970097209127,0.1714298743245977,0.1316025206945421,0.17155045191944737,0.010668599712354858,-1467.4168514424555,0.9461541713318404,0.6091447228527741,0.009962692918176884,0.0307626213747285,6.256959043432862e-07
0,3,50,0.1597730638339324,0.025246945753966202,0.15977638644266198,0.025248049369939737,0.1735048178469899,0.04728051316497181,0.16740896199520017,0.04638436743487955,0.16806922860345413,0.04629399215874787,0.16211943575814028,-1502.1426623359657,0.5150437937121037,0.6437832520517427,0.15978159068060768,0.02522621645183676,0.154790868390225
1,4,50,0.15079268510368596,0.15068190945789411,0.1332626640682561,0.1648082816285546,0.15251991932525835,0.17460916681167601,0.1834587719877765,0.19087782507955217,0.1851590675925283,0.1907802465184884,0.1433218170592441,-1618.8807733397448,0.721289526848681,0.8130231099152234,0.15084263696432593,0.15067948466433473,0.09000723718357638
2,5,50,0.06235105299140116,0.04136936941241061,0.06027799582817106,0.04311273230193751,0.10551511865921288,0.0640391995358541,0.15478368926964298,0.14727940985449822,0.1544528375472062,0.14713952866513386,0.06139806877187767,-1622.614226115845,1.6151758611276006,1.033607212510958,0.06233723792922708,0.04131214148370782,0.05000172981804882
3,7,50,0.035558353347140886,-0.008176333495815015,0.03541171870627972,-0.008175131387759165,0.03640902175472216,-0.0002282470537812742,0.3539890288408297,0.3292736568613118,0.3537176889370553,0.3290525665564428,0.03247648891856861,-1610.2691580463686,5.086724678649645,1.339802001953114,0.035518836480985166,-0.008217260508695859,0.03904253216986696
0,3,50,0.15227270890717665,0.18395772660125567,0.15224573524407237,0.18395014791143469,0.14961693362658257,0.18441382048838795,0.14913879743115382,0.20811127991618697,0.15010637909486516,0.2076672433969152,0.14634226568348843,-1576.5027329135298,0.5891142020360018,0.6838212239002838,0.1522523811693243,0.1839398845593221,0.12988039972654244
