mu,k,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
5,5,0.021134624552726817,-0.015421838598426803,0.021136134943446086,-0.015415916123157672,0.08454411548268828,0.049411718963893465,0.06096640069721137,0.023181832504362548,0.10751545450754087,0.061107372927184316,0.018689239831513816,-1434.126193128688,0.27135416426824166,0.4596635110042239,0.0211266484738896,-0.015427810185972248,0.01817497956071906
7,5,0.002061946185119208,-0.025923337308202576,0.00207811293005535,-0.025911381034865486,0.0022272414181565736,-0.025794527601781282,0.12332358942322577,0.1262342182774414,0.19326422248692354,0.20350891702794593,0.00213177161958094,-1437.4830474194919,0.9301371539295386,0.6106845745636231,0.00209130764405326,-0.025931930498127486,5.586431749360716e-08
3,50,0.1375059655529302,0.11505822880145251,0.13750572233271477,0.11506131214534958,0.1572914665728703,0.13298247754573958,0.14712172874753005,0.13555724247797593,0.14712068022936503,0.13545897512943203,0.13654019336639003,-1550.6237752301472,0.42879211163374886,0.6809809413197477,0.1375138454424022,0.11504675355975952,0.13581032316711664
4,50,0.10503237204595951,0.1232238285101953,0.1050634608861308,0.12322213242994394,0.10500585511264696,0.12787700042041705,0.15994047671632436,0.17390749696888996,0.15981458155877806,0.1737963134015015,0.10205177685801574,-1595.4137426499333,1.0644194287417867,0.8441938165561019,0.10506336421260704,0.12320226315860192,0.09606940173850816
5,50,0.08056780531824337,0.009872884386193164,0.08063776368449603,0.009896656750212856,0.10664120145409911,0.00046338284577575453,0.2178057781772613,0.13959409932938843,0.19920413051693933,0.14891970874433605,0.08750620039101914,-1595.2340219564337,1.5172397860919222,1.0428826764614145,0.0805977051897945,0.00988228413970387,0.055652369293492834
7,50,0.007875446769211326,0.02996967139618164,0.007600751609893371,0.029928940732167803,0.007288165370024486,0.03064758721312228,0.33499675025878123,0.34700335077521915,0.33424168897109985,0.34709416870410087,0.006647575202744441,-1633.763606779939,4.453535954778747,1.3306844378907523,0.007581969521022821,0.02992151901572811,2.770597033660562e-06
3,50,0.18375805594824302,0.14345449613904657,0.18367865580638656,0.14337533880402317,0.20082258440566392,0.15252061413207024,0.18608221635525704,0.15455181641225021,0.18607914890084845,0.1544974674237924,0.1857597630215944,-1550.7637171637134,0.5610680738984883,0.6693840078751382,0.18950087371254196,0.135932761528401,0.18302784751464754
4,50,0.07575035320063851,0.01370328031474935,0.0759377222847089,0.013675135319155174,0.08542604324330869,0.021564233768866986,0.1171627929265279,0.07818015194220403,0.11706920411414688,0.07809878889127367,0.07583327942748547,-1565.7462398075072,1.4938316262733498,0.9235110830429865,0.07593977377113018,0.01366699023697288,0.0769596922678015
5,50,0.0702285892118771,0.1366999573791586,0.06868907036535361,0.1368664434832599,0.07346007762062066,0.14509092505208354,0.1856838422469616,0.24032493014681633,0.18587789829903126,0.23985329786678541,0.07054437679847514,-1648.2908123498005,1.8680701174336904,1.0311797356614398,0.06992523571716619,0.13663985208625126,0.057317812035266896
7,50,0.01673720132084339,-0.06786329149168444,0.01680678452289659,-0.0678553794665404,0.025548085537906835,-0.06301587408536205,0.342245337798629,0.2859532550578108,1.8616952486401428,1.8225257572357751,0.0018378306310313374,-1585.2874796463775,4.0670608481106045,1.3558005488522462,0.0018393585658234089,-0.0642762072526798,5.735345998913918e-07
3,50,0.1483196293615093,0.1305869726158819,0.1482643614740226,0.13062225204497077,0.16254546433488393,0.1538755792830875,0.15563245042372853,0.13784417506549948,0.15566145474024223,0.13770402062786594,0.14353090813856634,-1553.2337336443702,0.6754860138158654,0.682960854362442,0.1482358523274597,0.130570799006063,0.13972187705012953
