,mu,k,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,3,5,0.02246587947681749,-0.03390211863774948,0.02247412625831799,-0.03389767393503007,0.03284731336297419,-0.01560300820340092,0.025640195593027167,-0.028184277813748167,0.043717207171158935,-0.01021436067622335,0.02187259875448948,-1409.6438036090253,0.07490502401675894,0.4345943414025383,0.02246881623185859,-0.03391090804995883,0.021761619169111422
1,4,5,0.02150334317781875,0.09202662593200807,0.02152345107838599,0.09206770335075452,0.06349762717375167,0.13333366446695347,0.041144968605410066,0.12146999823830447,0.06781025695250248,0.15909014990394213,0.01818604403914982,-1488.2377135529853,0.3573993524965217,0.5131028312864963,0.021604044083241694,0.09201052410645844,0.006722458293639894
2,5,5,0.020235986143830657,0.04221944257591031,0.02014974304734269,0.0422504685667086,0.03903395478688906,0.048009077619301704,0.0543149139468962,0.09396144588326115,0.09945900177663794,0.14064610371068148,0.007261438567192064,-1471.4850010214063,0.39145831585413293,0.5201250763733533,0.020200100206276973,0.04221022779736427,0.0002358363016858568
3,7,5,0.00112662642487975,-0.03560006110084919,0.0012261705866575628,-0.03558792406480757,0.0010384838086097028,-0.03436592631964425,0.12628188970931584,0.07867948208667895,0.19650711836271245,0.14753888961324219,0.0011956705785297684,-1432.6485778626316,0.866476776561543,0.5526119201966863,0.0011823821879816678,-0.03560547642477491,4.6265889464545546e-07
0,3,5,0.02802706212923102,0.04980040132401018,0.027824669064611843,0.04992494240095994,0.03879430278507275,0.05591311602449355,0.030235803055978762,0.0504960123441283,0.04331110389430105,0.06006249005288555,0.02724551742619691,-1448.8360642499997,0.08148504009132193,0.43035623769631753,0.027987222714541144,0.04979250777740731,0.022957265350156165
1,4,5,0.023830772052604424,0.014101006164134788,0.025695091110205414,0.014301622022827247,0.05588771242156065,0.048308637079331446,0.03586766420208472,0.028936170173602706,0.06756406227988286,0.05652383581418917,0.015185969162792471,-1440.7994015508366,0.38173035219910206,0.44965580781861925,0.025606766085190854,0.014268974102979315,0.015024702490572955
2,5,5,0.00999003737228222,0.044574480625651176,0.009982938800816937,0.04458702991660311,0.07497933848764485,0.10272032445580362,0.05702705314888647,0.0915740123631881,0.054948101797973534,0.09236703803069554,0.009574168539013004,-1468.4725575290195,0.5094638670841596,0.5369996019375189,0.009974367380708454,0.04456900402009614,0.0016855436808453851
3,7,5,0.0054026802434677485,0.030116721084359144,0.005399867295195653,0.030140694709193668,0.003346364797540466,0.030842095331084694,0.12780669250279303,0.136013249999648,0.19058299102390194,0.18552729617516525,0.008606970439540234,-1465.148835267511,0.8235989575238873,0.563391422754664,0.005395106367702496,0.030112222829708116,0.002669555631145231
0,3,5,0.02930106740933918,0.03800899217688993,0.029236560357231527,0.03802188752742973,0.03689217393813792,0.05845996592338952,0.02552311379200745,0.048138655236843304,0.040345560995627874,0.061781937850041234,0.02475638074101453,-1448.1619149155702,0.24258910520598329,0.4450584854665742,0.029288817544648182,0.03799982614543046,0.02175330415328116
1,4,5,0.033682252533544496,0.02287864163780182,0.0336475328705032,0.022905389873691433,0.06255498491486686,0.07804992771018056,0.046108070883300795,0.05998303594738582,0.031552251680213646,0.06835175194662248,0.023505427963849582,-1461.1085934244222,0.1576567471299502,0.4993502467196156,0.03367199804002267,0.02287188972386355,0.011690545113994373
