,sigma_theta,SURE_2step_MSE,SURE_2step_LOSS,SURE_both_MSE,SURE_both_LOSS,SURE_theta_MSE,SURE_theta_LOSS,SURE_pi_MSE,SURE_pi_LOSS,SURE_sparse_MSE,SURE_sparse_LOSS,NPMLE_MSE,NPMLE_LOSS,SURE_NPMLEinit_OBJ_LOSS,SURE_OBJ_LOSS,SURE_NPMLEinit_MSE,SURE_NPMLEinit_LOSS,BAYES_MSE
0,0.31622776601683794,0.09034413110886393,0.08955563368689377,0.0908558370836367,0.08945314479136732,0.08880338132249344,0.09182499694155968,62.655267028817384,62.889592328641434,62.654350329967315,62.888673294567354,0.09095197064125984,-1467.230453394036,90.98892142105207,64.55891525465209,0.09590543710609511,0.10299890992189444,0.08834547343714517
1,1.0,0.5308688668997751,0.5541382313774131,0.526773437630977,0.5537566034444911,0.5274389653529031,0.5559635733809177,52.82084037442663,53.195154035674044,52.81992698634869,53.194242721965004,0.5252593306916278,-1830.2773548199348,61.725096288647,54.79429987342714,0.5268496610605904,0.5537988619322314,0.5052438953263799
2,2.23606797749979,0.8311224704389661,0.8769477272691445,0.7790893684268169,0.8194706927363407,0.8089381300119496,0.8751277477455365,33.305187776681834,33.372534351236084,33.30456176912842,33.371696570376045,0.7817177639876043,-2329.3959086733516,43.66724221043724,34.82698278072327,0.7793072297786516,0.8194943296955728,0.7709557969296993
0,0.31622776601683794,0.0981339874865786,0.15495468890552092,0.09813337681303459,0.15495755431492625,0.09776845890567022,0.15518746526204472,62.05103476335151,61.95608352063771,62.050113631546026,61.955165012668076,0.09830006203794174,-1503.528783612849,94.3726000799342,63.61846311742556,0.09815284059652618,0.1549848446774447,0.09266784820920597
1,1.0,0.5480484397968004,0.4476117818714572,0.5286637962394717,0.41781577552423893,0.523142387080476,0.4352815200196271,57.52554357818186,57.32568272052585,57.52463542214581,57.32476787130381,0.5309025461613676,-1699.4753932691522,76.93772846408145,58.9448958951975,0.5286917026650446,0.41790994587569913,0.5095427195272048
2,2.23606797749979,0.908358792067884,0.7844383027142321,0.8969605485245237,0.7830762754725479,0.9632322547129766,0.8359294486338497,32.082821901991565,32.21301642264802,164.75302908739522,165.12584116478308,0.8806945337401294,-2324.9069973357464,42.89848631737352,33.64484089057607,0.8966539836721097,0.7832434259282297,0.8521339373767651
0,0.31622776601683794,0.09348588741892268,0.10433934478764469,0.0933869738907124,0.10437785306357591,0.09232204312962285,0.10473141216964973,63.2092665378083,63.66161528190347,63.20835111692547,63.66069617774566,0.09365820800851088,-1474.2291763144779,81.7766235028971,65.33084855779063,0.09348860171051446,0.10435515529958912,0.09186625029782912
1,1.0,0.5221291648141346,0.5078639245367425,0.5221267222290692,0.5078735382836912,0.5328571486811637,0.5142033617363313,53.71629984210234,53.993448446110996,53.71538980769534,53.9925360580616,0.5232331571914974,-1776.8066929718943,82.54823498197267,55.59358233156895,0.5222245156754454,0.5079518214675887,0.5202352861630298
2,2.23606797749979,0.8691486573486502,0.8172844225955587,0.8583009269286106,0.8113437132484794,0.9206531539591067,0.8469265594173533,32.60847919514366,32.93655009137077,32.607771370526144,32.93571571682523,0.8504952636674824,-2320.479400023512,37.369613693958165,34.38242822036164,0.8583545766237155,0.8113282990963562,0.8383122449439749
0,0.31622776601683794,0.09152846135914633,0.09733308349366371,0.09163235413853046,0.0973170702328489,0.09111852561663676,0.09797777475737235,63.20621686717915,62.34195545006082,63.205291891470004,62.34103640826806,0.09164566593997989,-1470.3423695849378,95.02395245038713,64.0141702071442,0.09175270209351655,0.097442840230804,0.08833365910498538
1,1.0,0.5385882992775285,0.5466483367871349,0.49185196660685476,0.4841797852732998,0.5629424178459362,0.5237117031631804,54.31709826933037,53.828530812713396,54.31618136933882,53.82761719949423,0.4893926688833603,-1754.5968796605596,72.5688017263964,55.44148473429622,0.49172520367121914,0.48434375071939306,0.48533661509691556
2,2.23606797749979,0.8477132569141328,0.8030896188103546,0.8485011413072082,0.7891794454866251,0.9158859783904862,0.8502838720062296,31.203967650817923,31.39670697334706,31.20561666160818,31.402184801122356,0.8504316899551014,-2328.1003788087373,41.13365176487202,32.837273412089985,0.8478217477673597,0.8033859193886651,0.8244263707875422
0,0.31622776601683794,0.09206856604506898,0.10636745623912135,0.09229420151979843,0.10627793259576265,0.09189024322690847,0.10694495408820899,63.04757785909787,63.1605165956423,63.04666021563796,63.15959747580593,0.09335099303326036,-1475.3138145600808,84.10073133342472,64.83145230389982,0.0925020365534654,0.10629038516518609,0.09170562011900553
1,1.0,0.5119497949855517,0.5150455055973989,0.5118994915766855,0.5150217811639455,0.5774869579974634,0.5728649404602072,53.279350456280795,53.345259033996875,53.27844007047833,53.34434752158613,0.5170763228606545,-1784.1993296384553,55.85324388782262,54.94257750892567,0.51143397919331,0.5138416453651428,0.5067505240943714
2,2.23606797749979,0.7705281611103107,0.8211826591271895,0.7577487541660909,0.8075379353021072,0.799777807527739,0.8479234894513888,31.1143419621797,31.181678420902486,31.11117867907997,31.18626745781342,0.7502002450466053,-2337.349294411375,36.081356235311816,32.62271041420644,0.7578606246871156,0.8074336933476095,0.7366142352698603
