,n,hidden_sizes,experiment,MSE_wellspec,SURE_wellspec,data
0,100,None,c,0.025710480968530337,-0.05719173821719888,train
1,100,"(2,)",c,0.07070681025895457,-0.00549849631720527,train
2,100,"(2, 2)",c,0.029396300572620805,-0.06884962509493367,train
3,100,"(4,)",c,0.03178515274440581,-0.06792049775362058,train
4,100,"(4, 4)",c,0.02981591371121941,-0.06891997820798905,train
5,100,"(6,)",c,0.03914408446769241,-0.07350161099156745,train
6,100,"(6, 6)",c,0.03036417612431884,-0.06992368769243261,train
7,100,"(8,)",c,0.03519526550123011,-0.06943993416969947,train
8,100,"(8, 8)",c,0.05699928941809576,-0.10008149746956636,train
9,100,"(10,)",c,0.030948998865834115,-0.09233767044807949,train
10,100,None,i,1.6792077495073912,-1.6394259056178555,train
11,100,"(2,)",i,1.767212379766291,-0.738784580150323,train
12,100,"(2, 2)",i,1.677993754460758,-1.0200007355329885,train
13,100,"(4,)",i,1.5692454907543452,-1.2828071633642442,train
14,100,"(4, 4)",i,1.67492224441166,0.5793641999594467,train
15,100,"(6,)",i,1.8515183359077625,0.6998319346539345,train
16,100,"(6, 6)",i,1.9589814894097657,-0.45126191631148127,train
17,100,"(8,)",i,1.6017860673882276,-1.5918293532791083,train
18,100,"(8, 8)",i,1.7152744866049086,-0.9147129791436006,train
19,100,"(10,)",i,1.7104964903608753,-1.3813447630896287,train
20,200,None,c,0.013787218715961549,-0.022494434700569912,train
21,200,"(2,)",c,0.057897924224046896,0.023496869730777057,train
22,200,"(2, 2)",c,0.01504704924445217,-0.02259984250449888,train
23,200,"(4,)",c,0.013502054179843308,-0.023395850623383386,train
24,200,"(4, 4)",c,0.01492665006091321,-0.02510732687510791,train
25,200,"(6,)",c,0.0163928834491468,-0.023232931783240842,train
26,200,"(6, 6)",c,0.03536020486178281,-0.04682474374572044,train
27,200,"(8,)",c,0.022845172679355482,-0.032563563816076,train
28,200,"(8, 8)",c,0.052462319772050126,-0.04656266773056772,train
29,200,"(10,)",c,0.019192437875415688,-0.030823564707041454,train
30,200,None,i,2.0871780043502874,-1.2274459194937293,train
31,200,"(2,)",i,1.9644707653317237,1.001348577262446,train
32,200,"(2, 2)",i,1.7372233617954067,1.4497487609762596,train
33,200,"(4,)",i,2.391891301464949,0.25700566647318496,train
34,200,"(4, 4)",i,2.3801653501377054,0.1704834493034283,train
35,200,"(6,)",i,2.1342619566275025,-0.4987726502950092,train
36,200,"(6, 6)",i,2.243020420306735,0.11258839653913486,train
37,200,"(8,)",i,2.4109720990627097,-0.7016048308029391,train
38,200,"(8, 8)",i,2.4412445193085683,-0.5996142898397255,train
39,200,"(10,)",i,2.6896159398623967,-0.030435384379786632,train
40,400,None,c,0.008362819223466494,-0.04007111668401407,train
41,400,"(2,)",c,0.00651270549539813,-0.04001710392770178,train
42,400,"(2, 2)",c,0.01174759832698958,-0.044213348313782305,train
43,400,"(4,)",c,0.010288524913215668,-0.04134199424802217,train
44,400,"(4, 4)",c,0.015600953177968445,-0.05039988529399824,train
45,400,"(6,)",c,0.009788957354451771,-0.04393911736146341,train
46,400,"(6, 6)",c,0.015339432570581138,-0.047429395024150854,train
47,400,"(8,)",c,0.011903348150002593,-0.04220374453203791,train
48,400,"(8, 8)",c,0.01683897824504182,-0.05147435916918965,train
49,400,"(10,)",c,0.011188510114303933,-0.04219228768350661,train
50,400,None,i,2.4720586796701265,-0.5181065752142427,train
51,400,"(2,)",i,1.9615494014853252,1.119005145678249,train
52,400,"(2, 2)",i,1.9027453316031582,1.1097201443875557,train
53,400,"(4,)",i,1.850249504776728,1.2341453201686978,train
54,400,"(4, 4)",i,1.8429870986089412,1.1987478077025395,train
55,400,"(6,)",i,2.1420180878021897,1.1600438790448662,train
56,400,"(6, 6)",i,2.1440612362082767,0.2728744332141208,train
57,400,"(8,)",i,2.0765859711807626,0.602532112016183,train
58,400,"(8, 8)",i,2.2240276840819933,0.3654785333460657,train
59,400,"(10,)",i,2.2042417378362975,0.2646238666022777,train
60,800,None,c,0.02670300312467047,-0.025436457544975796,train
61,800,"(2,)",c,0.01691091368801697,-0.021771504744082407,train
62,800,"(2, 2)",c,0.05471381779151351,0.0485811849789162,train
63,800,"(4,)",c,0.03188428177776033,-0.02692060710606176,train
64,800,"(4, 4)",c,0.020602692115923315,-0.02498204769915427,train
65,800,"(6,)",c,0.023503245351877575,-0.024867412493933583,train
66,800,"(6, 6)",c,0.028813315891391817,-0.0257199247961091,train
67,800,"(8,)",c,0.023591817140478404,-0.027022729847884817,train
68,800,"(8, 8)",c,0.025581608950781938,-0.02806581114738349,train
69,800,"(10,)",c,0.032030727690625385,-0.029571707105713264,train
70,800,None,i,2.0518626504428514,0.1563175655006569,train
71,800,"(2,)",i,1.6726319243468053,1.4144795517131876,train
72,800,"(2, 2)",i,1.6522251266815042,1.3690452714560124,train
73,800,"(4,)",i,1.7385408165004648,1.1515013127230742,train
74,800,"(4, 4)",i,1.751134602511825,1.1096130877991603,train
75,800,"(6,)",i,1.799431971149383,0.9721477932628791,train
76,800,"(6, 6)",i,1.8020760476874331,0.9885510365336504,train
77,800,"(8,)",i,2.029820304741883,0.5887423672704605,train
78,800,"(8, 8)",i,1.9566336754699571,0.6237814860179877,train
79,800,"(10,)",i,1.9171299508626505,1.0459942691280415,train
80,100,None,c,0.01539593786828677,-0.013627035899798887,test
81,100,"(2,)",c,0.06445473173428563,0.036267735073098765,test
82,100,"(2, 2)",c,0.016012974609190277,-0.024278060993597573,test
83,100,"(4,)",c,0.02583611126545504,-0.03157912702488517,test
84,100,"(4, 4)",c,0.021543099966232604,-0.02508984758399781,test
85,100,"(6,)",c,0.02516248369818782,-0.022316055472719993,test
86,100,"(6, 6)",c,0.023108858756566226,-0.02493184696407999,test
87,100,"(8,)",c,0.0291147921676518,-0.024126270228893198,test
88,100,"(8, 8)",c,0.034655105705825105,-0.02457726347551656,test
89,100,"(10,)",c,0.03312473974335797,-0.03925564798165656,test
90,100,None,i,5.157989060762297,5.688074697682508,test
91,100,"(2,)",i,3.597536644243757,4.789029090763645,test
92,100,"(2, 2)",i,4.906281297276557,5.217916838774657,test
93,100,"(4,)",i,4.73997691045932,5.5222067225849365,test
94,100,"(4, 4)",i,2.7806705797296094,2.2786063645193058,test
95,100,"(6,)",i,2.87379645576334,2.1573610258853995,test
96,100,"(6, 6)",i,6.292945565665833,6.099273252300909,test
97,100,"(8,)",i,6.025307207875221,5.850057093316171,test
98,100,"(8, 8)",i,5.2640715122188135,6.613336280204871,test
99,100,"(10,)",i,9.407124431409628,8.936751943371974,test
100,200,None,c,0.013689879062361559,-0.07706454607750017,test
101,200,"(2,)",c,0.05340275005675712,-0.006932560977097095,test
102,200,"(2, 2)",c,0.01484495015323623,-0.0776795121334105,test
103,200,"(4,)",c,0.013148440583124166,-0.0790107265438441,test
104,200,"(4, 4)",c,0.015155479438730444,-0.07312312080510226,test
105,200,"(6,)",c,0.016648864676729852,-0.07479605525672067,test
106,200,"(6, 6)",c,0.036809158881210266,-0.0473646729318529,test
107,200,"(8,)",c,0.022577922916782168,-0.06773168076961972,test
108,200,"(8, 8)",c,0.059457145221621426,-0.04898247444063121,test
109,200,"(10,)",c,0.017859372281510376,-0.0709365178590027,test
110,200,None,i,4.984387557762987,5.109912193630064,test
111,200,"(2,)",i,2.012872750262101,1.7330445412848468,test
112,200,"(2, 2)",i,1.7860213642722167,1.7840325888293302,test
113,200,"(4,)",i,2.9668971983416856,2.9161586361567515,test
114,200,"(4, 4)",i,3.2900736789548377,2.819000256170465,test
115,200,"(6,)",i,3.410444377785544,4.113945274659027,test
116,200,"(6, 6)",i,2.5503698263860826,2.675474960907734,test
117,200,"(8,)",i,3.917743600209394,4.366774674437002,test
118,200,"(8, 8)",i,4.363342933755518,5.397421626331127,test
119,200,"(10,)",i,3.0358581298661678,2.9455738873517716,test
120,400,None,c,0.005923708070015921,-0.004490545469341054,test
121,400,"(2,)",c,0.004903144530128617,-0.005519520592424192,test
122,400,"(2, 2)",c,0.00931023377441621,-0.003716977822965216,test
123,400,"(4,)",c,0.006430622037042652,-0.004501531253208639,test
124,400,"(4, 4)",c,0.014661553007694159,-0.003516587484014916,test
125,400,"(6,)",c,0.008667532872646648,-0.005396571239365471,test
126,400,"(6, 6)",c,0.009765298590984961,-0.000162232957808236,test
127,400,"(8,)",c,0.007189397981329651,-0.0027340209910474943,test
128,400,"(8, 8)",c,0.015756412506864874,-0.003736117476252483,test
129,400,"(10,)",c,0.007100517214666695,-0.004421341079659211,test
130,400,None,i,3.0787388050349556,2.9183191644333353,test
131,400,"(2,)",i,2.012206530950045,2.097937969533617,test
